Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,65.740928,[244  32] ; [26 35],[221.12759644  54.87240356] ; [48.87240356 12.12759644],1
n6,1,0.0,39.002899,[256  20] ; [38 22],[241.5  34.5] ; [52.5  7.5],1
a3,1,0.001426,10.172388,[223  52] ; [38 23],[213.61607143  61.38392857] ; [47.38392857 13.61607143],0
a5,1,0.005957,7.563124,[225  51] ; [40 21],[217.03264095  58.96735905] ; [47.96735905 13.03264095],0
p5,1,0.009481,6.729968,[ 51 223] ; [ 3 57],[ 44.2994012 229.7005988] ; [ 9.7005988 50.2994012],0
r1,1,0.011015,6.462951,[242  33] ; [46 15],[235.71428571  39.28571429] ; [52.28571429  8.71428571],0
s7,1,0.011725,6.352022,[220  45] ; [39 18],[213.15217391  51.84782609] ; [45.84782609 11.15217391],0
d5,1,0.015401,5.870027,[244  31] ; [47 14],[238.16964286  36.83035714] ; [52.83035714  8.16964286],0
a4,1,0.021095,5.318886,[140 136] ; [21 40],[131.85756677 144.14243323] ; [29.14243323 31.85756677],0
v3,1,0.021406,5.293419,[128 137] ; [18 39],[120.1552795 144.8447205] ; [25.8447205 31.1552795],0
p6,1,0.031476,4.626815,[135 137] ; [21 40],[127.42342342 144.57657658] ; [28.57657658 32.42342342],0
s4,1,0.035439,4.423887,[ 52 222] ; [19 42],[ 58.07164179 215.92835821] ; [12.92835821 48.07164179],0
a8,1,0.03726,4.33849,[ 45 205] ; [ 4 54],[ 39.77272727 210.22727273] ; [ 9.22727273 48.77272727],0
p4,1,0.045802,3.988861,[194  81] ; [35 26],[187.42559524  87.57440476] ; [41.57440476 19.42559524],0
v1,1,0.060082,3.535112,[169  95] ; [30 29],[162.6501548 101.3498452] ; [36.3498452 22.6501548],0
d2,1,0.068228,3.325152,[162 114] ; [28 33],[155.60830861 120.39169139] ; [34.39169139 26.60830861],0
u1,1,0.06839,3.321251,[ 71 205] ; [ 9 52],[ 65.51928783 210.48071217] ; [14.48071217 46.51928783],0
a7,1,0.089432,2.884564,[186  89] ; [48 13],[191.51785714  83.48214286] ; [42.48214286 18.51785714],0
v2,1,0.09412,2.802454,[163 103] ; [27 28],[157.44548287 108.55451713] ; [32.55451713 22.44548287],0
d4,1,0.099815,2.70849,[239  36] ; [48 13],[234.89583333  40.10416667] ; [52.10416667  8.89583333],0
p1,1,0.102189,2.671044,[ 26 249] ; [10 50],[ 29.55223881 245.44776119] ; [ 6.44776119 53.55223881],0
d1,1,0.108645,2.57382,[188  88] ; [35 26],[182.63501484  93.36498516] ; [40.36498516 20.63501484],0
p11,1,0.111233,2.536613,[228  48] ; [45 16],[223.58456973  52.41543027] ; [49.41543027 11.58456973],0
p12,1,0.151681,2.055265,[ 36 238] ; [ 4 57],[ 32.71641791 241.28358209] ; [ 7.28358209 53.71641791],0
r4,1,0.154147,2.030722,[262  14] ; [55  6],[259.62017804  16.37982196] ; [57.37982196  3.62017804],0
a2,1,0.205312,1.604178,[ 81 195] ; [13 48],[ 76.9851632 199.0148368] ; [17.0148368 43.9851632],0
s1,1,0.271223,1.21055,[ 13 260] ; [ 1 60],[ 11.44311377 261.55688623] ; [ 2.55688623 58.44311377],0
p10,1,0.329208,0.952012,[245  29] ; [51  9],[242.82634731  31.17365269] ; [53.17365269  6.82634731],0
p2,1,0.355839,0.852527,[234  41] ; [49 12],[231.62202381  43.37797619] ; [51.37797619  9.62202381],0
p3,1,0.372447,0.795485,[162 114] ; [32 29],[158.884273 117.115727] ; [35.115727 25.884273],0
a1,1,0.377361,0.77928,[ 17 259] ; [ 2 59],[ 15.56083086 260.43916914] ; [ 3.43916914 57.56083086],0
s5,1,0.394035,0.726455,[123 142] ; [31 28],[125.95679012 139.04320988] ; [28.04320988 30.95679012],0
p9,1,0.416888,0.659072,[252  23] ; [53  7],[250.37313433  24.62686567] ; [54.62686567  5.37313433],0
n1,1,0.428186,0.627739,[25 29] ; [ 8 14],[23.44736842 30.55263158] ; [ 9.55263158 12.44736842],0
p7,1,0.452302,0.564876,[189  79] ; [38 20],[186.61349693  81.38650307] ; [40.38650307 17.61349693],0
b2,1,0.496846,0.461668,[ 76 116] ; [16 19],[ 77.81497797 114.18502203] ; [14.18502203 20.81497797],0
b3,1,0.496846,0.461668,[ 76 116] ; [16 19],[ 77.81497797 114.18502203] ; [14.18502203 20.81497797],0
a6,1,0.517324,0.419226,[182  93] ; [43 18],[184.15178571  90.84821429] ; [40.84821429 20.15178571],0
s2,1,0.534209,0.386378,[210  64] ; [49 12],[211.83880597  62.16119403] ; [47.16119403 13.83880597],0
r3,1,0.580919,0.304752,[268   8] ; [60  1],[268.62908012   7.37091988] ; [59.37091988  1.62908012],0
u2,1,0.60171,0.272425,[37 16] ; [14  8],[36.04 16.96] ; [14.96  7.04],0
b4,1,0.625529,0.238173,[158 118] ; [37 24],[159.70326409 116.29673591] ; [35.29673591 25.70326409],0
n3,1,0.681191,0.168789,[37 17] ; [14  8],[36.23684211 17.76315789] ; [14.76315789  7.23684211],0
b5,1,0.694328,0.15444,[169 107] ; [39 22],[170.35014837 105.64985163] ; [37.64985163 23.35014837],0
u4,1,0.704906,0.143419,[ 12 264] ; [ 2 59],[ 11.46587537 264.53412463] ; [ 2.53412463 58.46587537],0
u3,1,0.717191,0.1312,[37 16] ; [17  6],[37.65789474 15.34210526] ; [16.34210526  6.65789474],0
v4,1,0.748298,0.102967,[268   7] ; [59  2],[267.63392857   7.36607143] ; [59.36607143  1.63392857],0
r2,1,0.762958,0.090962,[260  11] ; [58  3],[259.57228916  11.42771084] ; [58.42771084  2.57228916],0
b1,1,0.800168,0.064075,[118 158] ; [25 36],[117.115727 158.884273] ; [25.884273 35.115727],0
p8,1,0.818296,0.052779,[155 115] ; [36 25],[155.80060423 114.19939577] ; [35.19939577 25.80060423],0
s3,1,0.833269,0.044315,[216  57] ; [49 12],[216.60179641  56.39820359] ; [48.39820359 12.60179641],0
d3,1,0.868628,0.027358,[193  83] ; [42 19],[192.46290801  83.53709199] ; [42.53709199 18.46290801],0
n2,1,0.964383,0.001994,[39 15] ; [16  6],[39.07894737 14.92105263] ; [15.92105263  6.07894737],0
