Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000259,13.343808,[18 85] ; [17 18],[26.12318841 76.87681159] ; [ 8.87681159 26.12318841],1
p11,1,0.001323,10.309675,[43 68] ; [25 11],[51.34693878 59.65306122] ; [16.65306122 19.34693878],0
p7,1,0.001607,9.951975,[32 78] ; [20 14],[39.72222222 70.27777778] ; [12.27777778 21.72222222],0
p8,1,0.002649,9.034726,[19 91] ; [15 21],[25.61643836 84.38356164] ; [ 8.38356164 27.61643836],0
s8,1,0.007615,7.121922,[15 96] ; [12 24],[20.3877551 90.6122449] ; [ 6.6122449 29.3877551],0
a4,1,0.042984,4.096022,[45 65] ; [ 8 28],[39.93150685 70.06849315] ; [13.06849315 22.93150685],0
p2,1,0.049414,3.861244,[50 61] ; [23 13],[55.12244898 55.87755102] ; [17.87755102 18.12244898],0
n5,1,0.064304,3.422746,[57 53] ; [25 11],[61.78082192 48.21917808] ; [20.21917808 15.78082192],0
r1,1,0.064638,3.414202,[74 36] ; [30  6],[78.35616438 31.64383562] ; [25.64383562 10.35616438],0
n6,1,0.065146,3.401272,[63 46] ; [27  9],[67.65517241 41.34482759] ; [22.34482759 13.65517241],0
r2,1,0.070677,3.267229,[89 20] ; [33  2],[92.34722222 16.65277778] ; [29.65277778  5.34722222],0
s3,1,0.071078,3.257943,[39 70] ; [19 17],[43.6 65.4] ; [14.4 21.6],0
v4,1,0.077493,3.11672,[81 28] ; [31  4],[84.77777778 24.22222222] ; [27.22222222  7.77777778],0
d5,1,0.083957,2.986586,[76 35] ; [30  6],[80.04081633 30.95918367] ; [25.95918367 10.04081633],0
n4,1,0.125402,2.348523,[67 43] ; [27  9],[70.82191781 39.17808219] ; [23.17808219 12.82191781],0
v2,1,0.138828,2.190901,[37 70] ; [17 18],[40.69014085 66.30985915] ; [13.30985915 21.69014085],0
r3,1,0.1432,2.143231,[81 28] ; [31  5],[84.19310345 24.80689655] ; [27.80689655  8.19310345],0
a7,1,0.153413,2.03798,[61 48] ; [25 11],[64.64827586 44.35172414] ; [21.35172414 14.64827586],0
a8,1,0.157883,1.994386,[ 5 95] ; [ 4 29],[ 6.76691729 93.23308271] ; [ 2.23308271 30.76691729],0
u1,1,0.158828,1.985346,[16 95] ; [ 2 34],[13.59183673 97.40816327] ; [ 4.40816327 31.59183673],0
s2,1,0.161799,1.957332,[29 80] ; [14 22],[32.32413793 76.67586207] ; [10.67586207 25.32413793],0
s4,1,0.164561,1.931809,[20 91] ; [ 3 33],[17.36734694 93.63265306] ; [ 5.63265306 30.36734694],0
n2,1,0.217165,1.523004,[24 22] ; [8 3],[25.8245614 20.1754386] ; [6.1754386 4.8245614],0
a2,1,0.278563,1.174089,[21 90] ; [ 4 32],[18.87755102 92.12244898] ; [ 6.12244898 29.87755102],0
v3,1,0.282611,1.154493,[31 75] ; [14 22],[33.5915493 72.4084507] ; [11.4084507 24.5915493],0
a6,1,0.293144,1.105126,[63 48] ; [24 12],[65.69387755 45.30612245] ; [21.30612245 14.69387755],0
d4,1,0.303587,1.058371,[75 34] ; [28  8],[77.42758621 31.57241379] ; [25.57241379 10.42758621],0
d1,1,0.318215,0.99627,[48 63] ; [19 17],[50.59183673 60.40816327] ; [16.40816327 19.59183673],0
