Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000259,13.343808,[18 85] ; [17 18],[26.12318841 76.87681159] ; [ 8.87681159 26.12318841],1
v1,1,0.348746,0.878013,[37 74] ; [ 9 27],[34.73469388 76.26530612] ; [11.26530612 24.73469388],0
b1,1,0.359422,0.839913,[55 56] ; [21 15],[57.3877551 53.6122449] ; [18.6122449 17.3877551],0
p1,1,0.386033,0.7514,[  5 105] ; [ 3 33],[  6.02739726 103.97260274] ; [ 1.97260274 34.02739726],0
n3,1,0.417799,0.656499,[22 22] ; [7 4],[23.2 20.8] ; [5.8 5.2],0
b4,1,0.429092,0.625279,[69 42] ; [25 11],[70.97959184 40.02040816] ; [23.02040816 12.97959184],0
d2,1,0.470781,0.520141,[56 53] ; [16 20],[54.12413793 54.87586207] ; [17.87586207 18.12413793],0
a3,1,0.483719,0.490468,[63 47] ; [23 13],[64.79452055 45.20547945] ; [21.20547945 14.79452055],0
s1,1,0.502623,0.449394,[ 10 100] ; [ 2 34],[  9.04109589 100.95890411] ; [ 2.95890411 33.04109589],0
u2,1,0.507627,0.438955,[20 26] ; [7 6],[21.05084746 24.94915254] ; [5.94915254 7.05084746],0
r4,1,0.548305,0.360362,[71 40] ; [25 11],[72.48979592 38.51020408] ; [23.51020408 12.48979592],0
n1,1,0.622368,0.242553,[15 32] ; [4 6],[15.66666667 31.33333333] ; [3.33333333 6.66666667],0
s5,1,0.654147,0.200711,[18 93] ; [ 7 29],[18.87755102 92.12244898] ; [ 6.12244898 29.87755102],0
b5,1,0.671905,0.179382,[60 51] ; [18 18],[58.89795918 52.10204082] ; [19.10204082 16.89795918],0
b2,1,0.726415,0.122429,[18 50] ; [ 5 17],[17.37777778 50.62222222] ; [ 5.62222222 16.37777778],0
b3,1,0.726415,0.122429,[18 50] ; [ 5 17],[17.37777778 50.62222222] ; [ 5.62222222 16.37777778],0
d3,1,0.801646,0.06311,[59 52] ; [20 16],[59.65306122 51.34693878] ; [19.34693878 16.65306122],0
a1,1,0.82342,0.049795,[  8 103] ; [ 3 33],[  8.30612245 102.69387755] ; [ 2.69387755 33.30612245],0
a5,1,0.829294,0.046487,[67 44] ; [21 15],[66.44897959 44.55102041] ; [21.55102041 14.44897959],0
p3,1,0.878361,0.023424,[30 81] ; [ 9 26],[29.65068493 81.34931507] ; [ 9.34931507 25.65068493],0
s6,1,0.904911,0.014271,[45 66] ; [15 21],[45.30612245 65.69387755] ; [14.69387755 21.30612245],0
u3,1,0.983587,0.000423,[26 22] ; [7 6],[25.96721311 22.03278689] ; [7.03278689 5.96721311],0
p4,1,0.995535,3.1e-05,[38 73] ; [12 23],[38.01369863 72.98630137] ; [11.98630137 23.01369863],0
