Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.003473,8.540745,[43 29] ; [ 8 21],[36.35643564 35.64356436] ; [14.64356436 14.35643564],0
s2,1,0.008599,6.904187,[39 33] ; [ 7 21],[33.12 38.88] ; [12.88 15.12],0
r4,1,0.01569,5.837253,[67  5] ; [22  7],[63.44554455  8.55445545] ; [25.55445545  3.44554455],0
u1,1,0.04083,4.18306,[14 58] ; [ 1 28],[10.69306931 61.30693069] ; [ 4.30693069 24.69306931],0
a2,1,0.051819,3.781589,[17 55] ; [ 2 27],[13.54455446 58.45544554] ; [ 5.45544554 23.54455446],0
s4,1,0.057277,3.614529,[16 53] ; [ 2 27],[12.67346939 56.32653061] ; [ 5.32653061 23.67346939],0
p6,1,0.068731,3.313076,[25 45] ; [ 5 24],[21.21212121 48.78787879] ; [ 8.78787879 20.21212121],0
p1,1,0.074769,3.175102,[ 6 65] ; [ 6 22],[ 8.60606061 62.39393939] ; [ 3.39393939 24.60606061],0
p10,1,0.092346,2.832998,[61 10] ; [20  8],[58.09090909 12.90909091] ; [22.90909091  5.09090909],0
b1,1,0.098361,2.73192,[20 52] ; [13 16],[23.52475248 48.47524752] ; [ 9.47524752 19.52475248],0
v4,1,0.106079,2.611682,[69  2] ; [25  3],[67.41414141  3.58585859] ; [26.58585859  1.41414141],0
s3,1,0.124886,2.354944,[37 33] ; [10 18],[33.57142857 36.42857143] ; [13.42857143 14.57142857],0
a7,1,0.135119,2.232688,[50 22] ; [15 13],[46.8 25.2] ; [18.2  9.8],0
d1,1,0.14855,2.087083,[41 31] ; [21  8],[44.1980198 27.8019802] ; [17.8019802 11.1980198],0
a5,1,0.15043,2.067888,[57 15] ; [19 10],[54.17821782 17.82178218] ; [21.82178218  7.17821782],0
n4,1,0.158711,1.986462,[44 28] ; [22  7],[47.04950495 24.95049505] ; [18.95049505 10.04950495],0
d2,1,0.160878,1.965955,[32 39] ; [17 11],[35.14141414 35.85858586] ; [13.85858586 14.14141414],0
p8,1,0.197156,1.663316,[40 32] ; [12 17],[37.06930693 34.93069307] ; [14.93069307 14.06930693],0
p12,1,0.221358,1.495549,[ 8 64] ; [ 1 28],[ 6.41584158 65.58415842] ; [ 2.58415842 26.41584158],0
p4,1,0.239519,1.383424,[41 30] ; [13 16],[38.34 32.66] ; [15.66 13.34],0
a4,1,0.271269,1.21032,[36 36] ; [11 18],[33.5049505 38.4950495] ; [13.4950495 15.5049505],0
p11,1,0.27133,1.210011,[55 17] ; [25  4],[57.02970297 14.97029703] ; [22.97029703  6.02970297],0
n3,1,0.288844,1.125,[7 5] ; [5 1],[8. 4.] ; [4. 2.],0
d3,1,0.297679,1.084561,[50 22] ; [17 12],[47.76237624 24.23762376] ; [19.23762376  9.76237624],0
p9,1,0.322674,0.978079,[59 11] ; [22  7],[57.27272727 12.72727273] ; [23.72727273  5.27272727],0
s8,1,0.328476,0.954895,[19 53] ; [ 5 24],[17.10891089 54.89108911] ; [ 6.89108911 22.10891089],0
u3,1,0.333305,0.936013,[15 13] ; [4 7],[13.64102564 14.35897436] ; [5.35897436 5.64102564],0
v1,1,0.352659,0.863866,[40 31] ; [18  9],[42.02040816 28.97959184] ; [15.97959184 11.02040816],0
p5,1,0.355789,0.852702,[10 62] ; [ 6 22],[11.52 60.48] ; [ 4.48 23.52],0
p2,1,0.372998,0.793651,[56 16] ; [24  4],[57.6 14.4] ; [22.4  5.6],0
a1,1,0.381821,0.764831,[ 6 66] ; [ 1 28],[ 4.99009901 67.00990099] ; [ 2.00990099 26.99009901],0
d5,1,0.412738,0.6709,[57 15] ; [25  4],[58.45544554 13.54455446] ; [23.54455446  5.45544554],0
v3,1,0.478047,0.503315,[21 50] ; [10 17],[22.45918367 48.54081633] ; [ 8.54081633 18.45918367],0
n6,1,0.532701,0.389237,[63  9] ; [24  5],[62.01980198  9.98019802] ; [24.98019802  4.01980198],0
