Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.321121,[67 20] ; [ 5 25],[53.53846154 33.46153846] ; [18.46153846 11.53846154],1
r3,1,0.0,32.967595,[75 11] ; [10 20],[63.01724138 22.98275862] ; [21.98275862  8.01724138],1
p2,1,2.3e-05,17.951291,[59 28] ; [ 7 23],[49.07692308 37.92307692] ; [16.92307692 13.07692308],1
n6,1,6.4e-05,15.968225,[58 29] ; [ 7 22],[48.75 38.25] ; [16.25 12.75],1
r2,1,0.000575,11.856494,[75 11] ; [16 12],[68.64912281 17.35087719] ; [22.35087719  5.64912281],1
a1,1,0.003349,8.606897,[ 3 84] ; [ 6 24],[ 6.69230769 80.30769231] ; [ 2.30769231 27.69230769],0
r1,1,0.009361,6.752579,[55 31] ; [11 19],[48.93103448 37.06896552] ; [17.06896552 12.93103448],0
p11,1,0.009632,6.701737,[47 40] ; [ 8 22],[40.8974359 46.1025641] ; [14.1025641 15.8974359],0
v2,1,0.020292,5.386583,[34 51] ; [ 5 25],[28.82608696 56.17391304] ; [10.17391304 19.82608696],0
u2,1,0.028937,4.771328,[15 16] ; [ 2 12],[11.71111111 19.28888889] ; [5.28888889 8.71111111],0
p6,1,0.034677,4.460993,[21 62] ; [ 2 27],[17.04464286 65.95535714] ; [ 5.95535714 23.04464286],0
n3,1,0.043931,4.05921,[23 11] ; [ 6 10],[19.72 14.28] ; [9.28 6.72],0
p7,1,0.048254,3.901121,[38 49] ; [ 7 23],[33.46153846 53.53846154] ; [11.53846154 18.46153846],0
n2,1,0.077,3.127103,[23 13] ; [ 6 10],[20.07692308 15.92307692] ; [8.92307692 7.07692308],0
d3,1,0.098263,2.73351,[50 37] ; [12 18],[46.1025641 40.8974359] ; [15.8974359 14.1025641],0
s1,1,0.110299,2.549936,[ 4 81] ; [ 4 26],[ 5.91304348 79.08695652] ; [ 2.08695652 27.91304348],0
p3,1,0.134486,2.239942,[23 63] ; [ 4 26],[20.01724138 65.98275862] ; [ 6.98275862 23.01724138],0
v1,1,0.141338,2.16333,[27 59] ; [ 5 24],[23.93043478 62.06956522] ; [ 8.06956522 20.93043478],0
b1,1,0.180419,1.794171,[37 50] ; [17 13],[40.15384615 46.84615385] ; [13.84615385 16.15384615],0
p4,1,0.181597,1.784508,[25 61] ; [ 5 25],[22.24137931 63.75862069] ; [ 7.75862069 22.24137931],0
p8,1,0.189385,1.722395,[22 64] ; [ 4 25],[19.44347826 66.55652174] ; [ 6.55652174 22.44347826],0
n1,1,0.197743,1.658964,[ 9 26] ; [7 9],[10.98039216 24.01960784] ; [ 5.01960784 10.98039216],0
p9,1,0.213029,1.550718,[28 57] ; [ 6 23],[25.35087719 59.64912281] ; [ 8.64912281 20.35087719],0
v3,1,0.216718,1.525975,[20 63] ; [ 4 26],[17.62831858 65.37168142] ; [ 6.37168142 23.62831858],0
n5,1,0.219026,1.510742,[38 49] ; [17 13],[40.8974359 46.1025641] ; [14.1025641 15.8974359],0
n4,1,0.225716,1.467657,[50 37] ; [21  9],[52.79487179 34.20512821] ; [18.20512821 11.79487179],0
b5,1,0.255857,1.291034,[51 36] ; [14 16],[48.33333333 38.66666667] ; [16.66666667 13.33333333],0
a8,1,0.30467,1.05364,[ 6 75] ; [ 4 25],[ 7.36363636 73.63636364] ; [ 2.63636364 26.36363636],0
u1,1,0.377831,0.777748,[ 7 80] ; [ 1 29],[ 5.94871795 81.05128205] ; [ 2.05128205 27.94871795],0
a3,1,0.400138,0.707911,[55 31] ; [16 13],[53.09565217 32.90434783] ; [17.90434783 11.09565217],0
a2,1,0.414226,0.666639,[14 73] ; [ 3 27],[12.64102564 74.35897436] ; [ 4.35897436 25.64102564],0
p12,1,0.431637,0.618414,[ 1 85] ; [ 1 29],[ 1.48275862 84.51724138] ; [ 0.51724138 29.48275862],0
p1,1,0.435928,0.606977,[ 5 81] ; [ 3 27],[ 5.93103448 80.06896552] ; [ 2.06896552 27.93103448],0
d1,1,0.436564,0.605296,[36 51] ; [10 20],[34.20512821 52.79487179] ; [11.79487179 18.20512821],0
s5,1,0.466815,0.529505,[ 5 78] ; [ 3 27],[ 5.87610619 77.12389381] ; [ 2.12389381 27.87610619],0
a6,1,0.524739,0.404569,[55 32] ; [17 13],[53.53846154 33.46153846] ; [18.46153846 11.53846154],0
d4,1,0.535615,0.383728,[57 29] ; [18 12],[55.60344828 30.39655172] ; [19.39655172 10.60344828],0
a7,1,0.582024,0.302973,[48 38] ; [15 15],[46.70689655 39.29310345] ; [16.29310345 13.70689655],0
s4,1,0.582266,0.302586,[ 6 81] ; [ 3 27],[ 6.69230769 80.30769231] ; [ 2.30769231 27.69230769],0
d5,1,0.601408,0.272877,[54 33] ; [17 13],[52.79487179 34.20512821] ; [18.20512821 11.79487179],0
a5,1,0.624099,0.240148,[48 39] ; [15 15],[46.84615385 40.15384615] ; [16.15384615 13.84615385],0
b2,1,0.67535,0.175407,[19 35] ; [ 6 14],[18.24324324 35.75675676] ; [ 6.75675676 13.24324324],0
b3,1,0.67535,0.175407,[19 35] ; [ 6 14],[18.24324324 35.75675676] ; [ 6.75675676 13.24324324],0
s7,1,0.740803,0.109422,[11 70] ; [ 3 24],[10.5 70.5] ; [ 3.5 23.5],0
a4,1,0.74323,0.107308,[36 51] ; [11 18],[35.25 51.75] ; [11.75 17.25],0
d2,1,0.784502,0.074779,[39 47] ; [14 15],[39.63478261 46.36521739] ; [13.36521739 15.63478261],0
b4,1,0.887057,0.020172,[48 39] ; [17 13],[48.33333333 38.66666667] ; [16.66666667 13.33333333],0
s3,1,0.922792,0.009393,[20 66] ; [ 7 22],[20.19130435 65.80869565] ; [ 6.80869565 22.19130435],0
s2,1,0.942581,0.005188,[ 9 77] ; [ 3 27],[ 8.89655172 77.10344828] ; [ 3.10344828 26.89655172],0
