Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.047852,3.915185,[11  7] ; [ 4 11],[8.18181818 9.81818182] ; [6.81818182 8.18181818],0
p7,1,0.056417,3.639706,[ 6 12] ; [10  5],[8.72727273 9.27272727] ; [7.27272727 7.72727273],0
d5,1,0.06187,3.486522,[15  3] ; [8 7],[12.54545455  5.45454545] ; [10.45454545  4.54545455],0
b5,1,0.09453,2.795489,[ 8 10] ; [11  4],[10.36363636  7.63636364] ; [8.63636364 6.36363636],0
r2,1,0.125551,2.346667,[12  6] ; [6 9],[9.81818182 8.18181818] ; [8.18181818 6.81818182],0
p5,1,0.205537,1.602586,[ 1 17] ; [ 3 12],[ 2.18181818 15.81818182] ; [ 1.81818182 13.18181818],0
v2,1,0.226942,1.459926,[11  7] ; [6 9],[9.27272727 8.72727273] ; [7.72727273 7.27272727],0
a6,1,0.226942,1.459926,[11  7] ; [6 9],[9.27272727 8.72727273] ; [7.72727273 7.27272727],0
p8,1,0.234417,1.413856,[8 9] ; [ 4 11],[ 6.375 10.625] ; [5.625 9.375],0
d4,1,0.239731,1.382174,[11  7] ; [12  3],[12.54545455  5.45454545] ; [10.45454545  4.54545455],0
d3,1,0.24706,1.33985,[12  6] ; [7 8],[10.36363636  7.63636364] ; [8.63636364 6.36363636],0
p3,1,0.24706,1.33985,[ 6 12] ; [8 7],[ 7.63636364 10.36363636] ; [6.36363636 8.63636364],0
a8,1,0.248749,1.330317,[ 4 13] ; [ 1 12],[ 2.83333333 14.16666667] ; [ 2.16666667 10.83333333],0
a3,1,0.261366,1.261508,[13  5] ; [8 7],[11.45454545  6.54545455] ; [9.54545455 5.45454545],0
b4,1,0.261366,1.261508,[13  5] ; [8 7],[11.45454545  6.54545455] ; [9.54545455 5.45454545],0
p10,1,0.336929,0.92208,[11  6] ; [12  3],[12.21875  4.78125] ; [10.78125  4.21875],0
a2,1,0.380804,0.768103,[ 3 15] ; [ 1 14],[ 2.18181818 15.81818182] ; [ 1.81818182 13.18181818],0
d1,1,0.458318,0.55,[ 7 11] ; [ 4 11],[ 6. 12.] ; [ 5. 10.],0
a4,1,0.458318,0.55,[ 5 13] ; [6 9],[ 6. 12.] ; [ 5. 10.],0
n5,1,0.458318,0.55,[11  7] ; [11  4],[12.  6.] ; [10.  5.],0
n2,1,0.465209,0.533333,[3 2] ; [1 2],[2.5 2.5] ; [1.5 1.5],0
v3,1,0.509756,0.434568,[ 4 14] ; [ 2 13],[ 3.27272727 14.72727273] ; [ 2.72727273 12.27272727],0
v1,1,0.565659,0.33,[9 9] ; [6 9],[8.18181818 9.81818182] ; [6.81818182 8.18181818],0
p4,1,0.565659,0.33,[9 9] ; [9 6],[9.81818182 8.18181818] ; [8.18181818 6.81818182],0
s5,1,0.613195,0.255549,[ 5 12] ; [ 3 11],[ 4.38709677 12.61290323] ; [ 3.61290323 10.38709677],0
s8,1,0.678187,0.172174,[ 6 12] ; [ 4 11],[ 5.45454545 12.54545455] ; [ 4.54545455 10.45454545],0
s3,1,0.723155,0.12549,[8 9] ; [8 7],[8.5 8.5] ; [7.5 7.5],0
u2,1,0.735317,0.114286,[1 4] ; [2 5],[1.25 3.75] ; [1.75 5.25],0
a5,1,0.74114,0.109127,[11  7] ; [10  5],[11.45454545  6.54545455] ; [9.54545455 5.45454545],0
p6,1,0.74114,0.109127,[ 7 11] ; [ 5 10],[ 6.54545455 11.45454545] ; [5.45454545 9.54545455],0
s2,1,0.783779,0.075294,[ 6 11] ; [6 9],[ 6.375 10.625] ; [5.625 9.375],0
s4,1,0.7903,0.070714,[ 3 15] ; [ 2 13],[ 2.72727273 15.27272727] ; [ 2.27272727 12.72727273],0
b1,1,0.797004,0.066165,[10  8] ; [9 6],[10.36363636  7.63636364] ; [8.63636364 6.36363636],0
p9,1,0.80955,0.058084,[13  4] ; [12  3],[13.28125  3.71875] ; [11.71875  3.28125],0
p12,1,0.854,0.033862,[ 1 17] ; [ 1 13],[ 1.125 16.875] ; [ 0.875 13.125],0
b2,1,0.867258,0.027937,[3 7] ; [4 8],[3.18181818 6.81818182] ; [3.81818182 8.18181818],0
b3,1,0.867258,0.027937,[3 7] ; [4 8],[3.18181818 6.81818182] ; [3.81818182 8.18181818],0
s6,1,0.87046,0.026593,[9 8] ; [7 7],[8.77419355 8.22580645] ; [7.22580645 6.77419355],0
s7,1,0.873102,0.02551,[ 5 11] ; [ 4 10],[ 4.8 11.2] ; [4.2 9.8],0
r1,1,0.89842,0.016296,[10  8] ; [8 7],[9.81818182 8.18181818] ; [8.18181818 6.81818182],0
d2,1,0.948139,0.004231,[ 7 11] ; [6 9],[ 7.09090909 10.90909091] ; [5.90909091 9.09090909],0
n6,1,0.960492,0.002454,[13  5] ; [10  4],[12.9375  5.0625] ; [10.0625  3.9375],0
n4,1,1.0,0.0,[12  6] ; [10  5],[12.  6.] ; [10.  5.],0
p11,1,1.0,0.0,[12  6] ; [10  5],[12.  6.] ; [10.  5.],0
