Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,103.043574,[219  52] ; [139 207],[157.24149109 113.75850891] ; [200.75850891 145.24149109],1
v1,1,0.0,31.447802,[194  78] ; [171 178],[159.87117552 112.12882448] ; [205.12882448 143.87117552],1
s7,1,3.4e-05,17.171758,[162  94] ; [159 185],[136.96 119.04] ; [184.04 159.96],1
s8,1,4.9e-05,16.480069,[154 117] ; [145 213],[128.82193959 142.17806041] ; [170.17806041 187.82193959],1
p3,1,0.000273,13.246948,[167 105] ; [167 190],[144.43243243 127.56756757] ; [189.56756757 167.43243243],1
n4,1,0.000722,11.431886,[258  18] ; [303  54],[244.60663507  31.39336493] ; [316.39336493  40.60663507],1
a1,1,0.001322,10.311761,[ 21 255] ; [  8 350],[ 12.62460568 263.37539432] ; [ 16.37539432 341.62460568],0
p12,1,0.001579,9.984209,[ 36 236] ; [ 21 334],[ 24.72727273 247.27272727] ; [ 32.27272727 322.72727273],0
s4,1,0.002222,9.356466,[ 29 243] ; [ 69 282],[ 42.78651685 229.21348315] ; [ 55.21348315 295.78651685],0
p5,1,0.003206,8.686601,[ 49 225] ; [ 35 321],[ 36.53333333 237.46666667] ; [ 47.46666667 308.53333333],0
d1,1,0.005127,7.834051,[180  96] ; [194 164],[162.81388013 113.18611987] ; [211.18611987 146.81388013],0
s2,1,0.009423,6.74092,[160 111] ; [173 183],[143.92822967 127.07177033] ; [189.07177033 166.92822967],0
p7,1,0.010245,6.591745,[194  73] ; [220 130],[179.15397083  87.84602917] ; [234.84602917 115.15397083],0
p10,1,0.012837,6.191376,[242  28] ; [294  62],[231.18210863  38.81789137] ; [304.81789137  51.18210863],0
n6,1,0.023958,5.097686,[259  16] ; [318  39],[251.06803797  23.93196203] ; [325.93196203  31.06803797],0
r1,1,0.026096,4.949639,[236  40] ; [279  76],[225.2614897  50.7385103] ; [289.7385103  65.2614897],0
p4,1,0.029788,4.721506,[186  85] ; [215 142],[173.04299363  97.95700637] ; [227.95700637 129.04299363],0
a3,1,0.030298,4.692326,[211  62] ; [249 109],[199.01743265  73.98256735] ; [260.98256735  97.01743265],0
p1,1,0.03099,4.653506,[ 31 243] ; [ 23 333],[ 23.48571429 250.51428571] ; [ 30.51428571 325.48571429],0
s5,1,0.039428,4.242313,[105 160] ; [110 238],[ 92.94453507 172.05546493] ; [122.05546493 225.94453507],0
r4,1,0.05239,3.763284,[263  13] ; [327  31],[256.84542587  19.15457413] ; [333.15457413  24.84542587],0
d4,1,0.054575,3.69502,[232  41] ; [282  75],[222.73333333  50.26666667] ; [291.26666667  65.73333333],0
d2,1,0.058394,3.582407,[149 125] ; [167 190],[137.21711569 136.78288431] ; [178.78288431 178.21711569],0
a2,1,0.084762,2.971133,[ 79 197] ; [ 81 277],[ 69.65299685 206.34700315] ; [ 90.34700315 267.65299685],0
p8,1,0.100916,2.691014,[160 108] ; [188 166],[149.94212219 118.05787781] ; [198.05787781 155.94212219],0
u4,1,0.113258,2.508168,[  9 267] ; [  5 353],[  6.09463722 269.90536278] ; [  7.90536278 350.09463722],0
d3,1,0.12849,2.310657,[193  81] ; [231 126],[184.1141046  89.8858954] ; [239.8858954 117.1141046],0
s3,1,0.133394,2.252553,[165 103] ; [199 159],[155.83386581 112.16613419] ; [208.16613419 149.83386581],0
p11,1,0.134944,2.23469,[236  40] ; [290  68],[228.98422713  47.01577287] ; [297.01577287  60.98422713],0
a5,1,0.135404,2.229432,[214  61] ; [260  98],[205.92417062  69.07582938] ; [268.07582938  89.92417062],0
a4,1,0.138166,2.198271,[136 138] ; [156 201],[126.7955626 147.2044374] ; [165.2044374 191.7955626],0
u1,1,0.161525,1.959894,[ 60 216] ; [ 62 296],[ 53.11041009 222.88958991] ; [ 68.88958991 289.11041009],0
d5,1,0.164607,1.931382,[230  44] ; [285  73],[223.27531646  50.72468354] ; [291.72468354  66.27531646],0
p9,1,0.167994,1.900758,[242  28] ; [306  50],[236.35782748  33.64217252] ; [311.64217252  44.35782748],0
p6,1,0.261794,1.259243,[113 156] ; [133 221],[106.21829856 162.78170144] ; [139.78170144 214.21829856],0
v4,1,0.268327,1.225282,[267   9] ; [338  18],[264.20886076  11.79113924] ; [340.79113924  15.20886076],0
s6,1,0.288241,1.127817,[195  73] ; [243 110],[189.02415459  78.97584541] ; [248.97584541 104.02415459],0
b5,1,0.318043,0.996979,[158 118] ; [219 139],[164.11987382 111.88012618] ; [212.88012618 145.11987382],0
r2,1,0.352258,0.865307,[263  11] ; [335  20],[260.49602544  13.50397456] ; [337.50397456  17.49602544],0
n3,1,0.367779,0.811154,[37 10] ; [55 22],[34.87096774 12.12903226] ; [57.12903226 19.87096774],0
b2,1,0.423094,0.641704,[ 74 106] ; [ 78 132],[ 70.15384615 109.84615385] ; [ 81.84615385 128.15384615],0
b3,1,0.423094,0.641704,[ 74 106] ; [ 78 132],[ 70.15384615 109.84615385] ; [ 81.84615385 128.15384615],0
b4,1,0.449012,0.573145,[164 112] ; [202 156],[159.33123028 116.66876972] ; [206.66876972 151.33123028],0
n2,1,0.473685,0.513368,[38  8] ; [61 18],[36.432  9.568] ; [62.568 16.432],0
s1,1,0.63303,0.227975,[  6 264] ; [ 10 343],[  6.93418941 263.06581059] ; [  9.06581059 343.93418941],0
u2,1,0.658713,0.195091,[36 28] ; [57 51],[34.60465116 29.39534884] ; [58.39534884 49.60465116],0
p2,1,0.660374,0.193069,[235  38] ; [302  54],[233.06995231  39.93004769] ; [303.93004769  52.06995231],0
n1,1,0.665501,0.18691,[17 26] ; [34 44],[18.12396694 24.87603306] ; [32.87603306 45.12396694],0
b1,1,0.7474,0.103729,[106 170] ; [142 216],[107.96214511 168.03785489] ; [140.03785489 217.96214511],0
u3,1,0.747524,0.103624,[38 27] ; [61 48],[36.98275862 28.01724138] ; [62.01724138 46.98275862],0
a8,1,0.810854,0.057276,[ 39 203] ; [ 56 276],[ 40.05226481 201.94773519] ; [ 54.94773519 277.05226481],0
a6,1,0.916957,0.010872,[185  88] ; [244 114],[185.60538827  87.39461173] ; [243.39461173 114.60538827],0
a7,1,0.971054,0.001317,[194  80] ; [253 105],[193.7943038  80.2056962] ; [253.2056962 104.7943038],0
