Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.00368,8.435212,[3 5] ; [14  1],[5.91304348 2.08695652] ; [11.08695652  3.91304348],0
p9,1,0.005039,7.865327,[3 5] ; [13  1],[5.81818182 2.18181818] ; [10.18181818  3.81818182],0
r1,1,0.025944,4.959744,[2 6] ; [11  4],[4.52173913 3.47826087] ; [8.47826087 6.52173913],0
a7,1,0.025944,4.959744,[2 6] ; [11  4],[4.52173913 3.47826087] ; [8.47826087 6.52173913],0
p8,1,0.035391,4.42619,[2 6] ; [10  4],[4.36363636 3.63636364] ; [7.63636364 6.36363636],0
p10,1,0.041527,4.154375,[3 5] ; [12  3],[5.2173913 2.7826087] ; [9.7826087 5.2173913],0
r2,1,0.056478,3.637908,[4 4] ; [13  2],[5.91304348 2.08695652] ; [11.08695652  3.91304348],0
s5,1,0.172208,1.863616,[1 7] ; [6 9],[2.43478261 5.56521739] ; [ 4.56521739 10.43478261],0
d3,1,0.172208,1.863616,[7 1] ; [9 6],[5.56521739 2.43478261] ; [10.43478261  4.56521739],0
a6,1,0.191719,1.704359,[6 2] ; [7 8],[4.52173913 3.47826087] ; [8.47826087 6.52173913],0
s6,1,0.251268,1.316239,[2 6] ; [7 7],[3.27272727 4.72727273] ; [5.72727273 8.27272727],0
s7,1,0.260452,1.266353,[1 6] ; [5 8],[2.1 4.9] ; [3.9 9.1],0
n6,1,0.262193,1.257143,[4 3] ; [12  3],[5.09090909 1.90909091] ; [10.90909091  4.09090909],0
p11,1,0.303552,1.058523,[3 5] ; [9 6],[4.17391304 3.82608696] ; [7.82608696 7.17391304],0
d4,1,0.432738,0.615463,[7 1] ; [11  4],[6.26086957 1.73913043] ; [11.73913043  3.26086957],0
b1,1,0.435366,0.608466,[4 4] ; [10  5],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
s4,1,0.482016,0.494298,[2 6] ; [ 2 13],[1.39130435 6.60869565] ; [ 2.60869565 12.39130435],0
s3,1,0.512091,0.429792,[4 4] ; [5 9],[3.27272727 4.72727273] ; [5.72727273 8.27272727],0
b2,1,0.550985,0.355556,[1 5] ; [3 7],[1.5 4.5] ; [2.5 7.5],0
b3,1,0.550985,0.355556,[1 5] ; [3 7],[1.5 4.5] ; [2.5 7.5],0
v1,1,0.672754,0.178397,[3 5] ; [7 8],[3.47826087 4.52173913] ; [6.52173913 8.47826087],0
a3,1,0.679109,0.171131,[6 2] ; [10  5],[5.56521739 2.43478261] ; [10.43478261  4.56521739],0
a5,1,0.679109,0.171131,[6 2] ; [10  5],[5.56521739 2.43478261] ; [10.43478261  4.56521739],0
a4,1,0.679109,0.171131,[2 6] ; [ 5 10],[2.43478261 5.56521739] ; [ 4.56521739 10.43478261],0
n1,1,0.746886,0.104167,[1 1] ; [5 3],[1.2 0.8] ; [4.8 3.2],0
p1,1,0.781867,0.076667,[2 6] ; [ 3 12],[1.73913043 6.26086957] ; [ 3.26086957 11.73913043],0
p5,1,0.781867,0.076667,[2 6] ; [ 3 12],[1.73913043 6.26086957] ; [ 3.26086957 11.73913043],0
d5,1,0.841616,0.039931,[5 3] ; [10  5],[5.2173913 2.7826087] ; [9.7826087 5.2173913],0
b5,1,0.841616,0.039931,[5 3] ; [10  5],[5.2173913 2.7826087] ; [9.7826087 5.2173913],0
n5,1,0.841616,0.039931,[5 3] ; [10  5],[5.2173913 2.7826087] ; [9.7826087 5.2173913],0
v3,1,0.856417,0.032738,[2 6] ; [ 4 10],[2.18181818 5.81818182] ; [ 3.81818182 10.18181818],0
d2,1,0.878854,0.023232,[4 4] ; [7 8],[3.82608696 4.17391304] ; [7.17391304 7.82608696],0
d1,1,0.878854,0.023232,[4 4] ; [8 7],[4.17391304 3.82608696] ; [7.82608696 7.17391304],0
s2,1,0.906855,0.01369,[3 5] ; [6 9],[3.13043478 4.86956522] ; [5.86956522 9.13043478],0
p4,1,0.906855,0.01369,[5 3] ; [9 6],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
p7,1,0.906855,0.01369,[5 3] ; [9 6],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
b4,1,0.906855,0.01369,[5 3] ; [9 6],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
n4,1,0.930912,0.007516,[6 2] ; [11  4],[5.91304348 2.08695652] ; [11.08695652  3.91304348],0
n3,1,1.0,0.0,[1 1] ; [4 4],[1. 1.] ; [4. 4.],0
