Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,58.973555,[80 17] ; [ 2 29],[62.140625 34.859375] ; [19.859375 11.140625],1
r2,1,4e-06,21.509136,[89  8] ; [16 13],[80.83333333 16.16666667] ; [24.16666667  4.83333333],1
v4,1,1.3e-05,18.976751,[82 13] ; [15 16],[73.13492063 21.86507937] ; [23.86507937  7.13492063],1
p11,1,2.3e-05,17.920581,[58 39] ; [ 5 26],[47.7421875 49.2578125] ; [15.2578125 15.7421875],1
r1,1,3.4e-05,17.182501,[76 21] ; [12 19],[66.6875 30.3125] ; [21.3125  9.6875],1
p2,1,0.000309,13.016158,[58 39] ; [ 7 24],[49.2578125 47.7421875] ; [15.7421875 15.2578125],1
a1,1,0.000535,11.989802,[ 2 95] ; [ 6 25],[ 6.0625 90.9375] ; [ 1.9375 29.0625],1
d3,1,0.000669,11.574289,[62 35] ; [ 9 22],[53.8046875 43.1953125] ; [17.1953125 13.8046875],1
s2,1,0.003293,8.637517,[32 64] ; [ 2 29],[25.7007874 70.2992126] ; [ 8.2992126 22.7007874],0
s3,1,0.004778,7.961465,[44 53] ; [ 5 25],[37.42519685 59.57480315] ; [11.57480315 18.42519685],0
v1,1,0.005091,7.846779,[35 62] ; [ 3 28],[28.796875 68.203125] ; [ 9.203125 21.796875],0
d4,1,0.005546,7.692047,[72 24] ; [15 16],[65.76377953 30.23622047] ; [21.23622047  9.76377953],0
s4,1,0.005913,7.576536,[ 7 88] ; [ 8 23],[11.30952381 83.69047619] ; [ 3.69047619 27.30952381],0
s6,1,0.006577,7.385074,[45 51] ; [ 6 25],[38.5511811 57.4488189] ; [12.4488189 18.5511811],0
a7,1,0.00712,7.24248,[64 33] ; [12 19],[57.59375 39.40625] ; [18.40625 12.59375],0
s8,1,0.008028,7.027173,[24 72] ; [ 1 30],[18.8976378 77.1023622] ; [ 6.1023622 24.8976378],0
n6,1,0.009238,6.776301,[66 31] ; [13 18],[59.8671875 37.1328125] ; [19.1328125 11.8671875],0
p4,1,0.009891,6.654375,[33 63] ; [ 3 27],[27.42857143 68.57142857] ; [ 8.57142857 21.42857143],0
p7,1,0.019378,5.467067,[42 54] ; [ 6 24],[36.57142857 59.42857143] ; [11.42857143 18.57142857],0
v2,1,0.020204,5.394223,[40 54] ; [ 6 25],[34.592 59.408] ; [11.408 19.592],0
n5,1,0.026596,4.91683,[50 47] ; [23  8],[55.3203125 41.6796875] ; [17.6796875 13.3203125],0
p8,1,0.03552,4.420002,[28 69] ; [ 3 27],[23.67716535 73.32283465] ; [ 7.32283465 22.67716535],0
d1,1,0.046091,3.978264,[48 49] ; [ 9 22],[43.1953125 53.8046875] ; [13.8046875 17.1953125],0
a6,1,0.051129,3.804036,[60 37] ; [13 18],[55.3203125 41.6796875] ; [17.6796875 13.3203125],0
d5,1,0.071892,3.239283,[70 27] ; [17 14],[65.9296875 31.0703125] ; [21.0703125  9.9296875],0
u1,1,0.072883,3.216875,[15 82] ; [ 1 30],[12.125 84.875] ; [ 3.875 27.125],0
b5,1,0.080819,3.048361,[55 42] ; [12 19],[50.7734375 46.2265625] ; [16.2265625 14.7734375],0
u3,1,0.08638,2.940578,[20 16] ; [ 4 10],[17.28 18.72] ; [6.72 7.28],0
p6,1,0.095938,2.771796,[19 78] ; [ 2 28],[16.03937008 80.96062992] ; [ 4.96062992 25.03937008],0
s7,1,0.124916,2.35458,[28 62] ; [ 5 25],[24.75 65.25] ; [ 8.25 21.75],0
v3,1,0.163514,1.941421,[27 67] ; [ 5 26],[24.064 69.936] ; [ 7.936 23.064],0
n3,1,0.167937,1.90126,[21 13] ; [ 8 11],[18.60377358 15.39622642] ; [10.39622642  8.60377358],0
a8,1,0.176847,1.823923,[11 80] ; [ 1 28],[ 9.1 81.9] ; [ 2.9 26.1],0
n2,1,0.198945,1.650106,[22 13] ; [ 9 11],[19.72727273 15.27272727] ; [11.27272727  8.72727273],0
p10,1,0.207086,1.591681,[26 69] ; [ 5 26],[23.37301587 71.62698413] ; [ 7.62698413 23.37301587],0
b2,1,0.209138,1.577387,[14 42] ; [ 9 14],[16.30379747 39.69620253] ; [ 6.69620253 16.30379747],0
b3,1,0.209138,1.577387,[14 42] ; [ 9 14],[16.30379747 39.69620253] ; [ 6.69620253 16.30379747],0
a5,1,0.220967,1.498077,[56 41] ; [14 17],[53.046875 43.953125] ; [16.953125 14.046875],0
p1,1,0.242431,1.366404,[ 4 92] ; [ 3 28],[ 5.29133858 90.70866142] ; [ 1.70866142 29.29133858],0
s1,1,0.248565,1.331349,[ 4 91] ; [ 3 28],[ 5.27777778 89.72222222] ; [ 1.72222222 29.27777778],0
b1,1,0.251927,1.312589,[48 49] ; [19 12],[50.7734375 46.2265625] ; [16.2265625 14.7734375],0
a4,1,0.318388,0.995556,[32 64] ; [13 17],[34.28571429 61.71428571] ; [10.71428571 19.28571429],0
u2,1,0.365356,0.819398,[20 15] ; [6 8],[18.57142857 16.42857143] ; [7.42857143 6.57142857],0
p12,1,0.39575,0.721203,[ 1 95] ; [ 1 30],[ 1.51181102 94.48818898] ; [ 0.48818898 30.51181102],0
b4,1,0.423997,0.639209,[61 36] ; [17 14],[59.109375 37.890625] ; [18.890625 12.109375],0
a2,1,0.467648,0.527528,[18 79] ; [ 4 27],[16.671875 80.328125] ; [ 5.328125 25.671875],0
s5,1,0.517293,0.419287,[17 78] ; [ 4 27],[15.83333333 79.16666667] ; [ 5.16666667 25.83333333],0
a3,1,0.540783,0.374091,[61 36] ; [17 13],[59.57480315 37.42519685] ; [18.42519685 11.57480315],0
n1,1,0.623729,0.24066,[11 22] ; [ 8 12],[11.83018868 21.16981132] ; [ 7.16981132 12.83018868],0
d2,1,0.640372,0.218256,[50 47] ; [14 16],[48.88188976 48.11811024] ; [15.11811024 14.88188976],0
n4,1,0.955044,0.003178,[60 37] ; [19 12],[59.8671875 37.1328125] ; [19.1328125 11.8671875],0
