Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,76.565143,[ 31 134] ; [148  87],[73.8375 91.1625] ; [105.1625 129.8375],1
v1,1,0.0,30.870581,[75 89] ; [174  64],[101.58208955  62.41791045] ; [147.41791045  90.58208955],1
a3,1,0.000215,13.699391,[103  62] ; [190  50],[119.37037037  45.62962963] ; [173.62962963  66.37037037],1
a5,1,0.001908,9.636234,[116  51] ; [199  42],[128.93382353  38.06617647] ; [186.06617647  54.93382353],0
s4,1,0.0034,8.579237,[ 39 126] ; [ 30 210],[ 28.11111111 136.88888889] ; [ 40.88888889 199.11111111],0
p3,1,0.007736,7.093641,[97 70] ; [170  70],[109.55528256  57.44471744] ; [157.44471744  82.55528256],0
d1,1,0.011846,6.333796,[91 76] ; [161  80],[103.14705882  63.85294118] ; [148.85294118  92.14705882],0
n5,1,0.014256,6.006124,[125  41] ; [204  36],[134.51724138  31.48275862] ; [194.48275862  45.51724138],0
d2,1,0.017396,5.655933,[ 67 100] ; [125 115],[78.78132678 88.21867322] ; [113.21867322 126.78132678],0
r1,1,0.018541,5.54425,[129  38] ; [207  33],[137.86732187  29.13267813] ; [198.13267813  41.86732187],0
u1,1,0.022054,5.241511,[ 19 148] ; [ 48 193],[ 27.42401961 139.57598039] ; [ 39.57598039 201.42401961],0
p12,1,0.02492,5.029468,[ 12 153] ; [ 35 206],[ 19.10098522 145.89901478] ; [ 27.89901478 213.10098522],0
a2,1,0.031863,4.605836,[ 28 139] ; [ 62 179],[ 36.83823529 130.16176471] ; [ 53.16176471 187.83823529],0
n2,1,0.033768,4.50641,[21 10] ; [32  4],[24.52238806  6.47761194] ; [28.47761194  7.52238806],0
d4,1,0.038598,4.278453,[131  35] ; [208  32],[138.60591133  27.39408867] ; [200.39408867  39.60591133],0
u4,1,0.043999,4.056601,[  1 166] ; [  9 232],[  4.09313725 162.90686275] ; [  5.90686275 235.09313725],0
r4,1,0.044422,4.040433,[150  17] ; [229  12],[155.12990196  11.87009804] ; [223.87009804  17.12990196],0
p7,1,0.045512,3.999548,[125  37] ; [204  36],[132.58208955  29.41791045] ; [196.41791045  43.58208955],0
p4,1,0.054376,3.701126,[116  51] ; [187  53],[124.32678133  42.67321867] ; [178.67321867  61.32678133],0
a6,1,0.069229,3.301204,[100  67] ; [164  75],[108.591133  58.408867] ; [155.408867  83.591133],0
p11,1,0.07285,3.217611,[143  24] ; [220  21],[148.58088235  18.41911765] ; [214.41911765  26.58088235],0
d5,1,0.073056,3.212993,[128  38] ; [202  38],[134.92610837  31.07389163] ; [195.07389163  44.92610837],0
r3,1,0.074203,3.187508,[155  11] ; [233   7],[158.64039409   7.35960591] ; [229.35960591  10.64039409],0
b2,1,0.081796,3.028845,[33 68] ; [65 84],[39.592 61.408] ; [58.408 90.592],0
b3,1,0.081796,3.028845,[33 68] ; [65 84],[39.592 61.408] ; [58.408 90.592],0
d3,1,0.098424,2.73089,[109  58] ; [175  65],[116.53071253  50.46928747] ; [167.46928747  72.53071253],0
s1,1,0.118934,2.431309,[  8 157] ; [  5 236],[  5.28325123 159.71674877] ; [  7.71674877 233.28325123],0
n4,1,0.148941,2.083068,[129  38] ; [200  41],[134.66421569  32.33578431] ; [194.33578431  46.66421569],0
s5,1,0.171652,1.868454,[ 59 102] ; [101 131],[65.54707379 95.45292621] ; [ 94.45292621 137.54707379],0
s7,1,0.192208,1.700611,[81 78] ; [132  97],[87.28608247 71.71391753] ; [125.71391753 103.28608247],0
r2,1,0.193089,1.693894,[154  11] ; [228   9],[156.79104478   8.20895522] ; [225.20895522  11.79104478],0
a7,1,0.206134,1.598373,[118  49] ; [183  57],[123.50614251  43.49385749] ; [177.49385749  62.50614251],0
a4,1,0.23747,1.395551,[69 97] ; [114 126],[74.8226601 91.1773399] ; [108.1773399 131.8226601],0
b1,1,0.286498,1.136003,[ 64 103] ; [ 80 161],[ 58.94117647 108.05882353] ; [ 85.05882353 155.94117647],0
n6,1,0.290689,1.116425,[146  21] ; [215  22],[149.22524752  17.77475248] ; [211.77475248  25.22524752],0
b5,1,0.302685,1.062327,[98 69] ; [129 112],[92.91421569 74.08578431] ; [134.08578431 106.91421569],0
p10,1,0.320566,0.986635,[152  13] ; [227  13],[154.40740741  10.59259259] ; [224.59259259  15.40740741],0
s3,1,0.361823,0.831556,[88 75] ; [140  99],[92.44776119 70.55223881] ; [135.55223881 103.44776119],0
a1,1,0.371461,0.798773,[  7 160] ; [ 15 226],[  9.00490196 157.99509804] ; [ 12.99509804 228.00490196],0
u3,1,0.392057,0.732552,[32 31] ; [30 21],[34.26315789 28.73684211] ; [27.73684211 23.26315789],0
