Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.539648,[228  62] ; [40 43],[208.36461126  81.63538874] ; [59.63538874 23.36461126],1
s3,1,9e-06,19.662713,[230  59] ; [46 37],[214.41935484  74.58064516] ; [61.58064516 21.41935484],1
s6,1,2e-05,18.165596,[256  33] ; [59 26],[243.40909091  45.59090909] ; [71.59090909 13.40909091],1
n5,1,0.000239,13.496576,[243  47] ; [55 29],[231.06951872  58.93048128] ; [66.93048128 17.06951872],1
a3,1,0.000254,13.379815,[241  49] ; [55 30],[228.90666667  61.09333333] ; [67.09333333 17.90666667],1
p5,1,0.001912,9.632111,[ 53 233] ; [ 4 81],[ 43.94070081 242.05929919] ; [13.05929919 71.94070081],0
n6,1,0.001959,9.587585,[261  28] ; [66 19],[252.68181818  36.31818182] ; [74.31818182 10.68181818],0
s5,1,0.003792,8.380761,[135 142] ; [24 55],[123.71629213 153.28370787] ; [35.28370787 43.71629213],0
u1,1,0.009603,6.707077,[ 77 214] ; [11 74],[ 68.10638298 222.89361702] ; [19.89361702 65.10638298],0
p9,1,0.01448,5.978612,[268  22] ; [71 14],[262.16  27.84] ; [76.84  8.16],0
p6,1,0.058628,3.57578,[141 145] ; [32 53],[133.3638814 152.6361186] ; [39.6361186 45.3638814],0
b4,1,0.065341,3.396359,[159 132] ; [56 29],[166.3962766 124.6037234] ; [48.6037234 36.3962766],0
n1,1,0.081971,3.025392,[34 30] ; [ 5 12],[30.81481481 33.18518519] ; [8.18518519 8.81481481],0
v3,1,0.101804,2.677056,[137 142] ; [31 49],[130.56267409 148.43732591] ; [37.43732591 42.56267409],0
u4,1,0.109924,2.55531,[ 15 276] ; [ 1 84],[ 12.38297872 278.61702128] ; [ 3.61702128 81.38297872],0
n4,1,0.12461,2.358403,[242  47] ; [65 20],[237.22727273  51.77272727] ; [69.77272727 15.22727273],0
r4,1,0.140192,2.17585,[272  19] ; [83  2],[274.74734043  16.25265957] ; [80.25265957  4.74734043],0
v2,1,0.143617,2.138775,[175 106] ; [42 37],[169.38055556 111.61944444] ; [47.61944444 31.38055556],0
p1,1,0.158873,1.984923,[ 32 257] ; [ 5 80],[ 28.59090909 260.40909091] ; [ 8.40909091 76.59090909],0
p10,1,0.161237,1.962585,[254  34] ; [70 15],[250.16621984  37.83378016] ; [73.83378016 11.16621984],0
p7,1,0.180954,1.789768,[201  80] ; [53 30],[196.08241758  84.91758242] ; [57.91758242 25.08241758],0
a4,1,0.19574,1.673876,[143 148] ; [35 50],[137.7606383 153.2393617] ; [40.2393617 44.7606383],0
a2,1,0.19866,1.6522,[ 82 209] ; [18 67],[ 77.39361702 213.60638298] ; [22.60638298 62.39361702],0
