Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,64.722345,[71  2] ; [ 7 24],[54.75 18.25] ; [23.25  7.75],1
r1,1,0.0,45.094836,[67  6] ; [ 9 23],[52.83809524 20.16190476] ; [23.16190476  8.83809524],1
v4,1,0.0,28.173545,[68  4] ; [16 16],[58.15384615 13.84615385] ; [25.84615385  6.15384615],1
r2,1,1.6e-05,18.575163,[71  2] ; [21 10],[64.57692308  8.42307692] ; [27.42307692  3.57692308],1
p11,1,0.000334,12.869997,[46 27] ; [ 8 24],[37.54285714 35.45714286] ; [16.45714286 15.54285714],1
n6,1,0.000495,12.134099,[63 10] ; [17 14],[56.15384615 16.84615385] ; [23.84615385  7.15384615],1
p2,1,0.001065,10.711757,[48 25] ; [10 22],[40.32380952 32.67619048] ; [17.67619048 14.32380952],0
a7,1,0.001092,10.665017,[53 20] ; [12 19],[45.625 27.375] ; [19.375 11.625],0
d5,1,0.00152,10.053681,[57 16] ; [15 17],[50.05714286 22.94285714] ; [21.94285714 10.05714286],0
s8,1,0.001531,10.040518,[26 46] ; [ 2 30],[19.38461538 52.61538462] ; [ 8.61538462 23.38461538],0
p4,1,0.001919,9.625394,[35 37] ; [ 5 26],[27.96116505 44.03883495] ; [12.03883495 18.96116505],0
a5,1,0.004628,8.019479,[49 24] ; [12 20],[42.40952381 30.59047619] ; [18.59047619 13.40952381],0
v1,1,0.007649,7.113772,[31 42] ; [ 5 27],[25.02857143 47.97142857] ; [10.97142857 21.02857143],0
s6,1,0.010787,6.5,[42 30] ; [10 22],[36. 36.] ; [16. 16.],0
a6,1,0.011203,6.43284,[51 22] ; [14 18],[45.19047619 27.80952381] ; [19.80952381 12.19047619],0
p3,1,0.014167,6.017217,[26 46] ; [ 4 28],[20.76923077 51.23076923] ; [ 9.23076923 22.76923077],0
u3,1,0.014737,5.947586,[17 12] ; [ 3 12],[13.18181818 15.81818182] ; [6.81818182 8.18181818],0
