Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,91.22113,[46 90] ; [254  63],[90.06622517 45.93377483] ; [209.93377483 107.06622517],1
a5,1,5e-06,20.70811,[68 69] ; [229  90],[89.23026316 47.76973684] ; [207.76973684 111.23026316],1
n6,1,9.9e-05,15.151347,[88 49] ; [259  60],[104.25219298  32.74780702] ; [242.74780702  76.25219298],1
a6,1,0.000523,12.030207,[75 62] ; [228  91],[91.03289474 45.96710526] ; [211.96710526 107.03289474],1
p11,1,0.00094,10.941854,[85 52] ; [246  73],[99.44517544 37.55482456] ; [231.55482456  87.44517544],1
p6,1,0.000954,10.915337,[ 20 113] ; [ 94 220],[33.91946309 99.08053691] ; [ 80.08053691 233.91946309],1
a8,1,0.000955,10.91291,[  4 123] ; [ 40 245],[ 13.5631068 113.4368932] ; [ 30.4368932 254.5631068],1
s8,1,0.001099,10.652861,[ 16 120] ; [ 81 237],[ 29.05726872 106.94273128] ; [ 67.94273128 250.05726872],0
r4,1,0.002767,8.955171,[99 38] ; [269  50],[110.56140351  26.43859649] ; [257.43859649  61.56140351],0
p10,1,0.003013,8.799639,[79 57] ; [227  87],[92.48 43.52] ; [213.52 100.48],0
p3,1,0.003222,8.677009,[39 97] ; [138 180],[53.02202643 82.97797357] ; [123.97797357 194.02202643],0
p4,1,0.003282,8.643767,[48 88] ; [159 157],[62.28318584 73.71681416] ; [144.71681416 171.28318584],0
a4,1,0.003791,8.381111,[41 96] ; [140 175],[54.86061947 82.13938053] ; [126.13938053 188.86061947],0
r2,1,0.005109,7.840563,[113  23] ; [287  25],[121.42857143  14.57142857] ; [278.57142857  33.42857143],0
n1,1,0.006195,7.492593,[12 42] ; [33 39],[19.28571429 34.71428571] ; [25.71428571 46.28571429],0
u1,1,0.006991,7.275318,[  7 130] ; [ 44 275],[ 15.32236842 121.67763158] ; [ 35.67763158 283.32236842],0
d2,1,0.008194,6.990562,[45 92] ; [146 170],[57.76379691 79.23620309] ; [133.23620309 182.76379691],0
a2,1,0.008528,6.919183,[ 15 122] ; [ 68 251],[ 24.93640351 112.06359649] ; [ 58.06359649 260.93640351],0
d1,1,0.010051,6.625813,[55 82] ; [170 149],[67.59868421 69.40131579] ; [157.40131579 161.59868421],0
d5,1,0.011236,6.427583,[93 44] ; [252  67],[103.65131579  33.34868421] ; [241.34868421  77.65131579],0
v3,1,0.015867,5.817535,[ 30 102] ; [107 205],[40.72972973 91.27027027] ; [ 96.27027027 215.72972973],0
v1,1,0.023051,5.164651,[49 86] ; [150 163],[59.96651786 75.03348214] ; [139.03348214 173.96651786],0
p9,1,0.025666,4.978404,[89 46] ; [239  75],[98.61915367 36.38084633] ; [229.38084633  84.61915367],0
v2,1,0.038048,4.302882,[55 78] ; [160 147],[64.98863636 68.01136364] ; [150.01136364 156.98863636],0
s1,1,0.038844,4.267663,[  6 131] ; [  4 311],[  3.03097345 133.96902655] ; [  6.96902655 308.03097345],0
r1,1,0.040366,4.202425,[90 47] ; [238  79],[98.97797357 38.02202643] ; [229.02202643  87.97797357],0
p2,1,0.044625,4.032765,[94 42] ; [248  70],[102.44933921  33.55066079] ; [239.55066079  78.44933921],0
r3,1,0.053504,3.728118,[116  21] ; [288  29],[121.91189427  15.08810573] ; [282.08810573  34.91189427],0
a3,1,0.055782,3.658542,[78 58] ; [211 105],[86.95575221 49.04424779] ; [202.04424779 113.95575221],0
s4,1,0.064971,3.405703,[ 20 117] ; [ 28 290],[ 14.45274725 122.54725275] ; [ 33.54725275 284.45274725],0
s6,1,0.089215,2.888484,[47 88] ; [138 180],[55.13245033 79.86754967] ; [129.86754967 188.13245033],0
p7,1,0.090437,2.866579,[65 70] ; [179 136],[73.2 61.8] ; [170.8 144.2],0
s7,1,0.108487,2.576125,[ 24 107] ; [ 77 226],[ 30.48617512 100.51382488] ; [ 70.51382488 232.48617512],0
b3,1,0.138288,2.196905,[17 46] ; [ 74 125],[21.88167939 41.11832061] ; [ 69.11832061 129.88167939],0
b2,1,0.138288,2.196905,[17 46] ; [ 74 125],[21.88167939 41.11832061] ; [ 69.11832061 129.88167939],0
n2,1,0.168914,1.892559,[31 22] ; [52 22],[34.63779528 18.36220472] ; [48.36220472 25.63779528],0
p1,1,0.181895,1.782073,[  6 130] ; [ 25 293],[  9.28634361 126.71365639] ; [ 21.71365639 296.28634361],0
p8,1,0.182461,1.777465,[55 82] ; [146 165],[61.46651786 75.53348214] ; [139.53348214 171.46651786],0
a1,1,0.206534,1.595555,[  3 134] ; [ 15 304],[  5.40789474 131.59210526] ; [ 12.59210526 306.40789474],0
v4,1,0.309624,1.032278,[117  18] ; [286  32],[120.09933775  14.90066225] ; [282.90066225  35.09933775],0
n3,1,0.39038,0.73776,[34 19] ; [50 20],[36.19512195 16.80487805] ; [47.80487805 22.19512195],0
u3,1,0.391994,0.732748,[30 29] ; [47 60],[27.36746988 31.63253012] ; [49.63253012 57.36746988],0
s3,1,0.532025,0.390523,[ 29 106] ; [ 76 238],[ 31.5701559 103.4298441] ; [ 73.4298441 240.5701559],0
u2,1,0.667768,0.184224,[31 28] ; [52 54],[29.67878788 29.32121212] ; [53.32121212 52.67878788],0
b1,1,0.805033,0.060929,[52 85] ; [125 194],[53.17763158 83.82236842] ; [123.82236842 195.17763158],0
d3,1,0.817925,0.052999,[85 51] ; [203 116],[86.08351648 49.91648352] ; [201.91648352 117.08351648],0
a7,1,0.819971,0.051793,[92 45] ; [217 101],[93.03956044 43.96043956] ; [215.96043956 102.03956044],0
u4,1,0.825083,0.048846,[  1 136] ; [  3 316],[  1.20175439 135.79824561] ; [  2.79824561 316.20175439],0
