Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,109.139427,[98 15] ; [ 30 113],[56.5 56.5] ; [71.5 71.5],1
s6,1,0.0,60.984068,[96 17] ; [53 92],[65.25968992 47.74031008] ; [83.74031008 61.25968992],1
s7,1,0.0,50.766549,[74 34] ; [ 32 106],[46.53658537 61.46341463] ; [59.46341463 78.53658537],1
s8,1,0.0,42.775283,[66 48] ; [ 27 118],[40.93436293 73.06563707] ; [52.06563707 92.93436293],1
s5,1,9e-06,19.667651,[38 67] ; [ 17 122],[23.66803279 81.33196721] ; [ 31.33196721 107.66803279],1
p4,1,0.00017,14.137628,[66 49] ; [49 95],[51.06177606 63.93822394] ; [63.93822394 80.06177606],1
p9,1,0.000368,12.688655,[97 17] ; [93 49],[84.609375 29.390625] ; [105.390625  36.609375],1
r4,1,0.0009,11.022389,[103  12] ; [106  39],[92.44230769 22.55769231] ; [116.55769231  28.44230769],1
d1,1,0.000937,10.947763,[76 39] ; [66 79],[62.80769231 52.19230769] ; [79.19230769 65.80769231],1
d2,1,0.001054,10.730593,[74 40] ; [63 79],[61.0078125 52.9921875] ; [75.9921875 66.0078125],0
u3,1,0.001961,9.585932,[21  8] ; [19 33],[14.32098765 14.67901235] ; [25.67901235 26.32098765],0
v1,1,0.002494,9.144982,[59 48] ; [51 91],[47.26907631 59.73092369] ; [62.73092369 79.26907631],0
p10,1,0.002726,8.982077,[90 25] ; [87 56],[78.89534884 36.10465116] ; [98.10465116 44.89534884],0
a6,1,0.003148,8.719771,[63 52] ; [105  40],[74.30769231 40.69230769] ; [93.69230769 51.30769231],0
s4,1,0.003342,8.610677,[23 91] ; [ 11 132],[15.08171206 98.91828794] ; [ 18.91828794 124.08171206],0
p3,1,0.004325,8.142242,[50 64] ; [ 39 106],[39.17374517 74.82625483] ; [49.82625483 95.17374517],0
p6,1,0.004336,8.13737,[28 86] ; [ 16 128],[19.44186047 94.55813953] ; [ 24.55813953 119.44186047],0
v3,1,0.004533,8.056787,[48 60] ; [ 38 102],[37.4516129 70.5483871] ; [48.5483871 91.4516129],0
b5,1,0.006792,7.327068,[83 32] ; [81 64],[72.53846154 42.46153846] ; [91.46153846 53.53846154],0
d4,1,0.007079,7.25269,[99 16] ; [104  40],[90.13513514 24.86486486] ; [112.86486486  31.13513514],0
r1,1,0.0084,6.946165,[93 22] ; [96 49],[83.59615385 31.40384615] ; [105.40384615  39.59615385],0
v4,1,0.008587,6.906675,[107   8] ; [118  26],[99.9034749 15.0965251] ; [125.0965251  18.9034749],0
v2,1,0.008665,6.890634,[62 50] ; [53 84],[51.72690763 60.27309237] ; [63.27309237 73.72690763],0
b3,1,0.013691,6.077523,[21 50] ; [43 45],[28.57861635 42.42138365] ; [35.42138365 52.57861635],0
b2,1,0.013691,6.077523,[21 50] ; [43 45],[28.57861635 42.42138365] ; [35.42138365 52.57861635],0
s1,1,0.014019,6.035783,[ 10 103] ; [  3 141],[  5.71595331 107.28404669] ; [  7.28404669 136.71595331],0
u1,1,0.019284,5.475611,[28 87] ; [ 19 126],[20.78846154 94.21153846] ; [ 26.21153846 118.78846154],0
p2,1,0.019625,5.444933,[87 28] ; [90 55],[78.28846154 36.71153846] ; [98.71153846 46.28846154],0
p12,1,0.019842,5.425762,[ 15 100] ; [  7 136],[  9.80620155 105.19379845] ; [ 12.19379845 130.80620155],0
r3,1,0.022656,5.194693,[106   9] ; [118  25],[99.84496124 15.15503876] ; [124.15503876  18.84496124],0
a5,1,0.025425,4.994703,[94 21] ; [101  44],[86.25 28.75] ; [108.75  36.25],0
n6,1,0.029861,4.717251,[100  14] ; [112  33],[93.31274131 20.68725869] ; [118.68725869  26.31274131],0
a7,1,0.039225,4.251087,[85 30] ; [89 55],[77.25868726 37.74131274] ; [96.74131274 47.25868726],0
a1,1,0.051593,3.788906,[  3 112] ; [ 12 133],[  6.63461538 108.36538462] ; [  8.36538462 136.63461538],0
u2,1,0.066035,3.378935,[19 10] ; [23 29],[15.03703704 13.96296296] ; [26.96296296 25.03703704],0
