Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.003059,8.771821,[38  5] ; [28 18],[31.88764045 11.11235955] ; [34.11235955 11.88764045],0
r1,1,0.014226,6.009851,[28 15] ; [18 28],[22.2247191 20.7752809] ; [23.7752809 22.2247191],0
r4,1,0.019756,5.433352,[31 12] ; [22 24],[25.60674157 17.39325843] ; [27.39325843 18.60674157],0
u3,1,0.027717,4.845579,[13 10] ; [ 6 18],[ 9.29787234 13.70212766] ; [ 9.70212766 14.29787234],0
v4,1,0.033008,4.545379,[37  6] ; [30 15],[32.73863636 10.26136364] ; [34.26136364 10.73863636],0
u2,1,0.040844,4.182488,[13  9] ; [ 7 17],[ 9.56521739 12.43478261] ; [10.43478261 13.56521739],0
n2,1,0.060785,3.515828,[14  3] ; [13 11],[11.19512195  5.80487805] ; [15.80487805  8.19512195],0
p2,1,0.072923,3.215978,[25 18] ; [18 28],[20.7752809 22.2247191] ; [22.2247191 23.7752809],0
p6,1,0.088787,2.896231,[12 30] ; [ 6 38],[ 8.79069767 33.20930233] ; [ 9.20930233 34.79069767],0
v1,1,0.106048,2.612142,[16 26] ; [10 35],[12.55172414 29.44827586] ; [13.44827586 31.55172414],0
n3,1,0.116509,2.463639,[12  5] ; [10 12],[9.58974359 7.41025641] ; [12.41025641  9.58974359],0
p3,1,0.160024,1.973999,[10 33] ; [17 29],[13.04494382 29.95505618] ; [13.95505618 32.04494382],0
b1,1,0.178823,1.807375,[22 21] ; [30 16],[25.12359551 17.87640449] ; [26.87640449 19.12359551],0
p9,1,0.199235,1.647974,[17 26] ; [12 33],[14.17045455 28.82954545] ; [14.82954545 30.17045455],0
d2,1,0.206415,1.596396,[22 21] ; [17 28],[19.05681818 23.94318182] ; [19.94318182 25.05681818],0
s5,1,0.231831,1.429595,[12 30] ; [ 8 37],[ 9.65517241 32.34482759] ; [10.34482759 34.65517241],0
r2,1,0.236474,1.401494,[36  7] ; [33 12],[33.71590909  9.28409091] ; [35.28409091  9.71590909],0
b2,1,0.252405,1.309942,[ 7 21] ; [11 17],[ 9. 19.] ; [ 9. 19.],0
b3,1,0.252405,1.309942,[ 7 21] ; [11 17],[ 9. 19.] ; [ 9. 19.],0
a4,1,0.294712,1.09797,[18 25] ; [14 31],[15.63636364 27.36363636] ; [16.36363636 28.63636364],0
n6,1,0.359661,0.839076,[28 15] ; [25 20],[25.89772727 17.10227273] ; [27.10227273 17.89772727],0
p7,1,0.360722,0.835377,[20 23] ; [17 29],[17.87640449 25.12359551] ; [19.12359551 26.87640449],0
n1,1,0.422206,0.644168,[ 5 12] ; [10 14],[ 6.2195122 10.7804878] ; [ 8.7804878 15.2195122],0
p5,1,0.447,0.578248,[ 2 41] ; [ 4 42],[ 2.8988764 40.1011236] ; [ 3.1011236 42.8988764],0
a1,1,0.447,0.578248,[ 2 41] ; [ 4 42],[ 2.8988764 40.1011236] ; [ 3.1011236 42.8988764],0
d1,1,0.499284,0.456457,[16 27] ; [14 32],[14.49438202 28.50561798] ; [15.50561798 30.49438202],0
p12,1,0.51757,0.418732,[ 2 41] ; [ 1 45],[ 1.4494382 41.5505618] ; [ 1.5505618 44.4494382],0
s8,1,0.524238,0.405549,[10 33] ; [ 8 37],[ 8.79545455 34.20454545] ; [ 9.20454545 35.79545455],0
s6,1,0.543725,0.368679,[18 25] ; [16 29],[16.61363636 26.38636364] ; [17.38636364 27.61363636],0
b4,1,0.559874,0.339923,[26 17] ; [25 21],[24.64044944 18.35955056] ; [26.35955056 19.64044944],0
p4,1,0.595403,0.281985,[13 30] ; [16 29],[14.17045455 28.82954545] ; [14.82954545 30.17045455],0
v3,1,0.608408,0.2625,[ 9 33] ; [11 31],[10. 32.] ; [10. 32.],0
n5,1,0.658431,0.195435,[24 19] ; [23 22],[22.96590909 20.03409091] ; [24.03409091 20.96590909],0
a6,1,0.692683,0.156197,[16 27] ; [19 27],[16.91011236 26.08988764] ; [18.08988764 27.91011236],0
p8,1,0.694154,0.154625,[ 9 34] ; [11 34],[ 9.77272727 33.22727273] ; [10.22727273 34.77272727],0
p1,1,0.701746,0.146662,[ 2 41] ; [ 3 43],[ 2.41573034 40.58426966] ; [ 2.58426966 43.41573034],0
b5,1,0.742086,0.108302,[23 20] ; [23 23],[22.2247191 20.7752809] ; [23.7752809 22.2247191],0
s1,1,0.763394,0.090617,[ 3 40] ; [ 4 42],[ 3.38202247 39.61797753] ; [ 3.61797753 42.38202247],0
v2,1,0.764164,0.09001,[14 27] ; [14 31],[13.34883721 27.65116279] ; [14.65116279 30.34883721],0
d3,1,0.811569,0.056836,[16 27] ; [16 30],[15.46067416 27.53932584] ; [16.53932584 29.46067416],0
a3,1,0.823395,0.049809,[20 23] ; [22 23],[20.52272727 22.47727273] ; [21.47727273 23.52272727],0
a8,1,0.840065,0.040727,[ 4 36] ; [ 5 39],[ 4.28571429 35.71428571] ; [ 4.71428571 39.28571429],0
n4,1,0.859163,0.031485,[25 18] ; [27 18],[25.40909091 17.59090909] ; [26.59090909 18.40909091],0
s4,1,0.866024,0.028463,[ 6 37] ; [ 7 39],[ 6.28089888 36.71910112] ; [ 6.71910112 39.28089888],0
s3,1,0.90081,0.015535,[18 25] ; [19 25],[18.28735632 24.71264368] ; [18.71264368 25.28735632],0
d5,1,0.901211,0.015409,[23 20] ; [24 22],[22.70786517 20.29213483] ; [24.29213483 21.70786517],0
a5,1,0.912693,0.012021,[21 22] ; [23 23],[21.25842697 21.74157303] ; [22.74157303 23.25842697],0
s7,1,0.914033,0.011654,[12 30] ; [11 29],[11.7804878 30.2195122] ; [11.2195122 28.7804878],0
a2,1,0.931826,0.007318,[ 3 40] ; [ 3 43],[ 2.8988764 40.1011236] ; [ 3.1011236 42.8988764],0
s2,1,0.942416,0.005218,[14 28] ; [15 31],[13.84090909 28.15909091] ; [15.15909091 30.84090909],0
u4,1,0.961523,0.002327,[ 1 42] ; [ 1 45],[ 0.96629213 42.03370787] ; [ 1.03370787 44.96629213],0
d4,1,0.972586,0.001181,[25 18] ; [26 19],[24.92045455 18.07954545] ; [26.07954545 18.92045455],0
