Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,7e-06,20.216052,[ 1 11] ; [27  6],[7.46666667 4.53333333] ; [20.53333333 12.46666667],1
p9,1,0.000289,13.138131,[3 8] ; [28  5],[7.75 3.25] ; [23.25  9.75],1
r3,1,0.001423,10.175316,[5 7] ; [29  4],[9.06666667 2.93333333] ; [24.93333333  8.06666667],0
a5,1,0.007227,7.215686,[ 2 10] ; [21 13],[6. 6.] ; [17. 17.],0
v2,1,0.011002,6.464947,[ 1 11] ; [17 17],[4.69565217 7.30434783] ; [13.30434783 20.69565217],0
a7,1,0.011958,6.317142,[ 2 10] ; [20 14],[5.73913043 6.26086957] ; [16.26086957 17.73913043],0
u2,1,0.013255,6.134785,[1 7] ; [10  5],[3.82608696 4.17391304] ; [7.17391304 7.82608696],0
b1,1,0.017596,5.635966,[9 3] ; [12 22],[5.47826087 6.52173913] ; [15.52173913 18.47826087],0
d2,1,0.025248,5.006822,[ 1 11] ; [15 19],[4.17391304 7.82608696] ; [11.82608696 22.17391304],0
n3,1,0.035774,4.407857,[1 4] ; [9 3],[2.94117647 2.05882353] ; [7.05882353 4.94117647],0
b5,1,0.043781,4.064977,[10  2] ; [17 17],[7.04347826 4.95652174] ; [19.95652174 14.04347826],0
a6,1,0.043941,4.058824,[3 9] ; [20 14],[6. 6.] ; [17. 17.],0
p2,1,0.051731,3.784451,[6 6] ; [27  7],[8.60869565 3.39130435] ; [24.39130435  9.60869565],0
s8,1,0.052942,3.745755,[ 1 11] ; [13 21],[3.65217391 8.34782609] ; [10.34782609 23.65217391],0
r4,1,0.052942,3.745755,[ 1 11] ; [13 21],[3.65217391 8.34782609] ; [10.34782609 23.65217391],0
v1,1,0.052942,3.745755,[ 1 11] ; [13 21],[3.65217391 8.34782609] ; [10.34782609 23.65217391],0
d5,1,0.112875,2.5135,[5 7] ; [23 11],[7.30434783 4.69565217] ; [20.69565217 13.30434783],0
d4,1,0.134957,2.234535,[6 6] ; [25  9],[8.08695652 3.91304348] ; [22.91304348 11.08695652],0
a4,1,0.141104,2.165877,[ 1 11] ; [10 24],[2.86956522 9.13043478] ; [ 8.13043478 25.86956522],0
n5,1,0.152829,2.043781,[7 5] ; [27  7],[8.86956522 3.13043478] ; [25.13043478  8.86956522],0
n2,1,0.168843,1.893182,[2 3] ; [9 3],[3.23529412 1.76470588] ; [7.76470588 4.23529412],0
d1,1,0.170604,1.87763,[ 2 10] ; [13 21],[3.91304348 8.08695652] ; [11.08695652 22.91304348],0
a3,1,0.179239,1.803922,[4 8] ; [19 15],[6. 6.] ; [17. 17.],0
p7,1,0.182127,1.780186,[3 9] ; [16 18],[4.95652174 7.04347826] ; [14.04347826 19.95652174],0
p5,1,0.190341,1.714978,[ 1 11] ; [ 9 25],[2.60869565 9.39130435] ; [ 7.39130435 26.60869565],0
s6,1,0.242396,1.366607,[4 8] ; [18 16],[5.73913043 6.26086957] ; [16.26086957 17.73913043],0
p8,1,0.243365,1.360994,[3 9] ; [15 19],[4.69565217 7.30434783] ; [13.30434783 20.69565217],0
v3,1,0.38736,0.747213,[ 2 10] ; [10 24],[3.13043478 8.86956522] ; [ 8.86956522 25.13043478],0
s1,1,0.431011,0.620098,[ 1 11] ; [ 1 33],[ 0.52173913 11.47826087] ; [ 1.47826087 32.52173913],0
a1,1,0.431011,0.620098,[ 1 11] ; [ 1 33],[ 0.52173913 11.47826087] ; [ 1.47826087 32.52173913],0
n4,1,0.436239,0.606156,[7 5] ; [24 10],[8.08695652 3.91304348] ; [22.91304348 11.08695652],0
p4,1,0.476717,0.506364,[6 6] ; [21 13],[7.04347826 4.95652174] ; [19.95652174 14.04347826],0
a8,1,0.554113,0.35,[2 8] ; [ 4 28],[1.42857143 8.57142857] ; [ 4.57142857 27.42857143],0
s2,1,0.593353,0.285138,[3 9] ; [11 22],[3.73333333 8.26666667] ; [10.26666667 22.73333333],0
u3,1,0.679109,0.171131,[2 6] ; [ 5 10],[2.43478261 5.56521739] ; [ 4.56521739 10.43478261],0
b4,1,0.694182,0.154596,[7 5] ; [22 12],[7.56521739 4.43478261] ; [21.43478261 12.56521739],0
p3,1,0.694182,0.154596,[5 7] ; [12 22],[4.43478261 7.56521739] ; [12.56521739 21.43478261],0
d3,1,0.725058,0.123697,[6 6] ; [19 15],[6.52173913 5.47826087] ; [18.47826087 15.52173913],0
p12,1,0.742668,0.107795,[ 1 11] ; [ 4 30],[ 1.30434783 10.69565217] ; [ 3.69565217 30.30434783],0
p1,1,0.742668,0.107795,[ 1 11] ; [ 4 30],[ 1.30434783 10.69565217] ; [ 3.69565217 30.30434783],0
v4,1,0.762308,0.091477,[8 4] ; [21 13],[7.56521739 4.43478261] ; [21.43478261 12.56521739],0
b2,1,0.832894,0.044518,[3 5] ; [ 7 14],[2.75862069 5.24137931] ; [ 7.24137931 13.75862069],0
b3,1,0.832894,0.044518,[3 5] ; [ 7 14],[2.75862069 5.24137931] ; [ 7.24137931 13.75862069],0
s4,1,0.870852,0.026431,[ 2 10] ; [ 5 29],[ 1.82608696 10.17391304] ; [ 5.17391304 28.82608696],0
s3,1,0.878825,0.023244,[3 9] ; [ 9 24],[3.2 8.8] ; [ 8.8 24.2],0
r1,1,0.950336,0.003879,[4 8] ; [11 23],[3.91304348 8.08695652] ; [11.08695652 22.91304348],0
s7,1,0.956645,0.002955,[3 8] ; [ 9 23],[3.06976744 7.93023256] ; [ 8.93023256 23.06976744],0
