Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,72.406687,[2 8] ; [225  12],[9.1902834 0.8097166] ; [217.8097166  19.1902834],1
v4,1,0.0,30.948026,[6 4] ; [230   7],[9.55465587 0.44534413] ; [226.44534413  10.55465587],1
r1,1,0.0,26.55572,[2 8] ; [199  37],[8.17073171 1.82926829] ; [192.82926829  43.17073171],1
r3,1,6e-06,20.520232,[7 3] ; [230   6],[9.63414634 0.36585366] ; [227.36585366   8.63414634],1
a7,1,0.000318,12.958971,[2 8] ; [172  64],[7.07317073 2.92682927] ; [166.92682927  69.07317073],1
d1,1,0.000574,11.857853,[2 8] ; [169  68],[6.92307692 3.07692308] ; [164.07692308  72.92307692],1
d5,1,0.000946,10.930448,[5 5] ; [206  30],[8.57723577 1.42276423] ; [202.42276423  33.57723577],1
p9,1,0.001432,10.164428,[6 4] ; [215  21],[8.98373984 1.01626016] ; [212.01626016  23.98373984],0
a3,1,0.001457,10.132035,[4 6] ; [192  44],[7.96747967 2.03252033] ; [188.03252033  47.96747967],0
a4,1,0.007468,7.156735,[1 9] ; [126 111],[5.1417004 4.8582996] ; [121.8582996 115.1417004],0
n5,1,0.008346,6.957595,[5 5] ; [195  40],[8.16326531 1.83673469] ; [191.83673469  43.16326531],0
d2,1,0.01322,6.139471,[2 8] ; [141  96],[5.78947368 4.21052632] ; [137.21052632  99.78947368],0
s7,1,0.030025,4.707836,[4 5] ; [171  53],[6.75965665 2.24034335] ; [168.24034335  55.75965665],0
n4,1,0.037791,4.314412,[6 4] ; [200  36],[8.37398374 1.62601626] ; [197.62601626  38.37398374],0
v2,1,0.047173,3.939204,[3 7] ; [140  88],[6.00840336 3.99159664] ; [136.99159664  91.00840336],0
n6,1,0.059465,3.552248,[7 3] ; [210  25],[8.85714286 1.14285714] ; [208.14285714  26.85714286],0
b4,1,0.063897,3.433233,[3 7] ; [141  96],[5.82995951 4.17004049] ; [138.17004049  98.82995951],0
s3,1,0.077647,3.113471,[7 3] ; [210  27],[8.7854251 1.2145749] ; [208.2145749  28.7854251],0
p10,1,0.102928,2.659573,[7 3] ; [207  29],[8.69918699 1.30081301] ; [205.30081301  30.69918699],0
s5,1,0.128599,2.309337,[3 7] ; [121 101],[5.34482759 4.65517241] ; [118.65517241 103.34482759],0
d3,1,0.129476,2.298774,[5 5] ; [171  66],[7.12550607 2.87449393] ; [168.87449393  68.12550607],0
v1,1,0.131187,2.278402,[4 6] ; [145  83],[6.2605042 3.7394958] ; [142.7394958  85.2605042],0
s8,1,0.178584,1.809365,[5 5] ; [166  71],[6.92307692 3.07692308] ; [164.07692308  72.92307692],0
u3,1,0.187634,1.7361,[3 3] ; [34 11],[4.35294118 1.64705882] ; [32.64705882 12.35294118],0
s4,1,0.200953,1.635435,[4 6] ; [ 53 182],[2.32653061 7.67346939] ; [ 54.67346939 180.32653061],0
d4,1,0.26501,1.242396,[8 2] ; [214  22],[9.02439024 0.97560976] ; [212.97560976  23.02439024],0
p8,1,0.266267,1.23588,[8 2] ; [148  88],[6.34146341 3.65853659] ; [149.65853659  86.34146341],0
a6,1,0.323136,0.976212,[8 2] ; [153  83],[6.54471545 3.45528455] ; [154.45528455  81.54471545],0
a5,1,0.324458,0.970892,[7 3] ; [195  42],[8.17813765 1.82186235] ; [193.82186235  43.17813765],0
p11,1,0.388622,0.743251,[7 3] ; [192  45],[8.05668016 1.94331984] ; [190.94331984  46.05668016],0
s6,1,0.391212,0.735171,[8 2] ; [207  26],[8.84773663 1.15226337] ; [206.15226337  26.84773663],0
b3,1,0.409982,0.678853,[2 5] ; [67 84],[3.05696203 3.94303797] ; [65.94303797 85.05696203],0
b2,1,0.409982,0.678853,[2 5] ; [67 84],[3.05696203 3.94303797] ; [65.94303797 85.05696203],0
n3,1,0.460107,0.545635,[1 1] ; [31 11],[1.45454545 0.54545455] ; [30.54545455 11.45454545],0
v3,1,0.629374,0.232911,[4 6] ; [108 118],[4.74576271 5.25423729] ; [107.25423729 118.74576271],0
p12,1,0.654213,0.200629,[2 8] ; [ 35 201],[1.50406504 8.49593496] ; [ 35.49593496 200.50406504],0
p6,1,0.711103,0.137178,[6 4] ; [127 108],[5.42857143 4.57142857] ; [127.57142857 107.42857143],0
b1,1,0.762711,0.091158,[5 5] ; [107 130],[4.53441296 5.46558704] ; [107.46558704 129.53441296],0
a1,1,0.7798,0.078165,[1 9] ; [ 18 219],[0.76923077 9.23076923] ; [ 18.23076923 218.76923077],0
a8,1,0.788802,0.071752,[1 9] ; [ 29 196],[1.27659574 8.72340426] ; [ 28.72340426 196.27659574],0
p2,1,0.857879,0.032068,[9 1] ; [208  28],[8.82113821 1.17886179] ; [208.17886179  27.82113821],0
p5,1,0.924521,0.008976,[2 8] ; [ 44 190],[1.8852459 8.1147541] ; [ 44.1147541 189.8852459],0
u2,1,0.970686,0.00135,[4 2] ; [29 15],[3.96 2.04] ; [29.04 14.96],0
b5,1,0.97451,0.001021,[6 4] ; [141  96],[5.951417 4.048583] ; [141.048583  95.951417],0
