Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.646104,[64 48] ; [14 55],[48.26519337 63.73480663] ; [29.73480663 39.26519337],1
a6,1,0.002307,9.288026,[76 36] ; [31 38],[66.20994475 45.79005525] ; [40.79005525 28.20994475],0
v2,1,0.002988,8.814884,[57 53] ; [18 45],[47.68786127 62.31213873] ; [27.31213873 35.68786127],0
p10,1,0.004125,8.228165,[86 23] ; [40 28],[77.59322034 31.40677966] ; [48.40677966 19.59322034],0
r1,1,0.004885,7.921616,[87 25] ; [40 29],[78.58563536 33.41436464] ; [48.41436464 20.58563536],0
a5,1,0.005485,7.712229,[66 46] ; [26 43],[56.9281768 55.0718232] ; [35.0718232 33.9281768],0
r4,1,0.007892,7.057804,[102  10] ; [53 16],[95.91160221 16.08839779] ; [59.08839779  9.91160221],0
v3,1,0.008343,6.958231,[45 66] ; [14 52],[37. 74.] ; [22. 44.],0
d4,1,0.010979,6.468793,[64 48] ; [26 43],[55.69060773 56.30939227] ; [34.30939227 34.69060773],0
p6,1,0.019249,5.478728,[41 69] ; [14 54],[33.98876404 76.01123596] ; [21.01123596 46.98876404],0
s2,1,0.019933,5.417768,[53 56] ; [21 47],[45.57062147 63.42937853] ; [28.42937853 39.57062147],0
n6,1,0.02836,4.806074,[96 16] ; [50 19],[90.34254144 21.65745856] ; [55.65745856 13.34254144],0
b5,1,0.029319,4.748788,[72 40] ; [33 36],[64.97237569 47.02762431] ; [40.02762431 28.97237569],0
r2,1,0.035479,4.421982,[106   6] ; [59 10],[102.09944751   9.90055249] ; [62.90055249  6.09944751],0
p4,1,0.036524,4.372488,[56 53] ; [24 44],[49.26553672 59.73446328] ; [30.73446328 37.26553672],0
s6,1,0.051131,3.803991,[67 41] ; [32 36],[60.75 47.25] ; [38.25 29.75],0
s7,1,0.06077,3.516255,[48 57] ; [21 46],[42.12209302 62.87790698] ; [26.87790698 40.12209302],0
u3,1,0.068184,3.326217,[29 20] ; [15 23],[24.7816092 24.2183908] ; [19.2183908 18.7816092],0
n1,1,0.078708,3.091373,[11 12] ; [ 5 17],[ 8.17777778 14.82222222] ; [ 7.82222222 14.17777778],0
a2,1,0.079774,3.069491,[ 11 101] ; [ 2 67],[  8.0441989 103.9558011] ; [ 4.9558011 64.0441989],0
d1,1,0.086992,2.929179,[  8 104] ; [ 1 68],[  5.56906077 106.43093923] ; [ 3.43093923 65.56906077],0
p7,1,0.087074,2.927659,[66 41] ; [33 35],[60.53142857 46.46857143] ; [38.46857143 29.53142857],0
n2,1,0.090479,2.865829,[22  2] ; [16  6],[19.82608696  4.17391304] ; [18.17391304  3.82608696],0
n3,1,0.161989,1.955556,[20  4] ; [13  7],[18.  6.] ; [15.  5.],0
p2,1,0.164451,1.93281,[86 25] ; [47 22],[82.01666667 28.98333333] ; [50.98333333 18.01666667],0
a3,1,0.182037,1.780915,[62 49] ; [31 37],[57.67039106 53.32960894] ; [35.32960894 32.67039106],0
