Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.00494,7.901171,[38  6] ; [25 17],[32.23255814 11.76744186] ; [30.76744186 11.23255814],0
v2,1,0.009221,6.779442,[29 15] ; [15 25],[23.04761905 20.95238095] ; [20.95238095 19.04761905],0
a5,1,0.020151,5.398782,[37  7] ; [26 16],[32.23255814 11.76744186] ; [30.76744186 11.23255814],0
r2,1,0.041698,4.147413,[43  1] ; [36  6],[40.41860465  3.58139535] ; [38.58139535  3.41860465],0
s2,1,0.062391,3.472666,[23 18] ; [15 27],[18.77108434 22.22891566] ; [19.22891566 22.77108434],0
n4,1,0.071724,3.243111,[35  9] ; [26 16],[31.20930233 12.79069767] ; [29.79069767 12.20930233],0
p4,1,0.086815,2.93246,[29 15] ; [20 22],[25.06976744 18.93023256] ; [23.93023256 18.06976744],0
v3,1,0.088541,2.900703,[20 24] ; [11 29],[16.23809524 27.76190476] ; [14.76190476 25.23809524],0
r1,1,0.098809,2.724659,[37  7] ; [29 13],[33.76744186 10.23255814] ; [32.23255814  9.76744186],0
s5,1,0.111791,2.528721,[10 29] ; [ 5 37],[ 7.22222222 31.77777778] ; [ 7.77777778 34.22222222],0
s7,1,0.114947,2.484848,[20 21] ; [13 28],[16.5 24.5] ; [16.5 24.5],0
a2,1,0.118777,2.433376,[11 33] ; [ 5 37],[ 8.18604651 35.81395349] ; [ 7.81395349 34.18604651],0
u2,1,0.128822,2.306645,[13  5] ; [8 9],[10.8  7.2] ; [10.2  6.8],0
s6,1,0.143665,2.138262,[27 14] ; [21 21],[23.71084337 17.28915663] ; [24.28915663 17.71084337],0
r4,1,0.154396,2.02827,[41  3] ; [35  7],[38.88372093  5.11627907] ; [37.11627907  4.88372093],0
d3,1,0.195442,1.676113,[32 12] ; [25 17],[29.1627907 14.8372093] ; [27.8372093 14.1627907],0
p9,1,0.197028,1.664265,[39  4] ; [34  8],[36.92941176  6.07058824] ; [36.07058824  5.92941176],0
p5,1,0.204916,1.606989,[ 7 37] ; [ 3 39],[ 5.11627907 38.88372093] ; [ 4.88372093 37.11627907],0
u3,1,0.238259,1.390865,[11  7] ; [ 7 10],[9.25714286 8.74285714] ; [8.74285714 8.25714286],0
n3,1,0.256299,1.288636,[6 3] ; [5 7],[4.71428571 4.28571429] ; [6.28571429 5.71428571],0
n1,1,0.256299,1.288636,[6 3] ; [5 7],[4.71428571 4.28571429] ; [6.28571429 5.71428571],0
d1,1,0.288812,1.12515,[27 17] ; [21 21],[24.55813953 19.44186047] ; [23.44186047 18.55813953],0
b3,1,0.300623,1.071429,[11 17] ; [ 5 15],[ 9.33333333 18.66666667] ; [ 6.66666667 13.33333333],0
b2,1,0.300623,1.071429,[11 17] ; [ 5 15],[ 9.33333333 18.66666667] ; [ 6.66666667 13.33333333],0
a4,1,0.304668,1.053649,[19 24] ; [14 28],[16.69411765 26.30588235] ; [16.30588235 25.69411765],0
p10,1,0.401295,0.704441,[35  8] ; [31 11],[33.38823529  9.61176471] ; [32.61176471  9.38823529],0
p1,1,0.416612,0.659852,[ 8 36] ; [ 5 37],[ 6.65116279 37.34883721] ; [ 6.34883721 35.65116279],0
p6,1,0.469736,0.522598,[11 32] ; [ 8 34],[ 9.61176471 33.38823529] ; [ 9.38823529 32.61176471],0
b4,1,0.478942,0.501271,[25 19] ; [27 15],[26.60465116 17.39534884] ; [25.39534884 16.60465116],0
s8,1,0.497561,0.460134,[14 28] ; [17 25],[15.5 26.5] ; [15.5 26.5],0
p2,1,0.510866,0.432294,[37  7] ; [33  9],[35.81395349  8.18604651] ; [34.18604651  7.81395349],0
d4,1,0.521347,0.411227,[36  8] ; [32 10],[34.79069767  9.20930233] ; [33.20930233  8.79069767],0
p11,1,0.581426,0.303935,[29 15] ; [30 12],[30.18604651 13.81395349] ; [28.81395349 13.18604651],0
u4,1,0.58449,0.299032,[ 2 42] ; [ 1 41],[ 1.53488372 42.46511628] ; [ 1.46511628 40.53488372],0
s3,1,0.585582,0.297297,[21 20] ; [19 23],[19.75903614 21.24096386] ; [20.24096386 21.75903614],0
s1,1,0.60688,0.264743,[ 2 42] ; [ 3 39],[ 2.55813953 41.44186047] ; [ 2.44186047 39.55813953],0
d2,1,0.658518,0.195328,[22 22] ; [19 23],[20.97674419 23.02325581] ; [20.02325581 21.97674419],0
b5,1,0.685248,0.164278,[26 18] ; [23 19],[25.06976744 18.93023256] ; [23.93023256 18.06976744],0
n6,1,0.701424,0.146995,[37  7] ; [34  8],[36.3255814  7.6744186] ; [34.6744186  7.3255814],0
d5,1,0.707184,0.141106,[32 12] ; [29 13],[31.20930233 12.79069767] ; [29.79069767 12.20930233],0
p12,1,0.741214,0.109063,[ 4 40] ; [ 3 39],[ 3.58139535 40.41860465] ; [ 3.41860465 38.58139535],0
s4,1,0.752599,0.09936,[ 5 38] ; [ 4 38],[ 4.55294118 38.44705882] ; [ 4.44705882 37.55294118],0
b1,1,0.756196,0.096398,[15 29] ; [13 29],[14.3255814 29.6744186] ; [13.6744186 28.3255814],0
a8,1,0.787739,0.072495,[ 5 33] ; [ 4 32],[ 4.62162162 33.37837838] ; [ 4.37837838 31.62162162],0
n5,1,0.893231,0.018014,[32 12] ; [30 12],[31.72093023 12.27906977] ; [30.27906977 11.72093023],0
a3,1,0.929426,0.007844,[26 17] ; [25 17],[25.8 17.2] ; [25.2 16.8],0
u1,1,0.930774,0.007547,[ 6 38] ; [ 6 36],[ 6.13953488 37.86046512] ; [ 5.86046512 36.13953488],0
r3,1,0.94492,0.004773,[40  4] ; [38  4],[39.90697674  4.09302326] ; [38.09302326  3.90697674],0
a6,1,0.950011,0.00393,[28 16] ; [27 15],[28.13953488 15.86046512] ; [26.86046512 15.13953488],0
v4,1,0.95289,0.00349,[41  3] ; [39  3],[40.93023256  3.06976744] ; [39.06976744  2.93023256],0
p3,1,0.958617,0.002692,[18 26] ; [17 24],[18.11764706 25.88235294] ; [16.88235294 24.11764706],0
