Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.00521,7.804953,[3 6] ; [ 21 263],[0.73720137 8.26279863] ; [ 23.26279863 260.73720137],0
s1,1,0.008982,6.826342,[2 7] ; [ 11 270],[0.40344828 8.59655172] ; [ 12.59655172 268.40344828],0
s5,1,0.036617,4.368143,[5 4] ; [ 65 199],[2.30769231 6.69230769] ; [ 67.69230769 196.30769231],0
p5,1,0.042482,4.1159,[2 7] ; [ 16 266],[0.55670103 8.44329897] ; [ 17.44329897 264.55670103],0
p8,1,0.042689,4.107683,[5 4] ; [ 72 212],[2.36518771 6.63481229] ; [ 74.63481229 209.36518771],0
d3,1,0.046131,3.976799,[3 6] ; [187  98],[5.81632653 3.18367347] ; [184.18367347 100.81632653],0
d4,1,0.063666,3.439217,[5 4] ; [230  55],[7.19387755 1.80612245] ; [227.80612245  57.19387755],0
s8,1,0.064547,3.416529,[6 3] ; [103 180],[3.35958904 5.64041096] ; [105.64041096 177.35958904],0
a4,1,0.065828,3.384099,[1 7] ; [129 156],[3.54948805 4.45051195] ; [126.45051195 158.54948805],0
p11,1,0.068754,3.312515,[4 5] ; [206  79],[6.42857143 2.57142857] ; [203.57142857  81.42857143],0
b4,1,0.08698,2.929406,[8 1] ; [173 112],[5.54081633 3.45918367] ; [175.45918367 109.54081633],0
d5,1,0.101006,2.68959,[5 4] ; [224  61],[7.01020408 1.98979592] ; [221.98979592  63.01020408],0
s6,1,0.109984,2.554453,[8 1] ; [176 104],[5.73010381 3.26989619] ; [178.26989619 101.73010381],0
p12,1,0.120269,2.413812,[2 7] ; [ 22 261],[0.73972603 8.26027397] ; [ 23.26027397 259.73972603],0
p6,1,0.14142,2.162444,[3 6] ; [ 43 240],[1.41780822 7.58219178] ; [ 44.58219178 238.41780822],0
n1,1,0.158828,1.985349,[5 2] ; [35 45],[3.2183908 3.7816092] ; [36.7816092 43.2183908],0
v2,1,0.160272,1.97166,[2 6] ; [136 135],[3.95698925 4.04301075] ; [134.04301075 136.95698925],0
n5,1,0.165326,1.924822,[8 1] ; [190  94],[6.08191126 2.91808874] ; [191.91808874  92.08191126],0
b1,1,0.189968,1.717865,[5 4] ; [ 98 187],[3.15306122 5.84693878] ; [ 99.84693878 185.15306122],0
n4,1,0.270345,1.214998,[8 1] ; [206  79],[6.55102041 2.44897959] ; [207.44897959  77.55102041],0
b3,1,0.306913,1.043913,[1 5] ; [ 59 100],[2.18181818 3.81818182] ; [ 57.81818182 101.18181818],0
b2,1,0.306913,1.043913,[1 5] ; [ 59 100],[2.18181818 3.81818182] ; [ 57.81818182 101.18181818],0
a5,1,0.321458,0.983004,[5 4] ; [202  83],[6.33673469 2.66326531] ; [200.66326531  84.33673469],0
p2,1,0.360464,0.836276,[5 4] ; [199  86],[6.24489796 2.75510204] ; [197.75510204  87.24489796],0
a6,1,0.38745,0.746929,[5 4] ; [197  88],[6.18367347 2.81632653] ; [195.81632653  89.18367347],0
p3,1,0.448277,0.575004,[4 5] ; [ 92 192],[2.94880546 6.05119454] ; [ 93.05119454 190.94880546],0
a2,1,0.48213,0.494041,[1 8] ; [ 59 226],[1.83673469 7.16326531] ; [ 58.16326531 226.83673469],0
n2,1,0.495014,0.465608,[6 1] ; [60 21],[5.25 1.75] ; [60.75 20.25],0
p4,1,0.498513,0.458102,[3 6] ; [127 157],[3.99317406 5.00682594] ; [126.00682594 157.99317406],0
u3,1,0.531641,0.391255,[2 2] ; [62 33],[2.58585859 1.41414141] ; [61.41414141 33.58585859],0
d1,1,0.555689,0.347224,[4 5] ; [155 130],[4.86734694 4.13265306] ; [154.13265306 130.86734694],0
r1,1,0.580697,0.305109,[8 1] ; [232  52],[7.37201365 1.62798635] ; [232.62798635  51.37201365],0
a7,1,0.620591,0.245038,[6 3] ; [211  74],[6.64285714 2.35714286] ; [210.35714286  74.64285714],0
s2,1,0.625968,0.237569,[5 4] ; [132 147],[4.28125 4.71875] ; [132.71875 146.28125],0
s4,1,0.66491,0.187614,[2 7] ; [ 47 234],[1.52068966 7.47931034] ; [ 47.47931034 233.52068966],0
u1,1,0.66723,0.18486,[1 8] ; [ 47 238],[1.46938776 7.53061224] ; [ 46.53061224 238.46938776],0
u2,1,0.702778,0.145598,[2 2] ; [56 38],[2.36734694 1.63265306] ; [55.63265306 38.36734694],0
p10,1,0.713643,0.134665,[6 3] ; [203  78],[6.4862069 2.5137931] ; [202.5137931  78.4862069],0
s7,1,0.736838,0.112925,[4 5] ; [105 165],[3.51612903 5.48387097] ; [105.48387097 164.51612903],0
s3,1,0.750602,0.101026,[4 3] ; [144 138],[3.58477509 3.41522491] ; [144.41522491 137.58477509],0
a3,1,0.805408,0.06069,[5 3] ; [190  95],[5.32423208 2.67576792] ; [189.67576792  95.32423208],0
d2,1,0.814698,0.054929,[4 5] ; [137 146],[4.34589041 4.65410959] ; [136.65410959 146.34589041],0
v3,1,0.840847,0.040325,[3 5] ; [ 91 176],[2.73454545 5.26545455] ; [ 91.26545455 175.73454545],0
n3,1,0.863855,0.029402,[4 2] ; [56 24],[4.18604651 1.81395349] ; [55.81395349 24.18604651],0
v1,1,0.891986,0.018439,[4 5] ; [129 147],[4.2 4.8] ; [128.8 147.2],0
p9,1,0.954472,0.003259,[7 2] ; [220  60],[7.06920415 1.93079585] ; [219.93079585  60.06920415],0
b5,1,0.982504,0.000481,[6 3] ; [189  96],[5.96938776 3.03061224] ; [189.03061224  95.96938776],0
