Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,36.818932,[88 48] ; [19 65],[66.14545455 69.85454545] ; [40.85454545 43.14545455],1
p6,1,0.0,30.862605,[67 70] ; [10 73],[47.95 89.05] ; [29.05 53.95],1
p2,1,7e-06,20.321078,[120  18] ; [51 33],[106.2972973  31.7027027] ; [64.7027027 19.2972973],1
r4,1,8e-06,19.829813,[125  13] ; [56 28],[112.51351351  25.48648649] ; [68.48648649 15.51351351],1
p3,1,6e-05,16.097004,[81 57] ; [26 58],[66.51351351 71.48648649] ; [40.48648649 43.51351351],1
p10,1,0.000135,14.572722,[115  21] ; [52 32],[103.23636364  32.76363636] ; [63.76363636 20.23636364],1
v3,1,0.000144,14.447564,[67 71] ; [18 62],[53.80733945 84.19266055] ; [31.19266055 48.80733945],1
p4,1,0.000184,13.987203,[86 51] ; [31 53],[72.52941176 64.47058824] ; [44.47058824 39.52941176],1
s8,1,0.00095,10.92237,[77 60] ; [28 56],[65.09049774 71.90950226] ; [39.90950226 44.09049774],1
v2,1,0.001276,10.377364,[75 61] ; [26 54],[63.59259259 72.40740741] ; [37.40740741 42.59259259],0
v1,1,0.001974,9.573626,[76 59] ; [28 53],[65. 70.] ; [39. 42.],0
s3,1,0.003154,8.716112,[82 54] ; [33 50],[71.41552511 64.58447489] ; [43.58447489 39.41552511],0
s5,1,0.004038,8.266466,[60 73] ; [20 59],[50.18867925 82.81132075] ; [29.81132075 49.18867925],0
r3,1,0.008571,6.910079,[130   8] ; [70 14],[124.32432432  13.67567568] ; [75.67567568  8.32432432],0
s7,1,0.00863,6.897924,[79 56] ; [32 48],[69.69767442 65.30232558] ; [41.30232558 38.69767442],0
s2,1,0.008687,6.886004,[74 64] ; [29 53],[64.60909091 73.39090909] ; [38.39090909 43.60909091],0
r1,1,0.009125,6.798147,[105  33] ; [50 34],[96.35135135 41.64864865] ; [58.64864865 25.35135135],0
b5,1,0.010183,6.602527,[56 82] ; [49 35],[65.27027027 72.72972973] ; [39.72972973 44.27027027],0
p9,1,0.017329,5.662766,[118  19] ; [60 22],[111.35159817  25.64840183] ; [66.64840183 15.35159817],0
d5,1,0.017652,5.630362,[108  29] ; [54 30],[100.42533937  36.57466063] ; [61.57466063 22.42533937],0
b4,1,0.026934,4.895048,[66 72] ; [53 31],[73.97297297 64.02702703] ; [45.02702703 38.97297297],0
r2,1,0.031332,4.634687,[126  10] ; [70 14],[121.16363636  14.83636364] ; [74.83636364  9.16363636],0
