Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.5e-05,18.733907,[37 18] ; [10 33],[26.37755102 28.62244898] ; [20.62244898 22.37755102],1
a6,1,0.000201,13.824761,[41 14] ; [16 27],[31.98979592 23.01020408] ; [25.01020408 17.98979592],1
d5,1,0.000504,12.101533,[42 13] ; [18 25],[33.67346939 21.32653061] ; [26.32653061 16.67346939],1
d1,1,0.001558,10.008986,[33 22] ; [12 31],[25.25510204 29.74489796] ; [19.74489796 23.25510204],0
a2,1,0.001601,9.958645,[14 41] ; [ 1 42],[ 8.41836735 46.58163265] ; [ 6.58163265 36.41836735],0
a5,1,0.006869,7.306836,[38 17] ; [18 25],[31.42857143 23.57142857] ; [24.57142857 18.42857143],0
b5,1,0.021966,5.248438,[32 23] ; [15 28],[26.37755102 28.62244898] ; [20.62244898 22.37755102],0
p10,1,0.053289,3.734827,[30 24] ; [15 27],[25.3125 28.6875] ; [19.6875 22.3125],0
d4,1,0.056556,3.635598,[43 12] ; [26 17],[38.7244898 16.2755102] ; [30.2755102 12.7244898],0
p9,1,0.059009,3.565014,[29 24] ; [14 26],[24.50537634 28.49462366] ; [18.49462366 21.50537634],0
p3,1,0.067021,3.354504,[16 38] ; [ 6 37],[12.24742268 41.75257732] ; [ 9.75257732 33.24742268],0
b4,1,0.074473,3.18157,[33 22] ; [18 25],[28.62244898 26.37755102] ; [22.37755102 20.62244898],0
r3,1,0.085682,2.953687,[41 14] ; [25 18],[37.04081633 17.95918367] ; [28.95918367 14.04081633],0
a3,1,0.087318,2.923138,[38 16] ; [23 20],[33.95876289 20.04123711] ; [27.04123711 15.95876289],0
a8,1,0.097643,2.74362,[ 6 47] ; [ 1 41],[ 3.90526316 49.09473684] ; [ 3.09473684 38.90526316],0
u2,1,0.100524,2.697214,[10  7] ; [ 6 13],[7.55555556 9.44444444] ; [ 8.44444444 10.55555556],0
u1,1,0.101571,2.680696,[ 6 49] ; [ 1 42],[ 3.92857143 51.07142857] ; [ 3.07142857 39.92857143],0
a4,1,0.167011,1.909575,[26 29] ; [14 28],[22.68041237 32.31958763] ; [17.31958763 24.68041237],0
r4,1,0.16875,1.894013,[32 23] ; [19 24],[28.62244898 26.37755102] ; [22.37755102 20.62244898],0
r1,1,0.16875,1.894013,[32 23] ; [19 24],[28.62244898 26.37755102] ; [22.37755102 20.62244898],0
v2,1,0.193331,1.692049,[20 33] ; [10 30],[17.09677419 35.90322581] ; [12.90322581 27.09677419],0
v4,1,0.198952,1.65005,[40 15] ; [26 17],[37.04081633 17.95918367] ; [28.95918367 14.04081633],0
p8,1,0.212153,1.556672,[13 41] ; [ 6 37],[10.57731959 43.42268041] ; [ 8.42268041 34.57731959],0
n1,1,0.246302,1.344156,[ 9 15] ; [12 10],[10.95652174 13.04347826] ; [10.04347826 11.95652174],0
b1,1,0.250659,1.319629,[23 32] ; [23 20],[25.81632653 29.18367347] ; [20.18367347 22.81632653],0
