Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.5e-05,18.733907,[37 18] ; [10 33],[26.37755102 28.62244898] ; [20.62244898 22.37755102],1
n2,1,0.277663,1.178491,[13 11] ; [16  7],[14.80851064  9.19148936] ; [14.19148936  8.80851064],0
p7,1,0.430418,0.621696,[16 39] ; [ 9 32],[14.32291667 40.67708333] ; [10.67708333 30.32291667],0
b2,1,0.440766,0.594286,[12 22] ; [13 16],[13.49206349 20.50793651] ; [11.50793651 17.49206349],0
b3,1,0.440766,0.594286,[12 22] ; [13 16],[13.49206349 20.50793651] ; [11.50793651 17.49206349],0
u3,1,0.45655,0.55434,[8 9] ; [ 7 13],[ 6.89189189 10.10810811] ; [ 8.10810811 11.89189189],0
s7,1,0.592925,0.285799,[ 7 45] ; [ 7 33],[ 7.91304348 44.08695652] ; [ 6.08695652 33.91304348],0
d2,1,0.614321,0.25393,[27 28] ; [18 23],[25.78125 29.21875] ; [19.21875 21.78125],0
n5,1,0.622236,0.242737,[34 21] ; [28 14],[35.15463918 19.84536082] ; [26.84536082 15.15463918],0
s2,1,0.672633,0.178538,[ 8 47] ; [ 5 38],[ 7.29591837 47.70408163] ; [ 5.70408163 37.29591837],0
s8,1,0.680541,0.169518,[ 5 50] ; [ 5 38],[ 5.6122449 49.3877551] ; [ 4.3877551 38.6122449],0
r2,1,0.712017,0.136271,[43 10] ; [32  9],[42.28723404 10.71276596] ; [32.71276596  8.28723404],0
s5,1,0.744537,0.106179,[ 3 50] ; [ 3 38],[ 3.38297872 49.61702128] ; [ 2.61702128 38.38297872],0
n4,1,0.747937,0.103273,[35 20] ; [26 17],[34.23469388 20.76530612] ; [26.76530612 16.23469388],0
v3,1,0.769792,0.085642,[13 40] ; [ 9 32],[12.40425532 40.59574468] ; [ 9.59574468 31.40425532],0
p11,1,0.776428,0.080643,[24 31] ; [20 23],[24.69387755 30.30612245] ; [19.30612245 23.69387755],0
s1,1,0.794278,0.067995,[ 6 49] ; [ 4 39],[ 5.6122449 49.3877551] ; [ 4.3877551 38.6122449],0
p1,1,0.794278,0.067995,[ 6 49] ; [ 4 39],[ 5.6122449 49.3877551] ; [ 4.3877551 38.6122449],0
a1,1,0.794278,0.067995,[ 6 49] ; [ 4 39],[ 5.6122449 49.3877551] ; [ 4.3877551 38.6122449],0
p6,1,0.796873,0.066253,[ 2 52] ; [ 2 40],[ 2.25 51.75] ; [ 1.75 40.25],0
p4,1,0.86879,0.02729,[10 45] ; [ 8 33],[10.3125 44.6875] ; [ 7.6875 33.3125],0
v1,1,0.878018,0.023557,[12 42] ; [ 9 34],[11.69072165 42.30927835] ; [ 9.30927835 33.69072165],0
n3,1,0.920167,0.010045,[13 10] ; [11  9],[12.8372093 10.1627907] ; [11.1627907  8.8372093],0
s3,1,0.93456,0.006742,[14 41] ; [11 31],[14.17525773 40.82474227] ; [10.82474227 31.17525773],0
s4,1,0.954977,0.003188,[ 4 51] ; [ 3 40],[ 3.92857143 51.07142857] ; [ 3.07142857 39.92857143],0
n6,1,0.983145,0.000446,[29 25] ; [23 20],[28.94845361 25.05154639] ; [23.05154639 19.94845361],0
