Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6.6e-05,15.922827,[67 58] ; [37  5],[77.84431138 47.15568862] ; [26.15568862 15.84431138],1
a8,1,0.206557,1.595393,[  5 112] ; [ 4 38],[  6.62264151 110.37735849] ; [ 2.37735849 39.62264151],0
u1,1,0.226161,1.464846,[ 12 117] ; [ 7 37],[ 14.16763006 114.83236994] ; [ 4.83236994 39.16763006],0
s8,1,0.270162,1.215924,[41 88] ; [18 26],[43.99421965 85.00578035] ; [15.00578035 28.99421965],0
p5,1,0.275843,1.187455,[  6 123] ; [ 4 40],[  7.4566474 121.5433526] ; [ 2.5433526 41.4566474],0
p10,1,0.31797,0.99728,[92 36] ; [35  9],[94.51162791 33.48837209] ; [32.48837209 11.51162791],0
b3,1,0.326573,0.962441,[16 44] ; [ 9 15],[17.85714286 42.14285714] ; [ 7.14285714 16.85714286],0
b2,1,0.326573,0.962441,[16 44] ; [ 9 15],[17.85714286 42.14285714] ; [ 7.14285714 16.85714286],0
v3,1,0.327964,0.956921,[32 91] ; [ 8 35],[29.63855422 93.36144578] ; [10.36144578 32.63855422],0
s1,1,0.422304,0.643896,[  1 128] ; [ 1 43],[  1.49132948 127.50867052] ; [ 0.50867052 43.49132948],0
a2,1,0.461699,0.541772,[ 15 114] ; [ 7 37],[ 16.40462428 112.59537572] ; [ 5.59537572 38.40462428],0
a6,1,0.462695,0.539368,[87 42] ; [27 17],[85.00578035 43.99421965] ; [28.99421965 15.00578035],0
a3,1,0.46505,0.533713,[75 53] ; [23 21],[72.93023256 55.06976744] ; [25.06976744 18.93023256],0
n6,1,0.506811,0.440647,[90 39] ; [27 15],[88.26315789 40.73684211] ; [28.73684211 13.26315789],0
d3,1,0.538978,0.377438,[92 37] ; [32 10],[93.54385965 35.45614035] ; [30.45614035 11.54385965],0
v4,1,0.553777,0.350593,[118   9] ; [42  2],[118.83040936   8.16959064] ; [41.16959064  2.83040936],0
p11,1,0.570953,0.32109,[91 38] ; [33 11],[92.46242775 36.53757225] ; [31.53757225 12.46242775],0
a7,1,0.599116,0.276332,[101  28] ; [32 11],[99.75 29.25] ; [33.25  9.75],0
d4,1,0.669337,0.182379,[100  28] ; [33 11],[98.97674419 29.02325581] ; [34.02325581  9.97674419],0
s6,1,0.721135,0.127407,[74 55] ; [26 17],[75. 54.] ; [25. 18.],0
u3,1,0.740538,0.109654,[30 22] ; [13  8],[30.63013699 21.36986301] ; [12.36986301  8.63013699],0
d5,1,0.772454,0.083617,[90 39] ; [31 12],[90.75 38.25] ; [30.25 12.75],0
n2,1,0.794533,0.067823,[31 13] ; [14  5],[31.42857143 12.57142857] ; [13.57142857  5.42857143],0
n3,1,0.829608,0.046313,[32 13] ; [13  6],[31.640625 13.359375] ; [13.359375  5.640625],0
n5,1,0.854503,0.033627,[46 83] ; [16 27],[46.5 82.5] ; [15.5 27.5],0
v2,1,0.883677,0.021407,[58 64] ; [21 22],[58.41212121 63.58787879] ; [20.58787879 22.41212121],0
a5,1,0.883762,0.021375,[72 57] ; [24 20],[71.58381503 57.41618497] ; [24.41618497 19.58381503],0
v1,1,0.902957,0.014866,[51 74] ; [18 25],[51.33928571 73.66071429] ; [17.66071429 25.33928571],0
d1,1,0.903341,0.014748,[60 69] ; [20 24],[59.65317919 69.34682081] ; [20.34682081 23.65317919],0
r3,1,0.908638,0.013169,[118  11] ; [40  4],[117.8150289  11.1849711] ; [40.1849711  3.8150289],0
s3,1,0.928751,0.007995,[63 65] ; [22 22],[63.25581395 64.74418605] ; [21.74418605 22.25581395],0
r2,1,0.937995,0.006051,[114  14] ; [39  5],[113.86046512  14.13953488] ; [39.13953488  4.86046512],0
r4,1,0.946486,0.004505,[102  27] ; [35  9],[102.15606936  26.84393064] ; [34.84393064  9.15606936],0
p9,1,0.974696,0.001006,[105  23] ; [36  8],[104.93023256  23.06976744] ; [36.06976744  7.93023256],0
d2,1,0.996542,1.9e-05,[41 88] ; [14 30],[41.01156069 87.98843931] ; [13.98843931 30.01156069],0
