Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.005451,7.723533,[35 17] ; [19 29],[28.08 23.92] ; [25.92 22.08],0
a3,1,0.007626,7.119332,[43  8] ; [29 19],[37.09090909 13.90909091] ; [34.90909091 13.09090909],0
s2,1,0.029096,4.761905,[39 13] ; [26 22],[33.8 18.2] ; [31.2 16.8],0
b3,1,0.032248,4.585282,[18 13] ; [10 22],[13.77777778 17.22222222] ; [14.22222222 17.77777778],0
b2,1,0.032248,4.585282,[18 13] ; [10 22],[13.77777778 17.22222222] ; [14.22222222 17.77777778],0
v4,1,0.035176,4.436596,[50  1] ; [40  6],[47.31958763  3.68041237] ; [42.68041237  3.31958763],0
n5,1,0.044824,4.025259,[39 12] ; [27 20],[34.34693878 16.65306122] ; [31.65306122 15.34693878],0
r4,1,0.045969,3.982736,[49  3] ; [39  9],[45.76  6.24] ; [42.24  5.76],0
p3,1,0.04778,3.917697,[19 33] ; [ 9 39],[14.56 37.44] ; [13.44 34.56],0
a5,1,0.071902,3.239063,[41 11] ; [30 18],[36.92 15.08] ; [34.08 13.92],0
n6,1,0.072868,3.217195,[40 11] ; [43  4],[43.19387755  7.80612245] ; [39.80612245  7.19387755],0
p10,1,0.07892,3.086994,[45  7] ; [34 13],[41.49494949 10.50505051] ; [37.50505051  9.49494949],0
p9,1,0.085151,2.963744,[46  6] ; [33 11],[42.79166667  9.20833333] ; [36.20833333  7.79166667],0
s8,1,0.086177,2.944373,[30 22] ; [19 28],[25.73737374 26.26262626] ; [23.26262626 23.73737374],0
r1,1,0.088875,2.894631,[45  7] ; [35 13],[41.6 10.4] ; [38.4  9.6],0
d4,1,0.117989,2.443809,[46  6] ; [36 11],[43.07070707  8.92929293] ; [38.92929293  8.07070707],0
s3,1,0.131005,2.280552,[37 13] ; [28 19],[33.50515464 16.49484536] ; [31.49484536 15.50515464],0
n4,1,0.134038,2.245108,[38 13] ; [29 19],[34.51515152 16.48484848] ; [32.48484848 15.51515152],0
a8,1,0.153706,2.035083,[10 37] ; [ 4 36],[ 7.56321839 39.43678161] ; [ 6.43678161 33.56321839],0
p12,1,0.154691,2.025368,[ 8 44] ; [ 3 44],[ 5.77777778 46.22222222] ; [ 5.22222222 41.77777778],0
u2,1,0.158834,1.985294,[5 4] ; [ 5 13],[3.33333333 5.66666667] ; [ 6.66666667 11.33333333],0
d5,1,0.159172,1.982076,[43  9] ; [34 14],[40.04 11.96] ; [36.96 11.04],0
r3,1,0.213347,1.54857,[49  3] ; [40  6],[47.2244898  4.7755102] ; [41.7755102  4.2244898],0
s4,1,0.246462,1.343246,[11 40] ; [15 32],[13.53061224 37.46938776] ; [12.46938776 34.53061224],0
a4,1,0.28581,1.139252,[25 27] ; [18 30],[22.36 29.64] ; [20.64 27.36],0
a7,1,0.285817,1.139221,[30 22] ; [32 15],[32.56565657 19.43434343] ; [29.43434343 17.56565657],0
v2,1,0.368807,0.807679,[29 20] ; [23 23],[26.82105263 22.17894737] ; [25.17894737 20.82105263],0
p6,1,0.389854,0.739396,[13 37] ; [ 9 39],[11.2244898 38.7755102] ; [10.7755102 37.2244898],0
v3,1,0.436318,0.605947,[17 34] ; [12 34],[15.24742268 35.75257732] ; [13.75257732 32.24742268],0
a6,1,0.443057,0.588353,[28 23] ; [30 18],[29.87878788 21.12121212] ; [28.12121212 19.87878788],0
p1,1,0.455727,0.556369,[ 7 45] ; [ 4 42],[ 5.83673469 46.16326531] ; [ 5.16326531 40.83673469],0
u1,1,0.471097,0.519402,[ 7 45] ; [ 9 39],[ 8.32 43.68] ; [ 7.68 40.32],0
u3,1,0.48338,0.491228,[6 3] ; [10  9],[5.14285714 3.85714286] ; [10.85714286  8.14285714],0
p5,1,0.555667,0.347262,[ 5 47] ; [ 3 44],[ 4.2020202 47.7979798] ; [ 3.7979798 43.2020202],0
s6,1,0.57972,0.306687,[43  9] ; [36 10],[41.91836735 10.08163265] ; [37.08163265  8.91836735],0
s7,1,0.581507,0.303805,[27 25] ; [27 20],[28.36363636 23.63636364] ; [25.63636364 21.36363636],0
a1,1,0.581607,0.303644,[ 2 50] ; [ 3 45],[ 2.6 49.4] ; [ 2.4 45.6],0
n3,1,0.624321,0.239841,[11  5] ; [10  3],[11.5862069  4.4137931] ; [9.4137931 3.5862069],0
b4,1,0.753974,0.098222,[33 19] ; [29 19],[32.24 19.76] ; [29.76 18.24],0
p2,1,0.763961,0.090171,[39 13] ; [34 13],[38.34343434 13.65656566] ; [34.65656566 12.34343434],0
a2,1,0.763994,0.090144,[11 41] ; [ 9 39],[10.4 41.6] ; [ 9.6 38.4],0
