Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.031818,4.608295,[3 6] ; [ 2 29],[1.125 7.875] ; [ 3.875 27.125],0
v3,1,0.042638,4.109677,[4 5] ; [ 4 26],[1.84615385 7.15384615] ; [ 6.15384615 23.84615385],0
a6,1,0.05833,3.584229,[7 2] ; [13 18],[4.5 4.5] ; [15.5 15.5],0
d3,1,0.095726,2.775349,[6 3] ; [11 20],[3.825 5.175] ; [13.175 17.825],0
v2,1,0.125952,2.341697,[4 5] ; [ 6 25],[2.25 6.75] ; [ 7.75 23.25],0
a3,1,0.140501,2.17246,[7 2] ; [15 15],[5.07692308 3.92307692] ; [16.92307692 13.07692308],0
d5,1,0.162156,1.954001,[7 2] ; [16 15],[5.175 3.825] ; [17.825 13.175],0
s6,1,0.195945,1.672341,[4 5] ; [ 7 24],[2.475 6.525] ; [ 8.525 22.475],0
n2,1,0.212296,1.555699,[2 1] ; [ 5 12],[1.05 1.95] ; [ 5.95 11.05],0
a5,1,0.255989,1.290323,[6 3] ; [14 17],[4.5 4.5] ; [15.5 15.5],0
s2,1,0.255989,1.290323,[3 6] ; [ 5 26],[1.8 7.2] ; [ 6.2 24.8],0
p3,1,0.255989,1.290323,[3 6] ; [ 5 26],[1.8 7.2] ; [ 6.2 24.8],0
b5,1,0.255989,1.290323,[6 3] ; [14 17],[4.5 4.5] ; [15.5 15.5],0
s7,1,0.302816,1.061751,[2 6] ; [ 3 25],[1.11111111 6.88888889] ; [ 3.88888889 24.11111111],0
n1,1,0.306488,1.045752,[2 1] ; [ 6 11],[1.2 1.8] ; [ 6.8 10.2],0
p7,1,0.352674,0.863812,[1 8] ; [ 8 23],[2.025 6.975] ; [ 6.975 24.025],0
d4,1,0.361282,0.833432,[7 2] ; [19 12],[5.85 3.15] ; [20.15 10.85],0
p2,1,0.376654,0.781593,[3 6] ; [ 6 25],[2.025 6.975] ; [ 6.975 24.025],0
d1,1,0.499822,0.455315,[4 5] ; [10 21],[3.15 5.85] ; [10.85 20.15],0
r4,1,0.511936,0.430108,[3 6] ; [ 7 24],[2.25 6.75] ; [ 7.75 23.25],0
n6,1,0.526452,0.401235,[2 7] ; [10 20],[2.76923077 6.23076923] ; [ 9.23076923 20.76923077],0
s3,1,0.526452,0.401235,[2 7] ; [10 20],[2.76923077 6.23076923] ; [ 9.23076923 20.76923077],0
n5,1,0.582513,0.302189,[4 5] ; [17 14],[4.725 4.275] ; [16.275 14.725],0
a7,1,0.582513,0.302189,[5 4] ; [14 17],[4.275 4.725] ; [14.725 16.275],0
r2,1,0.592704,0.286141,[6 3] ; [17 13],[5.30769231 3.69230769] ; [17.69230769 12.30769231],0
d2,1,0.639843,0.218947,[5 4] ; [14 16],[4.38461538 4.61538462] ; [14.61538462 15.38461538],0
n4,1,0.642835,0.215054,[6 3] ; [18 13],[5.4 3.6] ; [18.6 12.4],0
p11,1,0.656178,0.1982,[3 6] ; [ 8 23],[2.475 6.525] ; [ 8.525 22.475],0
a8,1,0.660768,0.192593,[1 8] ; [ 2 28],[0.69230769 8.30769231] ; [ 2.30769231 27.69230769],0
a4,1,0.674012,0.176944,[4 5] ; [11 19],[3.46153846 5.53846154] ; [11.53846154 18.46153846],0
p8,1,0.703273,0.145089,[2 7] ; [ 5 25],[1.61538462 7.38461538] ; [ 5.38461538 24.61538462],0
a1,1,0.710531,0.137747,[1 8] ; [ 5 26],[1.35 7.65] ; [ 4.65 26.35],0
s4,1,0.710531,0.137747,[1 8] ; [ 5 26],[1.35 7.65] ; [ 4.65 26.35],0
p4,1,0.826955,0.04779,[2 7] ; [ 8 23],[2.25 6.75] ; [ 7.75 23.25],0
p9,1,0.849842,0.035842,[2 7] ; [ 6 25],[1.8 7.2] ; [ 6.2 24.8],0
s1,1,0.886201,0.020481,[1 8] ; [ 4 27],[1.125 7.875] ; [ 3.875 27.125],0
s5,1,0.886201,0.020481,[1 8] ; [ 4 27],[1.125 7.875] ; [ 3.875 27.125],0
p1,1,0.886201,0.020481,[1 8] ; [ 4 27],[1.125 7.875] ; [ 3.875 27.125],0
r3,1,0.89337,0.017967,[4 5] ; [13 18],[3.825 5.175] ; [13.175 17.825],0
r1,1,0.89337,0.017967,[4 5] ; [13 18],[3.825 5.175] ; [13.175 17.825],0
p6,1,0.923233,0.009286,[1 8] ; [ 3 27],[0.92307692 8.07692308] ; [ 3.07692308 26.92307692],0
b2,1,0.935989,0.00645,[2 4] ; [ 6 13],[1.92 4.08] ; [ 6.08 12.92],0
b3,1,0.935989,0.00645,[2 4] ; [ 6 13],[1.92 4.08] ; [ 6.08 12.92],0
b4,1,0.969644,0.001448,[5 4] ; [17 14],[4.95 4.05] ; [17.05 13.95],0
b1,1,0.969644,0.001448,[5 4] ; [17 14],[4.95 4.05] ; [17.05 13.95],0
