Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,2.1e-05,18.090271,[ 89 140] ; [33 12],[101.96350365 127.03649635] ; [20.03649635 24.96350365],1
d1,1,0.00405,8.26136,[145  92] ; [42  9],[153.88541667  83.11458333] ; [33.11458333 17.88541667],0
n4,1,0.006124,7.513431,[214  23] ; [39 12],[208.19791667  28.80208333] ; [44.80208333  6.19791667],0
s2,1,0.008594,6.905231,[133 102] ; [39 12],[141.32867133  93.67132867] ; [30.67132867 20.32867133],0
p4,1,0.00945,6.735781,[186  51] ; [48  3],[192.5625  44.4375] ; [41.4375  9.5625],0
s6,1,0.010949,6.473634,[167  63] ; [44  5],[173.94265233  56.05734767] ; [37.05734767 11.94265233],0
r3,1,0.012741,6.204746,[230   6] ; [45  5],[226.92307692   9.07692308] ; [48.07692308  1.92307692],0
v3,1,0.023808,5.108595,[108 123] ; [15 36],[100.75531915 130.24468085] ; [22.24468085 28.75531915],0
p8,1,0.032817,4.555289,[158  77] ; [42  9],[164.33566434  70.66433566] ; [35.66433566 15.33566434],0
a8,1,0.038776,4.270638,[ 38 176] ; [ 3 47],[ 33.23484848 180.76515152] ; [ 7.76515152 42.23484848],0
v2,1,0.047715,3.919982,[147  86] ; [24 26],[140.78798587  92.21201413] ; [30.21201413 19.78798587],0
d3,1,0.050573,3.822358,[167  70] ; [42  8],[172.58885017  64.41114983] ; [36.41114983 13.58885017],0
d2,1,0.085601,2.955205,[122 115] ; [33 18],[127.55208333 109.44791667] ; [27.44791667 23.55208333],0
v1,1,0.107662,2.588202,[152  82] ; [27 24],[146.96842105  87.03157895] ; [32.03157895 18.96842105],0
p10,1,0.109331,2.563864,[201  33] ; [48  3],[204.44210526  29.55789474] ; [44.55789474  6.44210526],0
b2,1,0.120188,2.414866,[78 82] ; [10 20],[74.10526316 85.89473684] ; [13.89473684 16.10526316],0
b3,1,0.120188,2.414866,[78 82] ; [10 20],[74.10526316 85.89473684] ; [13.89473684 16.10526316],0
s7,1,0.124176,2.363846,[140  84] ; [37 13],[144.70072993  79.29927007] ; [32.29927007 17.70072993],0
a5,1,0.150891,2.063225,[183  54] ; [44  7],[186.80208333  50.19791667] ; [40.19791667 10.80208333],0
s1,1,0.151798,2.05409,[  8 227] ; [ 4 47],[  9.86013986 225.13986014] ; [ 2.13986014 48.86013986],0
s3,1,0.172021,1.865245,[137  98] ; [35 16],[141.32867133  93.67132867] ; [30.67132867 20.32867133],0
u2,1,0.215859,1.531689,[33 24] ; [6 9],[30.875 26.125] ; [8.125 6.875],0
p7,1,0.236249,1.402839,[194  38] ; [46  5],[196.74911661  35.25088339] ; [43.25088339  7.74911661],0
p1,1,0.262403,1.256037,[ 32 205] ; [10 41],[ 34.5625 202.4375] ; [ 7.4375 43.5625],0
a1,1,0.270577,1.213822,[ 20 217] ; [ 2 49],[ 18.10416667 218.89583333] ; [ 3.89583333 47.10416667],0
s8,1,0.287391,1.131804,[133 102] ; [33 18],[136.3986014  98.6013986] ; [29.6013986 21.3986014],0
p3,1,0.325929,0.965004,[155  82] ; [37 14],[158.  79.] ; [34. 17.],0
b4,1,0.335395,0.927955,[136 101] ; [33 18],[139.07291667  97.92708333] ; [29.92708333 21.07291667],0
a3,1,0.365717,0.818166,[180  55] ; [36 15],[177.48251748  57.51748252] ; [38.51748252 12.48251748],0
u1,1,0.395713,0.721316,[ 52 185] ; [14 37],[ 54.3125 182.6875] ; [11.6875 39.3125],0
a2,1,0.40954,0.680135,[ 61 176] ; [16 35],[ 63.36458333 173.63541667] ; [13.63541667 37.36458333],0
d4,1,0.435659,0.60769,[198  38] ; [45  6],[199.81881533  36.18118467] ; [43.18118467  7.81881533],0
n5,1,0.44219,0.590592,[200  36] ; [41 10],[198.17421603  37.82578397] ; [42.82578397  8.17421603],0
a4,1,0.490313,0.475838,[117 119] ; [28 23],[119.23344948 116.76655052] ; [25.76655052 25.23344948],0
u4,1,0.515736,0.422411,[  9 228] ; [ 1 50],[  8.22916667 228.77083333] ; [ 1.77083333 49.22916667],0
n1,1,0.528558,0.397163,[21 26] ; [3 6],[20.14285714 26.85714286] ; [3.85714286 5.14285714],0
p9,1,0.536388,0.382276,[216  20] ; [48  3],[217.08710801  18.91289199] ; [46.91289199  4.08710801],0
p12,1,0.577563,0.310191,[ 30 205] ; [ 8 43],[ 31.22377622 203.77622378] ; [ 6.77622378 44.22377622],0
p5,1,0.579736,0.306661,[ 50 187] ; [ 9 42],[ 48.55208333 188.44791667] ; [10.44791667 40.55208333],0
r1,1,0.581036,0.304562,[192  45] ; [43  8],[193.38541667  43.61458333] ; [41.61458333  9.38541667],0
v4,1,0.595427,0.281948,[228   8] ; [50  1],[228.59930314   7.40069686] ; [49.40069686  1.59930314],0
a6,1,0.604966,0.267571,[153  83] ; [35 16],[154.59233449  81.40766551] ; [33.40766551 17.59233449],0
b5,1,0.65538,0.199185,[136 101] ; [31 20],[137.42708333  99.57291667] ; [29.57291667 21.42708333],0
r4,1,0.69275,0.156124,[222  15] ; [47  4],[221.36458333  15.63541667] ; [47.63541667  3.36458333],0
p11,1,0.695261,0.153449,[196  41] ; [41 10],[195.03125  41.96875] ; [41.96875  9.03125],0
r2,1,0.700524,0.147928,[227   7] ; [49  1],[227.4084507   6.5915493] ; [48.5915493  1.4084507],0
n3,1,0.709891,0.138386,[33 13] ; [7 2],[33.45454545 12.54545455] ; [6.54545455 2.45454545],0
p2,1,0.72829,0.120688,[213  24] ; [45  6],[212.3125  24.6875] ; [45.6875  5.3125],0
a7,1,0.801509,0.063199,[174  62] ; [36 14],[173.28671329  62.71328671] ; [36.71328671 13.28671329],0
n2,1,0.832137,0.044928,[33 14] ; [6 3],[32.73214286 14.26785714] ; [6.26785714 2.73214286],0
u3,1,0.859404,0.031376,[35 21] ; [9 6],[34.70422535 21.29577465] ; [9.29577465 5.70422535],0
b1,1,0.952806,0.003503,[ 94 143] ; [20 31],[ 93.8125 143.1875] ; [20.1875 30.8125],0
d5,1,0.972774,0.001165,[194  42] ; [41  9],[193.91608392  42.08391608] ; [41.08391608  8.91608392],0
