Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3.8e-05,16.952632,[45 77] ; [149 101],[63.62365591 58.37634409] ; [130.37634409 119.62365591],1
p3,1,0.000637,11.663632,[47 74] ; [146 107],[62.44117647 58.55882353] ; [130.55882353 122.44117647],1
n4,1,0.001458,10.130715,[81 41] ; [208  48],[93.27513228 28.72486772] ; [195.72486772  60.27513228],0
p7,1,0.001633,9.922689,[66 53] ; [180  70],[79.33333333 39.66666667] ; [166.66666667  83.33333333],0
n5,1,0.003449,8.553081,[79 42] ; [203  53],[90.50928382 30.49071618] ; [191.49071618  64.50928382],0
r3,1,0.005004,7.878068,[104  17] ; [240  14],[110.99733333  10.00266667] ; [233.00266667  20.99733333],0
p4,1,0.005712,7.638899,[59 62] ; [162  92],[71.30933333 49.69066667] ; [149.69066667 104.30933333],0
s4,1,0.023245,5.150085,[29 93] ; [ 36 216],[ 21.20320856 100.79679144] ; [ 43.79679144 208.20320856],0
a5,1,0.02955,4.735311,[81 41] ; [197  59],[89.72486772 32.27513228] ; [188.27513228  67.72486772],0
n1,1,0.0477,3.920521,[14 28] ; [24 20],[18.55813953 23.44186047] ; [19.44186047 24.55813953],0
p5,1,0.047742,3.919037,[  9 112] ; [ 37 216],[ 14.88235294 106.11764706] ; [ 31.11764706 221.88235294],0
s5,1,0.054343,3.702126,[48 66] ; [ 78 168],[39.9 74.1] ; [ 86.1 159.9],0
u2,1,0.081628,3.032176,[17 20] ; [42 24],[21.19417476 15.80582524] ; [37.80582524 28.19417476],0
a7,1,0.090402,2.867199,[88 33] ; [163  92],[80.77393617 40.22606383] ; [170.22606383  84.77393617],0
p2,1,0.096397,2.764163,[91 30] ; [208  44],[96.99463807 24.00536193] ; [202.00536193  49.99463807],0
p9,1,0.119297,2.426529,[107  14] ; [207  45],[101.86058981  19.13941019] ; [212.13941019  39.86058981],0
r4,1,0.127142,2.327059,[99 23] ; [223  33],[103.92592593  18.07407407] ; [218.07407407  37.92592593],0
s2,1,0.147814,2.094662,[70 52] ; [125 128],[63.44 58.56] ; [131.56 121.44],0
b5,1,0.162306,1.952613,[76 46] ; [140 116],[69.71428571 52.28571429] ; [146.28571429 109.71428571],0
d3,1,0.177431,1.819008,[84 36] ; [161  95],[78.19148936 41.80851064] ; [166.80851064  89.19148936],0
a8,1,0.188465,1.729579,[10 99] ; [ 34 205],[13.7816092 95.2183908] ; [ 30.2183908 208.7816092],0
s1,1,0.226471,1.462888,[  7 114] ; [  8 245],[  4.85294118 116.14705882] ; [ 10.14705882 242.85294118],0
r2,1,0.232546,1.425221,[113   7] ; [229  24],[110.02680965   9.97319035] ; [231.97319035  21.02680965],0
