Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.000136,14.554028,[2 2] ; [ 17 308],[0.23100304 3.76899696] ; [ 18.76899696 306.23100304],1
a1,1,0.021648,5.273831,[1 3] ; [ 11 315],[0.14545455 3.85454545] ; [ 11.85454545 314.14545455],0
s6,1,0.119495,2.423932,[1 3] ; [202 119],[2.49846154 1.50153846] ; [200.50153846 120.49846154],0
r3,1,0.124475,2.360091,[3 1] ; [306  20],[3.74545455 0.25454545] ; [305.25454545  20.74545455],0
p9,1,0.133699,2.24902,[2 2] ; [256  63],[3.19504644 0.80495356] ; [254.80495356  64.19504644],0
v2,1,0.142069,2.1554,[1 3] ; [190 121],[2.42539683 1.57460317] ; [188.57460317 122.42539683],0
v4,1,0.155264,2.019761,[3 1] ; [303  22],[3.72036474 0.27963526] ; [302.27963526  22.72036474],0
b4,1,0.158756,1.986036,[1 3] ; [195 131],[2.37575758 1.62424242] ; [193.62424242 132.37575758],0
p8,1,0.185249,1.755005,[3 1] ; [135 186],[1.69846154 2.30153846] ; [136.30153846 184.69846154],0
s3,1,0.251993,1.312223,[1 3] ; [172 148],[2.13580247 1.86419753] ; [170.86419753 149.13580247],0
p3,1,0.386035,0.751393,[2 1] ; [136 189],[1.26219512 1.73780488] ; [136.73780488 188.26219512],0
a4,1,0.443396,0.587478,[3 1] ; [181 143],[2.24390244 1.75609756] ; [181.75609756 142.24390244],0
s7,1,0.445657,0.581673,[2 1] ; [138 171],[1.34615385 1.65384615] ; [138.65384615 170.34615385],0
s4,1,0.464702,0.534546,[1 3] ; [ 41 282],[0.51376147 3.48623853] ; [ 41.48623853 281.51376147],0
r4,1,0.47431,0.511918,[3 1] ; [284  42],[3.47878788 0.52121212] ; [283.52121212  42.47878788],0
s8,1,0.493852,0.468123,[1 3] ; [136 188],[1.67073171 2.32926829] ; [135.32926829 188.67073171],0
a2,1,0.504,0.446503,[2 2] ; [111 215],[1.36969697 2.63030303] ; [111.63030303 214.36969697],0
v3,1,0.505385,0.44361,[1 3] ; [127 179],[1.6516129 2.3483871] ; [126.3483871 179.6516129],0
r1,1,0.616628,0.250636,[3 1] ; [272  51],[3.36391437 0.63608563] ; [271.63608563  51.36391437],0
b5,1,0.634541,0.225953,[3 1] ; [207 119],[2.54545455 1.45454545] ; [207.45454545 118.54545455],0
b1,1,0.668764,0.183052,[1 3] ; [115 211],[1.40606061 2.59393939] ; [114.59393939 211.40606061],0
n6,1,0.68807,0.161182,[3 1] ; [267  56],[3.30275229 0.69724771] ; [266.69724771  56.30275229],0
s5,1,0.802906,0.062294,[1 3] ; [ 97 218],[1.22884013 2.77115987] ; [ 96.77115987 218.22884013],0
p10,1,0.847508,0.036979,[3 1] ; [255  68],[3.1559633 0.8440367] ; [254.8440367  68.1559633],0
a7,1,0.889004,0.019478,[3 1] ; [254  72],[3.11515152 0.88484848] ; [253.88484848  72.11515152],0
b2,1,0.894051,0.017737,[1 2] ; [ 76 129],[1.11057692 1.88942308] ; [ 75.88942308 129.11057692],0
b3,1,0.894051,0.017737,[1 2] ; [ 76 129],[1.11057692 1.88942308] ; [ 75.88942308 129.11057692],0
p11,1,0.924999,0.008862,[3 1] ; [251  75],[3.07878788 0.92121212] ; [250.92121212  75.07878788],0
p2,1,0.930477,0.007612,[3 1] ; [249  75],[3.07317073 0.92682927] ; [248.92682927  75.07317073],0
u1,1,0.948503,0.004171,[1 3] ; [ 77 249],[0.94545455 3.05454545] ; [ 77.05454545 248.94545455],0
s2,1,0.960602,0.00244,[2 2] ; [157 165],[1.95092025 2.04907975] ; [157.04907975 164.95092025],0
p4,1,0.970631,0.001355,[2 2] ; [165 159],[2.03658537 1.96341463] ; [164.96341463 159.03658537],0
p7,1,0.980053,0.000625,[2 2] ; [161 157],[2.02484472 1.97515528] ; [160.97515528 157.02484472],0
