Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4.7e-05,16.547611,[73 32] ; [18 33],[61.25 43.75] ; [29.75 21.25],1
v4,1,0.001733,9.812658,[98  7] ; [37 12],[92.04545455 12.95454545] ; [42.95454545  6.04545455],0
s6,1,0.013527,6.098826,[54 49] ; [16 35],[46.81818182 56.18181818] ; [23.18181818 27.81818182],0
p11,1,0.014572,5.967466,[61 44] ; [19 32],[53.84615385 51.15384615] ; [26.15384615 24.84615385],0
r4,1,0.024535,5.056423,[90 15] ; [36 15],[84.80769231 20.19230769] ; [41.19230769  9.80769231],0
b5,1,0.026833,4.901499,[65 40] ; [22 29],[58.55769231 46.44230769] ; [28.44230769 22.55769231],0
n4,1,0.029825,4.719328,[76 29] ; [28 23],[70. 35.] ; [34. 17.],0
s7,1,0.035148,4.437986,[37 63] ; [ 9 37],[31.50684932 68.49315068] ; [14.49315068 31.50684932],0
u1,1,0.039795,4.226619,[19 86] ; [ 3 48],[14.80769231 90.19230769] ; [ 7.19230769 43.80769231],0
a7,1,0.047294,3.934889,[72 32] ; [27 24],[66.42580645 37.57419355] ; [32.57419355 18.42580645],0
r3,1,0.050717,3.817578,[95  9] ; [41 10],[91.2516129 12.7483871] ; [44.7483871  6.2516129],0
p6,1,0.076507,3.137595,[25 78] ; [ 6 44],[20.86928105 82.13071895] ; [10.13071895 39.86928105],0
s8,1,0.088282,2.905416,[29 74] ; [ 8 43],[24.74675325 78.25324675] ; [12.25324675 38.74675325],0
p10,1,0.097265,2.749818,[31 72] ; [ 9 42],[26.75324675 76.24675325] ; [13.24675325 37.75324675],0
p7,1,0.121106,2.40296,[52 51] ; [19 32],[47.48701299 55.51298701] ; [23.51298701 27.48701299],0
v3,1,0.159305,1.980814,[38 66] ; [12 36],[34.21052632 69.78947368] ; [15.78947368 32.21052632],0
s5,1,0.170708,1.876717,[24 78] ; [ 7 43],[20.80263158 81.19736842] ; [10.19736842 39.80263158],0
d1,1,0.186099,1.748231,[53 52] ; [20 31],[49.13461538 55.86538462] ; [23.86538462 27.13461538],0
p4,1,0.194336,1.68444,[46 58] ; [17 34],[42.27096774 61.72903226] ; [20.72903226 30.27096774],0
v2,1,0.243713,1.358988,[46 57] ; [17 32],[42.69078947 60.30921053] ; [20.30921053 28.69078947],0
a8,1,0.254163,1.300274,[ 9 85] ; [ 2 46],[ 7.28169014 86.71830986] ; [ 3.71830986 44.28169014],0
p2,1,0.341069,0.906411,[64 41] ; [27 24],[61.25 43.75] ; [29.75 21.25],0
u3,1,0.341431,0.905051,[23 21] ; [13  7],[24.75 19.25] ; [11.25  8.75],0
d4,1,0.36107,0.834167,[78 26] ; [34 16],[75.63636364 28.36363636] ; [36.36363636 13.63636364],0
s3,1,0.365278,0.819666,[45 59] ; [26 25],[47.63870968 56.36129032] ; [23.36129032 27.63870968],0
n1,1,0.376838,0.780992,[15 18] ; [ 7 14],[13.44444444 19.55555556] ; [ 8.55555556 12.44444444],0
p8,1,0.390851,0.736294,[36 69] ; [14 37],[33.65384615 71.34615385] ; [16.34615385 34.65384615],0
s2,1,0.398209,0.713728,[37 65] ; [15 36],[34.66666667 67.33333333] ; [17.33333333 33.66666667],0
a2,1,0.409806,0.679362,[20 85] ; [ 7 44],[18.17307692 86.82692308] ; [ 8.82692308 42.17307692],0
v1,1,0.411595,0.67419,[40 65] ; [16 35],[37.69230769 67.30769231] ; [18.30769231 32.69230769],0
u2,1,0.472135,0.516974,[19 23] ; [11  9],[20.32258065 21.67741935] ; [ 9.67741935 10.32258065],0
n2,1,0.492468,0.47113,[23 10] ; [14  9],[21.80357143 11.19642857] ; [15.19642857  7.80357143],0
a6,1,0.496911,0.461527,[62 43] ; [33 18],[63.94230769 41.05769231] ; [31.05769231 19.94230769],0
s4,1,0.514599,0.424705,[16 86] ; [ 6 45],[14.66666667 87.33333333] ; [ 7.33333333 43.66666667],0
a5,1,0.570901,0.321176,[63 42] ; [33 18],[64.61538462 40.38461538] ; [31.38461538 19.61538462],0
a1,1,0.610593,0.259312,[ 6 99] ; [ 4 47],[ 6.73076923 98.26923077] ; [ 3.26923077 47.73076923],0
d3,1,0.625315,0.238468,[64 41] ; [29 22],[62.59615385 42.40384615] ; [30.40384615 20.59615385],0
b4,1,0.711422,0.136861,[65 40] ; [30 21],[63.94230769 41.05769231] ; [31.05769231 19.94230769],0
b2,1,0.71719,0.131201,[20 43] ; [ 9 23],[19.23157895 43.76842105] ; [ 9.76842105 22.23157895],0
b3,1,0.71719,0.131201,[20 43] ; [ 9 23],[19.23157895 43.76842105] ; [ 9.76842105 22.23157895],0
d5,1,0.718894,0.129555,[77 28] ; [36 15],[76.05769231 28.94230769] ; [36.94230769 14.05769231],0
a3,1,0.748739,0.102594,[61 44] ; [31 20],[61.92307692 43.07692308] ; [30.07692308 20.92307692],0
s1,1,0.774589,0.082012,[ 7 97] ; [ 4 46],[ 7.42857143 96.57142857] ; [ 3.57142857 46.42857143],0
n3,1,0.800657,0.063754,[20 13] ; [12  9],[19.55555556 13.44444444] ; [12.44444444  8.55555556],0
r1,1,0.819507,0.052066,[82 23] ; [39 12],[81.44230769 23.55769231] ; [39.55769231 11.44230769],0
p1,1,0.933885,0.006882,[ 8 97] ; [ 4 46],[ 8.12903226 96.87096774] ; [ 3.87096774 46.12903226],0
