Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,4.4e-05,16.669449,[33 19] ; [ 6 27],[23.85882353 28.14117647] ; [15.14117647 17.85882353],1
p2,1,5.1e-05,16.396609,[47  5] ; [17 16],[39.15294118 12.84705882] ; [24.84705882  8.15294118],1
p4,1,0.000218,13.67078,[34 18] ; [ 8 25],[25.69411765 26.30588235] ; [16.30588235 16.69411765],1
p8,1,0.000461,12.266827,[30 22] ; [ 6 26],[22.28571429 29.71428571] ; [13.71428571 18.28571429],1
p10,1,0.003011,8.800951,[44  7] ; [19 14],[38.25 12.75] ; [24.75  8.25],0
p6,1,0.010993,6.466431,[24 25] ; [ 7 26],[18.52439024 30.47560976] ; [12.47560976 20.52439024],0
v1,1,0.024901,5.030777,[19 32] ; [20 12],[23.96385542 27.03614458] ; [15.03614458 16.96385542],0
p11,1,0.030799,4.664148,[40 12] ; [18 15],[35.48235294 16.51764706] ; [22.51764706 10.48235294],0
n3,1,0.050694,3.818346,[13  1] ; [6 4],[11.08333333  2.91666667] ; [7.91666667 2.08333333],0
n6,1,0.058003,3.593583,[38 13] ; [18 15],[34. 17.] ; [22. 11.],0
p9,1,0.071169,3.255855,[44  8] ; [21 10],[40.72289157 11.27710843] ; [24.27710843  6.72289157],0
v4,1,0.135082,2.23311,[49  3] ; [27  5],[47.04761905  4.95238095] ; [28.95238095  3.04761905],0
r4,1,0.143515,2.13986,[48  4] ; [27  6],[45.88235294  6.11764706] ; [29.11764706  3.88235294],0
a5,1,0.184767,1.758856,[40 12] ; [21 12],[37.31764706 14.68235294] ; [23.68235294  9.31764706],0
d3,1,0.240866,1.375516,[42 10] ; [23 10],[39.76470588 12.23529412] ; [25.23529412  7.76470588],0
s8,1,0.314476,1.011782,[31 21] ; [16 17],[28.75294118 23.24705882] ; [18.24705882 14.75294118],0
a7,1,0.340526,0.908451,[41 11] ; [23 10],[39.15294118 12.84705882] ; [24.84705882  8.15294118],0
b1,1,0.37573,0.784627,[19 33] ; [ 9 24],[17.12941176 34.87058824] ; [10.87058824 22.12941176],0
u2,1,0.435488,0.608144,[8 3] ; [7 1],[8.68421053 2.31578947] ; [6.31578947 1.68421053],0
n4,1,0.450763,0.568734,[28 24] ; [15 18],[26.30588235 25.69411765] ; [16.69411765 16.30588235],0
v2,1,0.486234,0.484848,[26 24] ; [18 12],[27.5 22.5] ; [16.5 13.5],0
a3,1,0.516895,0.420085,[41 11] ; [24  9],[39.76470588 12.23529412] ; [25.23529412  7.76470588],0
r2,1,0.549811,0.357656,[48  3] ; [29  3],[47.31325301  3.68674699] ; [29.68674699  2.31325301],0
b3,1,0.598881,0.276687,[14 23] ; [ 9 11],[14.92982456 22.07017544] ; [ 8.07017544 11.92982456],0
b2,1,0.598881,0.276687,[14 23] ; [ 9 11],[14.92982456 22.07017544] ; [ 8.07017544 11.92982456],0
n1,1,0.621685,0.243506,[5 9] ; [5 6],[5.6 8.4] ; [4.4 6.6],0
u1,1,0.653585,0.201411,[ 9 43] ; [ 7 26],[ 9.78823529 42.21176471] ; [ 6.21176471 26.78823529],0
a8,1,0.654994,0.199662,[ 5 43] ; [ 4 25],[ 5.61038961 42.38961039] ; [ 3.38961039 25.61038961],0
n2,1,0.67844,0.171887,[10  4] ; [7 4],[9.52 4.48] ; [7.48 3.52],0
b4,1,0.680152,0.169954,[34 18] ; [23 10],[34.87058824 17.12941176] ; [22.12941176 10.87058824],0
a6,1,0.680152,0.169954,[34 18] ; [23 10],[34.87058824 17.12941176] ; [22.12941176 10.87058824],0
s4,1,0.680152,0.169954,[18 34] ; [10 23],[17.12941176 34.87058824] ; [10.87058824 22.12941176],0
a2,1,0.688251,0.160985,[13 39] ; [ 7 26],[12.23529412 39.76470588] ; [ 7.76470588 25.23529412],0
s5,1,0.713534,0.134773,[21 28] ; [12 19],[20.2125 28.7875] ; [12.7875 18.2125],0
b5,1,0.775504,0.081329,[30 22] ; [18 15],[29.36470588 22.63529412] ; [18.63529412 14.36470588],0
s2,1,0.79023,0.070763,[30 22] ; [20 13],[30.58823529 21.41176471] ; [19.41176471 13.58823529],0
v3,1,0.80075,0.063694,[15 34] ; [10 20],[15.50632911 33.49367089] ; [ 9.49367089 20.50632911],0
u3,1,0.822187,0.050505,[9 2] ; [7 2],[8.8 2.2] ; [7.2 1.8],0
d5,1,0.827374,0.047555,[45  7] ; [28  5],[44.65882353  7.34117647] ; [28.34117647  4.65882353],0
d4,1,0.827374,0.047555,[45  7] ; [28  5],[44.65882353  7.34117647] ; [28.34117647  4.65882353],0
s3,1,0.869438,0.027018,[34 18] ; [21 12],[33.64705882 18.35294118] ; [21.35294118 11.64705882],0
d2,1,0.891691,0.018541,[26 26] ; [17 16],[26.30588235 25.69411765] ; [16.69411765 16.30588235],0
p1,1,0.913421,0.011821,[ 5 46] ; [ 3 30],[ 4.85714286 46.14285714] ; [ 3.14285714 29.85714286],0
a4,1,0.927603,0.008256,[21 31] ; [13 20],[20.8 31.2] ; [13.2 19.8],0
s6,1,0.937095,0.006229,[39 13] ; [25  8],[39.15294118 12.84705882] ; [24.84705882  8.15294118],0
r1,1,0.937095,0.006229,[39 13] ; [25  8],[39.15294118 12.84705882] ; [24.84705882  8.15294118],0
d1,1,0.991544,0.000112,[30 22] ; [19 14],[29.97647059 22.02352941] ; [19.02352941 13.97647059],0
