Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.00067,11.571572,[1 2] ; [35  2],[2.7 0.3] ; [33.3  3.7],1
p2,1,0.010397,6.565657,[1 2] ; [32  4],[2.53846154 0.46153846] ; [30.46153846  5.53846154],0
p10,1,0.022102,5.237723,[1 2] ; [31  5],[2.46153846 0.53846154] ; [29.53846154  6.46153846],0
n6,1,0.032294,4.582802,[1 2] ; [32  6],[2.41463415 0.58536585] ; [30.58536585  7.41463415],0
p11,1,0.032294,4.582802,[1 2] ; [32  6],[2.41463415 0.58536585] ; [30.58536585  7.41463415],0
r2,1,0.072277,3.230532,[2 1] ; [36  2],[2.7804878 0.2195122] ; [35.2195122  2.7804878],0
r1,1,0.076531,3.137068,[1 2] ; [30  8],[2.26829268 0.73170732] ; [28.73170732  9.26829268],0
p9,1,0.08311,3.003003,[1 2] ; [29  8],[2.25 0.75] ; [27.75  9.25],0
v1,1,0.247538,1.337143,[1 2] ; [24 12],[1.92307692 1.07692308] ; [23.07692308 12.92307692],0
p1,1,0.355149,0.854973,[1 2] ; [ 5 32],[0.45 2.55] ; [ 5.55 31.45],0
a4,1,0.409217,0.681075,[2 1] ; [16 22],[1.31707317 1.68292683] ; [16.68292683 21.31707317],0
p3,1,0.432851,0.615161,[1 2] ; [21 16],[1.65 1.35] ; [20.35 16.65],0
d5,1,0.436884,0.604452,[2 1] ; [32  6],[2.48780488 0.51219512] ; [31.51219512  6.48780488],0
b1,1,0.519718,0.414453,[2 1] ; [18 20],[1.46341463 1.53658537] ; [18.53658537 19.46341463],0
d3,1,0.766543,0.088149,[2 1] ; [22 16],[1.75609756 1.24390244] ; [22.24390244 15.75609756],0
n4,1,0.791701,0.06975,[2 1] ; [28 10],[2.19512195 0.80487805] ; [27.80487805 10.19512195],0
a3,1,0.813997,0.055353,[2 1] ; [27 10],[2.175 0.825] ; [26.825 10.175],0
a7,1,0.833748,0.044057,[2 1] ; [23 15],[1.82926829 1.17073171] ; [23.17073171 14.82926829],0
b5,1,0.872299,0.025837,[1 2] ; [11 27],[0.87804878 2.12195122] ; [11.12195122 26.87804878],0
a5,1,0.872299,0.025837,[2 1] ; [27 11],[2.12195122 0.87804878] ; [26.87804878 11.12195122],0
a6,1,0.903319,0.014755,[2 1] ; [24 14],[1.90243902 1.09756098] ; [24.09756098 13.90243902],0
d1,1,0.903319,0.014755,[2 1] ; [24 14],[1.90243902 1.09756098] ; [24.09756098 13.90243902],0
s3,1,0.974439,0.001027,[1 2] ; [12 25],[0.975 2.025] ; [12.025 24.975],0
n5,1,0.975393,0.000951,[2 1] ; [25 13],[1.97560976 1.02439024] ; [25.02439024 12.97560976],0
b4,1,0.975393,0.000951,[2 1] ; [25 13],[1.97560976 1.02439024] ; [25.02439024 12.97560976],0
