Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.523274,[316  15] ; [4 4],[312.44837758  18.55162242] ; [7.55162242 0.44837758],1
r1,1,0.006154,7.504602,[281  48] ; [4 4],[278.23442136  50.76557864] ; [6.76557864 1.23442136],0
b5,1,0.00928,6.768075,[227 104] ; [2 6],[223.59587021 107.40412979] ; [5.40412979 2.59587021],0
d4,1,0.020335,5.382915,[293  36] ; [5 3],[290.92581602  38.07418398] ; [7.07418398 0.92581602],0
s6,1,0.021045,5.323051,[286  42] ; [4 3],[283.94029851  44.05970149] ; [6.05970149 0.94029851],0
a4,1,0.048464,3.893816,[158 173] ; [1 7],[155.24778761 175.75221239] ; [3.75221239 4.24778761],0
s8,1,0.059262,3.557913,[192 137] ; [2 6],[189.39465875 139.60534125] ; [4.60534125 3.39465875],0
a5,1,0.070684,3.26707,[256  75] ; [4 4],[253.86430678  77.13569322] ; [6.13569322 1.86430678],0
p11,1,0.075117,3.16751,[255  76] ; [4 4],[252.8879056  78.1120944] ; [6.1120944 1.8879056],0
v1,1,0.077193,3.123032,[180 139] ; [2 6],[177.54740061 141.45259939] ; [4.45259939 3.54740061],0
p4,1,0.080244,3.059959,[220 108] ; [3 5],[217.69047619 110.30952381] ; [5.30952381 2.69047619],0
p7,1,0.095393,2.780932,[209 108] ; [3 5],[206.78153846 110.21846154] ; [5.21846154 2.78153846],0
b1,1,0.133497,2.251361,[121 210] ; [5 3],[123.02654867 207.97345133] ; [2.97345133 5.02654867],0
p9,1,0.163388,1.942585,[292  32] ; [6 2],[290.81927711  33.18072289] ; [7.18072289 0.81927711],0
p8,1,0.185181,1.755544,[176 151] ; [2 5],[174.26946108 152.73053892] ; [3.73053892 3.26946108],0
u3,1,0.187312,1.738637,[59 26] ; [1 2],[57.95454545 27.04545455] ; [2.04545455 0.95454545],0
a2,1,0.216918,1.524644,[110 221] ; [1 7],[108.38053097 222.61946903] ; [2.61946903 5.38053097],0
d3,1,0.227127,1.458766,[263  66] ; [5 3],[261.6379822  67.3620178] ; [6.3620178 1.6379822],0
d1,1,0.256179,1.289288,[228 103] ; [4 4],[226.52507375 104.47492625] ; [5.47492625 2.52507375],0
p10,1,0.297826,1.083904,[286  41] ; [6 2],[285.02686567  41.97313433] ; [6.97313433 1.02686567],0
n4,1,0.303246,1.059864,[257  73] ; [5 3],[255.79881657  74.20118343] ; [6.20118343 1.79881657],0
n6,1,0.329243,0.951873,[285  43] ; [6 2],[284.07142857  43.92857143] ; [6.92857143 1.07142857],0
s1,1,0.33443,0.931668,[ 16 310] ; [1 7],[ 16.59281437 309.40718563] ; [0.40718563 7.59281437],0
u1,1,0.338039,0.917854,[ 92 239] ; [1 7],[ 90.80530973 240.19469027] ; [2.19469027 5.80530973],0
n3,1,0.34156,0.904566,[51 14] ; [1 1],[50.44776119 14.55223881] ; [1.55223881 0.44776119],0
v3,1,0.35163,0.867567,[130 184] ; [2 6],[128.72049689 185.27950311] ; [3.27950311 4.72049689],0
s7,1,0.36238,0.829627,[215 103] ; [3 3],[213.96296296 104.03703704] ; [4.03703704 1.96296296],0
a6,1,0.370066,0.803443,[250  78] ; [5 3],[248.92857143  79.07142857] ; [6.07142857 1.92857143],0
p2,1,0.375853,0.784222,[284  46] ; [6 2],[283.13609467  46.86390533] ; [6.86390533 1.13609467],0
b4,1,0.413242,0.669454,[201 130] ; [6 2],[202.11504425 128.88495575] ; [4.88495575 3.11504425],0
a3,1,0.467908,0.526911,[244  86] ; [5 3],[243.10650888  86.89349112] ; [5.89349112 2.10650888],0
d5,1,0.501374,0.452027,[276  53] ; [6 2],[275.30563798  53.69436202] ; [6.69436202 1.30563798],0
d2,1,0.620145,0.245664,[176 152] ; [5 3],[176.69047619 151.30952381] ; [4.30952381 3.69047619],0
n1,1,0.635565,0.22459,[22 43] ; [1 1],[22.31343284 42.68656716] ; [0.68656716 1.31343284],0
p6,1,0.697961,0.150602,[141 186] ; [4 4],[141.53731343 185.46268657] ; [3.46268657 4.53731343],0
a8,1,0.760032,0.093293,[ 50 252] ; [1 7],[ 49.68387097 252.31612903] ; [1.31612903 6.68387097],0
s5,1,0.815783,0.054276,[149 166] ; [3 4],[148.69565217 166.30434783] ; [3.30434783 3.69565217],0
u2,1,0.84779,0.036841,[52 33] ; [2 1],[52.15909091 32.84090909] ; [1.84090909 1.15909091],0
v2,1,0.858458,0.031804,[187 128] ; [5 3],[187.24458204 127.75541796] ; [4.75541796 3.24458204],0
n5,1,0.863101,0.029731,[256  74] ; [6 2],[255.79881657  74.20118343] ; [6.20118343 1.79881657],0
b3,1,0.895109,0.017383,[ 70 119] ; [1 2],[ 69.890625 119.109375] ; [1.109375 1.890625],0
b2,1,0.895109,0.017383,[ 70 119] ; [1 2],[ 69.890625 119.109375] ; [1.109375 1.890625],0
p3,1,0.904972,0.014252,[171 157] ; [4 4],[170.83333333 157.16666667] ; [4.16666667 3.83333333],0
s4,1,0.927676,0.008239,[ 77 249] ; [2 6],[ 77.10778443 248.89221557] ; [1.89221557 6.10778443],0
s3,1,1.0,0.0,[287  41] ; [7 1],[287.  41.] ; [7. 1.],0
