Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.032109,4.592663,[ 3 36] ; [2 3],[ 4.43181818 34.56818182] ; [0.56818182 4.43181818],0
s7,1,0.04729,3.935049,[ 4 30] ; [2 2],[ 5.36842105 28.63157895] ; [0.63157895 3.36842105],0
n1,1,0.061587,3.494118,[ 3 14] ; [3 2],[ 4.63636364 12.36363636] ; [1.36363636 3.63636364],0
p8,1,0.123142,2.376896,[10 28] ; [3 2],[11.48837209 26.51162791] ; [1.51162791 3.48837209],0
p11,1,0.124883,2.354982,[17 22] ; [4 1],[18.61363636 20.38636364] ; [2.38636364 2.61363636],0
d5,1,0.154143,2.030769,[21 18] ; [1 4],[19.5 19.5] ; [2.5 2.5],0
a3,1,0.169991,1.883026,[18 20] ; [4 1],[19.44186047 18.55813953] ; [2.55813953 2.44186047],0
b5,1,0.187351,1.738324,[20 19] ; [1 4],[18.61363636 20.38636364] ; [2.38636364 2.61363636],0
r1,1,0.194221,1.685305,[12 27] ; [3 2],[13.29545455 25.70454545] ; [1.70454545 3.29545455],0
p4,1,0.243208,1.361905,[13 26] ; [3 2],[14.18181818 24.81818182] ; [1.81818182 3.18181818],0
b4,1,0.266328,1.235563,[21 18] ; [4 1],[22.15909091 16.84090909] ; [2.84090909 2.15909091],0
n3,1,0.279353,1.170236,[9 8] ; [4 1],[10.04545455  6.95454545] ; [2.95454545 2.04545455],0
b1,1,0.297375,1.085928,[25 14] ; [2 3],[23.93181818 15.06818182] ; [3.06818182 1.93181818],0
r3,1,0.341921,0.903215,[22 16] ; [4 1],[22.97674419 15.02325581] ; [3.02325581 1.97674419],0
n5,1,0.363325,0.826367,[23 16] ; [4 1],[23.93181818 15.06818182] ; [3.06818182 1.93181818],0
a6,1,0.363325,0.826367,[16 23] ; [1 4],[15.06818182 23.93181818] ; [1.93181818 3.06818182],0
p7,1,0.363325,0.826367,[16 23] ; [1 4],[15.06818182 23.93181818] ; [1.93181818 3.06818182],0
p1,1,0.367439,0.812308,[ 3 36] ; [1 4],[ 3.54545455 35.45454545] ; [0.45454545 4.54545455],0
s1,1,0.367439,0.812308,[ 3 36] ; [1 4],[ 3.54545455 35.45454545] ; [0.45454545 4.54545455],0
a2,1,0.367439,0.812308,[ 3 36] ; [1 4],[ 3.54545455 35.45454545] ; [0.45454545 4.54545455],0
p9,1,0.422608,0.643051,[20 17] ; [3 1],[20.75609756 16.24390244] ; [2.24390244 1.75609756],0
d2,1,0.497305,0.460684,[10 29] ; [2 3],[10.63636364 28.36363636] ; [1.36363636 3.63636364],0
v1,1,0.497305,0.460684,[10 29] ; [2 3],[10.63636364 28.36363636] ; [1.36363636 3.63636364],0
s4,1,0.518074,0.417725,[ 4 35] ; [1 4],[ 4.43181818 34.56818182] ; [0.56818182 4.43181818],0
v2,1,0.546711,0.363243,[10 27] ; [2 3],[10.57142857 26.42857143] ; [1.42857143 3.57142857],0
v4,1,0.559504,0.340564,[21 18] ; [2 3],[20.38636364 18.61363636] ; [2.61363636 2.38636364],0
n4,1,0.559504,0.340564,[18 21] ; [3 2],[18.61363636 20.38636364] ; [2.38636364 2.61363636],0
a7,1,0.713292,0.135011,[19 20] ; [2 3],[18.61363636 20.38636364] ; [2.38636364 2.61363636],0
p3,1,0.760918,0.092584,[10 28] ; [1 4],[ 9.72093023 28.27906977] ; [1.27906977 3.72093023],0
a4,1,0.76717,0.087663,[13 26] ; [2 3],[13.29545455 25.70454545] ; [1.70454545 3.29545455],0
a5,1,0.794727,0.067692,[18 21] ; [2 3],[17.72727273 21.27272727] ; [2.27272727 2.72727273],0
b2,1,0.846085,0.037681,[ 9 14] ; [1 2],[ 8.84615385 14.15384615] ; [1.15384615 1.84615385],0
b3,1,0.846085,0.037681,[ 9 14] ; [1 2],[ 8.84615385 14.15384615] ; [1.15384615 1.84615385],0
d3,1,0.857514,0.032234,[14 25] ; [2 3],[14.18181818 24.81818182] ; [1.81818182 3.18181818],0
d1,1,0.877162,0.023891,[ 9 30] ; [1 4],[ 8.86363636 30.13636364] ; [1.13636364 3.86363636],0
p2,1,0.87874,0.023277,[22 17] ; [3 2],[22.15909091 16.84090909] ; [2.84090909 2.15909091],0
d4,1,0.964972,0.001929,[23 16] ; [3 2],[23.04545455 15.95454545] ; [2.95454545 2.04545455],0
