Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,30.219209,[62 50] ; [26 99],[41.58649789 70.41350211] ; [46.41350211 78.58649789],1
v1,1,2e-06,22.810863,[76 36] ; [46 79],[57.65400844 54.34599156] ; [64.34599156 60.65400844],1
d5,1,0.000331,12.885876,[99 17] ; [83 44],[86.88065844 29.11934156] ; [95.11934156 31.88065844],1
d4,1,0.000402,12.521367,[98 18] ; [82 45],[85.92592593 30.07407407] ; [94.07407407 32.92592593],1
p7,1,0.004168,8.209103,[79 33] ; [66 60],[68.23529412 43.76470588] ; [76.76470588 49.23529412],0
r3,1,0.006179,7.497217,[110   5] ; [109  19],[103.64197531  11.35802469] ; [115.35802469  12.64197531],0
s2,1,0.009604,6.706952,[64 52] ; [49 78],[53.94238683 62.05761317] ; [59.05761317 67.94238683],0
a3,1,0.013186,6.143979,[90 26] ; [80 47],[81.15226337 34.84773663] ; [88.84773663 38.15226337],0
p9,1,0.023551,5.127423,[94 18] ; [91 36],[86.69456067 25.30543933] ; [98.30543933 28.69456067],0
n3,1,0.038214,4.295455,[21  4] ; [27 18],[17.14285714  7.85714286] ; [30.85714286 14.14285714],0
p8,1,0.048579,3.889841,[57 53] ; [50 78],[49.45378151 60.54621849] ; [57.54621849 70.45378151],0
s4,1,0.048596,3.889269,[ 15 100] ; [29 98],[20.90909091 94.09090909] ; [ 23.09090909 103.90909091],0
a5,1,0.064436,3.419369,[87 29] ; [82 46],[80.3442623 35.6557377] ; [88.6557377 39.3442623],0
r4,1,0.064485,3.418103,[104  12] ; [104  24],[98.8852459 17.1147541] ; [109.1147541  18.8852459],0
r1,1,0.065724,3.386703,[91 25] ; [87 41],[84.62295082 31.37704918] ; [93.37704918 34.62295082],0
p3,1,0.069348,3.298386,[60 54] ; [52 75],[52.97925311 61.02074689] ; [59.02074689 67.97925311],0
u4,1,0.075474,3.159776,[  5 111] ; [  1 127],[  2.85245902 113.14754098] ; [  3.14754098 124.85245902],0
s8,1,0.083781,2.989978,[58 57] ; [50 77],[51.32231405 63.67768595] ; [56.67768595 70.32231405],0
p1,1,0.084314,2.979721,[  5 110] ; [ 13 115],[  8.51851852 106.48148148] ; [  9.48148148 118.51851852],0
p10,1,0.093335,2.815884,[86 25] ; [86 41],[80.21848739 30.78151261] ; [91.78151261 35.21848739],0
d1,1,0.101767,2.677636,[62 54] ; [55 73],[55.62295082 60.37704918] ; [61.37704918 66.62295082],0
p2,1,0.11625,2.467126,[89 24] ; [88 38],[83.68619247 29.31380753] ; [93.31380753 32.68619247],0
s1,1,0.124541,2.35926,[  2 112] ; [  7 120],[  4.25726141 109.74273859] ; [  4.74273859 122.25726141],0
p4,1,0.17478,1.841461,[61 51] ; [58 69],[55.76569038 56.23430962] ; [63.23430962 63.76569038],0
s5,1,0.183196,1.771505,[47 61] ; [43 80],[42.07792208 65.92207792] ; [47.92207792 75.07792208],0
n4,1,0.255231,1.294443,[90 24] ; [93 35],[86.20661157 27.79338843] ; [96.79338843 31.20661157],0
s7,1,0.291845,1.111091,[60 51] ; [58 65],[55.97435897 55.02564103] ; [62.02564103 60.97435897],0
n2,1,0.306446,1.045932,[20  5] ; [33 15],[18.15068493  6.84931507] ; [34.84931507 13.15068493],0
b2,1,0.316975,1.001386,[37 39] ; [33 48],[33.88535032 42.11464968] ; [36.11464968 44.88535032],0
b3,1,0.316975,1.001386,[37 39] ; [33 48],[33.88535032 42.11464968] ; [36.11464968 44.88535032],0
n6,1,0.339988,0.910478,[93 20] ; [99 29],[90.02489627 22.97510373] ; [101.97510373  26.02489627],0
b1,1,0.395924,0.72067,[49 67] ; [61 67],[52.29508197 63.70491803] ; [57.70491803 70.29508197],0
v4,1,0.469624,0.52286,[108   8] ; [115  12],[106.4526749   9.5473251] ; [116.5473251  10.4526749],0
p12,1,0.484259,0.489256,[  4 107] ; [  7 120],[  5.1302521 105.8697479] ; [  5.8697479 121.1302521],0
a6,1,0.507763,0.438675,[45 71] ; [55 73],[47.54098361 68.45901639] ; [52.45901639 75.54098361],0
a2,1,0.513747,0.426428,[  9 107] ; [ 13 115],[ 10.45901639 105.54098361] ; [ 11.54098361 116.45901639],0
u1,1,0.546057,0.364429,[  6 110] ; [  9 119],[  7.13114754 108.86885246] ; [  7.86885246 120.13114754],0
a8,1,0.547656,0.361534,[14 99] ; [ 12 109],[ 12.55555556 100.44444444] ; [ 13.44444444 107.55555556],0
a4,1,0.560991,0.337992,[50 66] ; [59 67],[52.24793388 63.75206612] ; [56.75206612 69.24793388],0
b5,1,0.572469,0.318569,[52 64] ; [62 66],[54.19672131 61.80327869] ; [59.80327869 68.19672131],0
p5,1,0.574484,0.315238,[ 11 103] ; [ 15 111],[ 12.35 101.65] ; [ 13.65 112.35],0
n5,1,0.601225,0.273152,[83 30] ; [97 30],[84.75 28.25] ; [95.25 31.75],0
n1,1,0.61209,0.257143,[11 13] ; [19 29],[10. 14.] ; [20. 28.],0
s6,1,0.648826,0.207383,[70 41] ; [74 49],[68.30769231 42.69230769] ; [75.69230769 47.30769231],0
p11,1,0.649932,0.205986,[89 27] ; [95 33],[87.47540984 28.52459016] ; [96.52459016 31.47540984],0
b4,1,0.758477,0.094545,[63 53] ; [67 61],[61.80327869 54.19672131] ; [68.19672131 59.80327869],0
d2,1,0.805102,0.060885,[58 58] ; [61 65],[57.04132231 58.95867769] ; [61.95867769 64.04132231],0
u3,1,0.884712,0.021025,[12 14] ; [23 25],[12.2972973 13.7027027] ; [22.7027027 25.2972973],0
p6,1,0.890697,0.018885,[39 70] ; [44 82],[38.49787234 70.50212766] ; [44.50212766 81.49787234],0
s3,1,0.93117,0.00746,[64 50] ; [72 55],[64.33195021 49.66804979] ; [71.66804979 55.33195021],0
a1,1,0.967079,0.001703,[  8 108] ; [  9 119],[  8.08196721 107.91803279] ; [  8.91803279 119.08196721],0
d3,1,0.972972,0.001148,[51 65] ; [56 72],[50.86885246 65.13114754] ; [56.13114754 71.86885246],0
u2,1,0.983702,0.000417,[11 14] ; [21 27],[10.95890411 14.04109589] ; [21.04109589 26.95890411],0
