Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.351128,[47 21] ; [ 7 28],[35.65048544 32.34951456] ; [18.34951456 16.65048544],1
a4,1,0.036648,4.366708,[21 48] ; [18 17],[25.875 43.125] ; [13.125 21.875],0
d4,1,0.038515,4.282134,[46 23] ; [30  5],[50.42307692 18.57692308] ; [25.57692308  9.42307692],0
d1,1,0.043663,4.069565,[27 42] ; [21 14],[31.84615385 37.15384615] ; [16.15384615 18.84615385],0
d5,1,0.060621,3.520322,[45 24] ; [29  6],[49.09615385 19.90384615] ; [24.90384615 10.09615385],0
d2,1,0.09671,2.758979,[22 47] ; [17 18],[25.875 43.125] ; [13.125 21.875],0
b5,1,0.106778,2.601273,[38 31] ; [25 10],[41.79807692 27.20192308] ; [21.20192308 13.79807692],0
p11,1,0.119341,2.425949,[55 14] ; [23 12],[51.75 17.25] ; [26.25  8.75],0
s3,1,0.126764,2.331688,[38 30] ; [14 21],[34.33009709 33.66990291] ; [17.66990291 17.33009709],0
p6,1,0.12865,2.308717,[34 34] ; [12 23],[30.36893204 37.63106796] ; [15.63106796 19.36893204],0
p3,1,0.131213,2.278095,[46 23] ; [18 17],[42.46153846 26.53846154] ; [21.53846154 13.46153846],0
p5,1,0.132855,2.258824,[14 54] ; [ 3 31],[11.33333333 56.66666667] ; [ 5.66666667 28.33333333],0
a1,1,0.134272,2.24241,[ 8 61] ; [ 1 34],[ 5.97115385 63.02884615] ; [ 3.02884615 31.97115385],0
v3,1,0.15321,2.04,[21 47] ; [ 6 28],[18. 50.] ; [ 9. 25.],0
n4,1,0.166126,1.91756,[44 25] ; [27  8],[47.10576923 21.89423077] ; [23.89423077 11.10576923],0
p10,1,0.167886,1.901722,[54 15] ; [23 12],[51.08653846 17.91346154] ; [25.91346154  9.08653846],0
a8,1,0.181854,1.78241,[ 6 61] ; [ 6 27],[ 8.04 58.96] ; [ 3.96 29.04],0
u1,1,0.201306,1.632872,[ 2 67] ; [ 3 32],[ 3.31730769 65.68269231] ; [ 1.68269231 33.31730769],0
n5,1,0.201582,1.630875,[47 22] ; [28  7],[49.75961538 19.24038462] ; [25.24038462  9.75961538],0
s7,1,0.217902,1.518136,[33 32] ; [12 20],[30.15463918 34.84536082] ; [14.84536082 17.15463918],0
p1,1,0.261479,1.260912,[ 6 63] ; [ 1 34],[ 4.64423077 64.35576923] ; [ 2.35576923 32.64423077],0
p12,1,0.261479,1.260912,[ 6 63] ; [ 1 34],[ 4.64423077 64.35576923] ; [ 2.35576923 32.64423077],0
p9,1,0.285214,1.142078,[53 16] ; [30  5],[55.06730769 13.93269231] ; [27.93269231  7.06730769],0
n6,1,0.344863,0.892269,[53 15] ; [30  5],[54.7961165 13.2038835] ; [28.2038835  6.7961165],0
v1,1,0.356801,0.849121,[36 33] ; [14 19],[33.82352941 35.17647059] ; [16.17647059 16.82352941],0
d3,1,0.366633,0.815044,[39 30] ; [23 12],[41.13461538 27.86538462] ; [20.86538462 14.13461538],0
u2,1,0.435188,0.608938,[16 11] ; [6 7],[14.85 12.15] ; [7.15 5.85],0
n2,1,0.444549,0.584512,[14  7] ; [8 2],[14.90322581  6.09677419] ; [7.09677419 2.90322581],0
n3,1,0.444549,0.584512,[14  7] ; [8 2],[14.90322581  6.09677419] ; [7.09677419 2.90322581],0
a7,1,0.447673,0.576538,[38 31] ; [22 13],[39.80769231 29.19230769] ; [20.19230769 14.80769231],0
b2,1,0.498672,0.457761,[14 33] ; [ 8 13],[15.20588235 31.79411765] ; [ 6.79411765 14.20588235],0
b3,1,0.498672,0.457761,[14 33] ; [ 8 13],[15.20588235 31.79411765] ; [ 6.79411765 14.20588235],0
s6,1,0.523572,0.406851,[42 24] ; [20 15],[40.51485149 25.48514851] ; [21.48514851 13.51485149],0
r3,1,0.535866,0.383255,[58 11] ; [31  4],[59.04807692  9.95192308] ; [29.95192308  5.04807692],0
s4,1,0.561791,0.336613,[13 56] ; [ 5 30],[11.94230769 57.05769231] ; [ 6.05769231 28.94230769],0
a6,1,0.616501,0.250816,[41 28] ; [19 16],[39.80769231 29.19230769] ; [20.19230769 14.80769231],0
s8,1,0.631323,0.230271,[29 40] ; [13 22],[27.86538462 41.13461538] ; [14.13461538 20.86538462],0
v4,1,0.645738,0.211316,[58 10] ; [31  4],[58.75728155  9.24271845] ; [30.24271845  4.75728155],0
v2,1,0.707431,0.140856,[32 37] ; [14 19],[31.11764706 37.88235294] ; [14.88235294 18.11764706],0
s2,1,0.728396,0.120589,[36 33] ; [17 18],[35.16346154 33.83653846] ; [17.83653846 17.16346154],0
b1,1,0.731253,0.117964,[35 34] ; [19 16],[35.82692308 33.17307692] ; [18.17307692 16.82692308],0
u3,1,0.73568,0.11396,[13 14] ; [7 6],[13.5 13.5] ; [6.5 6.5],0
n1,1,0.795809,0.066964,[11  9] ; [5 5],[10.66666667  9.33333333] ; [5.33333333 4.66666667],0
s5,1,0.802273,0.062703,[19 47] ; [10 22],[19.53061224 46.46938776] ; [ 9.46938776 22.53061224],0
b4,1,0.828248,0.047067,[39 30] ; [19 16],[38.48076923 30.51923077] ; [19.51923077 15.48076923],0
a2,1,0.840595,0.040454,[ 7 62] ; [ 4 31],[ 7.29807692 61.70192308] ; [ 3.70192308 31.29807692],0
a3,1,0.843929,0.038758,[42 27] ; [22 13],[42.46153846 26.53846154] ; [21.53846154 13.46153846],0
r2,1,0.866948,0.028068,[53 15] ; [26  8],[52.66666667 15.33333333] ; [26.33333333  7.66666667],0
r4,1,0.927363,0.008311,[44 25] ; [22 13],[43.78846154 25.21153846] ; [22.21153846 12.78846154],0
a5,1,0.931668,0.007352,[42 27] ; [21 14],[41.79807692 27.20192308] ; [21.20192308 13.79807692],0
p2,1,0.949113,0.004073,[56 12] ; [29  6],[56.11650485 11.88349515] ; [28.88349515  6.11650485],0
s1,1,0.986344,0.000293,[ 4 65] ; [ 2 33],[ 3.98076923 65.01923077] ; [ 2.01923077 32.98076923],0
