Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.979868,[31  6] ; [54 89],[17.47222222 19.52777778] ; [67.52777778 75.47222222],1
p3,1,4e-05,16.86139,[22 15] ; [ 35 109],[11.6519337 25.3480663] ; [45.3480663 98.6519337],1
p4,1,0.001005,10.818095,[23 14] ; [47 97],[14.30939227 22.69060773] ; [55.69060773 88.30939227],0
p8,1,0.003023,8.793279,[22 15] ; [47 96],[14.18333333 22.81666667] ; [54.81666667 88.18333333],0
s7,1,0.004323,8.142843,[14 22] ; [ 23 113],[ 7.74418605 28.25581395] ; [ 29.25581395 106.74418605],0
p1,1,0.037193,4.341571,[ 4 33] ; [  4 137],[ 1.66292135 35.33707865] ; [  6.33707865 134.66292135],0
r4,1,0.05275,3.751836,[32  5] ; [102  42],[27.39226519  9.60773481] ; [106.60773481  37.39226519],0
s5,1,0.059511,3.550951,[12 23] ; [ 27 112],[ 7.84482759 27.15517241] ; [ 31.15517241 107.84482759],0
a1,1,0.067871,3.333766,[ 3 34] ; [  3 141],[ 1.22651934 35.77348066] ; [  4.77348066 139.22651934],0
p2,1,0.068537,3.317704,[30  7] ; [93 49],[25.42458101 11.57541899] ; [97.57541899 44.42458101],0
p12,1,0.06948,3.295251,[ 3 34] ; [  3 140],[ 1.23333333 35.76666667] ; [  4.76666667 138.23333333],0
p5,1,0.06948,3.295251,[ 3 34] ; [  3 140],[ 1.23333333 35.76666667] ; [  4.76666667 138.23333333],0
p11,1,0.088393,2.903404,[27 10] ; [83 61],[22.48618785 14.51381215] ; [87.51381215 56.48618785],0
n2,1,0.108853,2.57079,[12  3] ; [25 19],[9.40677966 5.59322034] ; [27.59322034 16.40677966],0
a2,1,0.119219,2.427545,[ 7 30] ; [ 14 130],[ 4.29281768 32.70718232] ; [ 16.70718232 127.29281768],0
a4,1,0.14366,2.138312,[16 21] ; [ 44 100],[12.26519337 24.73480663] ; [47.73480663 96.26519337],0
n6,1,0.161451,1.960584,[26 11] ; [83 61],[22.28176796 14.71823204] ; [86.71823204 57.28176796],0
b1,1,0.162484,1.950951,[18 19] ; [52 92],[14.30939227 22.69060773] ; [55.69060773 88.30939227],0
n4,1,0.179138,1.804762,[17 20] ; [49 95],[13.49171271 23.50828729] ; [52.50828729 91.49171271],0
u2,1,0.183823,1.766445,[10  5] ; [28 31],[7.7027027 7.2972973] ; [30.2972973 28.7027027],0
u3,1,0.20378,1.615072,[10  5] ; [28 30],[7.80821918 7.19178082] ; [30.19178082 27.80821918],0
s3,1,0.221819,1.492563,[11 26] ; [57 83],[14.21468927 22.78531073] ; [53.78531073 86.21468927],0
b4,1,0.247593,1.336836,[19 18] ; [89 55],[22.07734807 14.92265193] ; [85.92265193 58.07734807],0
s4,1,0.281908,1.157868,[ 9 28] ; [ 24 120],[ 6.74585635 30.25414365] ; [ 26.25414365 117.74585635],0
a8,1,0.292388,1.108593,[ 2 33] ; [  3 128],[ 1.05421687 33.94578313] ; [  3.94578313 127.05421687],0
u1,1,0.335416,0.927875,[ 1 36] ; [ 10 134],[ 2.24861878 34.75138122] ; [  8.75138122 135.24861878],0
s6,1,0.337996,0.918018,[17 19] ; [55 88],[14.48044693 21.51955307] ; [57.51955307 85.48044693],0
n1,1,0.389424,0.740741,[ 5 10] ; [10 35],[ 3.75 11.25] ; [11.25 33.75],0
d2,1,0.411717,0.673836,[15 22] ; [48 96],[12.87845304 24.12154696] ; [50.12154696 93.87845304],0
r2,1,0.434384,0.611073,[34  3] ; [123  18],[32.63483146  4.36516854] ; [124.36516854  16.63483146],0
d4,1,0.44865,0.574059,[28  9] ; [117  27],[29.64088398  7.35911602] ; [115.35911602  28.64088398],0
v4,1,0.462604,0.539588,[33  4] ; [119  22],[31.59550562  5.40449438] ; [120.40449438  20.59550562],0
b3,1,0.482786,0.492564,[ 7 15] ; [17 53],[ 5.73913043 16.26086957] ; [18.26086957 51.73913043],0
b2,1,0.482786,0.492564,[ 7 15] ; [17 53],[ 5.73913043 16.26086957] ; [18.26086957 51.73913043],0
d3,1,0.523491,0.40701,[26 10] ; [96 48],[24.4 11.6] ; [97.6 46.4],0
v3,1,0.528903,0.396498,[ 7 29] ; [ 33 102],[ 8.42105263 27.57894737] ; [ 31.57894737 103.42105263],0
a5,1,0.566246,0.329004,[23 14] ; [82 62],[21.4640884 15.5359116] ; [83.5359116 60.4640884],0
p10,1,0.568431,0.325314,[22 15] ; [77 65],[20.46368715 16.53631285] ; [78.53631285 63.46368715],0
p9,1,0.610718,0.259131,[24 13] ; [85 56],[22.65730337 14.34269663] ; [86.34269663 54.65730337],0
d1,1,0.611414,0.258121,[16 21] ; [69 75],[17.37569061 19.62430939] ; [67.62430939 76.37569061],0
d5,1,0.615407,0.252376,[25 11] ; [106  38],[26.2  9.8] ; [104.8  39.2],0
a6,1,0.618354,0.248188,[23 14] ; [83 61],[21.66850829 15.33149171] ; [84.33149171 59.66850829],0
a7,1,0.619737,0.246238,[27  9] ; [102  42],[25.8 10.2] ; [103.2  40.8],0
v1,1,0.667824,0.184158,[13 24] ; [44 96],[11.91525424 25.08474576] ; [45.08474576 94.91525424],0
b5,1,0.743463,0.107106,[21 16] ; [86 58],[21.87292818 15.12707182] ; [85.12707182 58.87292818],0
s2,1,0.780965,0.077318,[12 25] ; [ 43 100],[11.30555556 25.69444444] ; [43.69444444 99.30555556],0
n3,1,0.793905,0.068248,[11  4] ; [30 13],[10.60344828  4.39655172] ; [30.39655172 12.60344828],0
r1,1,0.845565,0.037939,[25 12] ; [99 44],[25.48888889 11.51111111] ; [98.51111111 44.48888889],0
s1,1,0.891937,0.018456,[ 2 35] ; [  7 137],[ 1.83977901 35.16022099] ; [  7.16022099 136.83977901],0
a3,1,0.936923,0.006263,[22 15] ; [84 59],[21.78888889 15.21111111] ; [84.21111111 58.78888889],0
v2,1,0.996591,1.8e-05,[17 20] ; [63 74],[17.01149425 19.98850575] ; [62.98850575 74.01149425],0
