Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,25.143488,[34  8] ; [42 75],[20.0754717 21.9245283] ; [55.9245283 61.0754717],1
p4,1,0.000725,11.424358,[25 18] ; [35 85],[15.82822086 27.17177914] ; [44.17177914 75.82822086],1
p8,1,0.004747,7.973218,[25 18] ; [41 81],[17.2 25.8] ; [48.8 73.2],0
p5,1,0.0052,7.808419,[ 5 38] ; [  2 120],[ 1.82424242 41.17575758] ; [  5.17575758 116.82424242],0
s2,1,0.005646,7.660014,[24 19] ; [39 83],[16.41818182 26.58181818] ; [46.58181818 75.41818182],0
s7,1,0.012236,6.276282,[18 22] ; [29 91],[11.75 28.25] ; [35.25 84.75],0
p3,1,0.016025,5.800136,[18 25] ; [28 95],[11.91566265 31.08433735] ; [34.08433735 88.91566265],0
s6,1,0.05837,3.583113,[25 17] ; [52 70],[19.7195122 22.2804878] ; [57.2804878 64.7195122],0
s8,1,0.072003,3.236752,[15 28] ; [26 97],[10.62048193 32.37951807] ; [30.37951807 92.62048193],0
b3,1,0.079815,3.068658,[ 8 15] ; [11 53],[ 5.02298851 17.97701149] ; [13.97701149 50.02298851],0
b2,1,0.079815,3.068658,[ 8 15] ; [11 53],[ 5.02298851 17.97701149] ; [13.97701149 50.02298851],0
n5,1,0.081802,3.028728,[30 13] ; [66 55],[25.17073171 17.82926829] ; [70.82926829 50.17073171],0
b4,1,0.087482,2.920107,[22 21] ; [81 42],[26.68072289 16.31927711] ; [76.31927711 46.68072289],0
r3,1,0.090369,2.867796,[39  3] ; [100  22],[35.59756098  6.40243902] ; [103.40243902  18.59756098],0
v4,1,0.09814,2.73551,[40  3] ; [100  21],[36.70731707  6.29268293] ; [103.29268293  17.70731707],0
r4,1,0.100665,2.694984,[35  8] ; [84 39],[30.8253012 12.1746988] ; [88.1746988 34.8253012],0
u2,1,0.116732,2.46063,[14  8] ; [33 41],[10.77083333 11.22916667] ; [36.22916667 37.77083333],0
a4,1,0.118758,2.433624,[ 9 34] ; [ 14 109],[ 5.95783133 37.04216867] ; [ 17.04216867 105.95783133],0
p2,1,0.119873,2.418973,[34  9] ; [81 41],[29.96969697 13.03030303] ; [85.03030303 36.96969697],0
p1,1,0.138885,2.190269,[ 6 37] ; [  8 113],[ 3.67073171 39.32926829] ; [ 10.32926829 110.67073171],0
n2,1,0.164778,1.929825,[12  3] ; [24 16],[9.81818182 5.18181818] ; [26.18181818 13.81818182],0
d2,1,0.173658,1.851078,[14 29] ; [27 95],[10.68484848 32.31515152] ; [30.31515152 91.68484848],0
a8,1,0.183304,1.770632,[ 7 36] ; [ 10 103],[ 4.68589744 38.31410256] ; [ 12.31410256 100.68589744],0
s5,1,0.196243,1.670115,[11 30] ; [21 99],[ 8.14906832 32.85093168] ; [23.85093168 96.14906832],0
s3,1,0.204432,1.610429,[24 19] ; [53 66],[20.4382716 22.5617284] ; [56.5617284 62.4382716],0
n4,1,0.237232,1.396968,[26 17] ; [61 61],[22.67272727 20.32727273] ; [64.32727273 57.67272727],0
n1,1,0.252174,1.31122,[6 9] ; [10 31],[ 4.28571429 10.71428571] ; [11.71428571 29.28571429],0
b1,1,0.261059,1.263131,[21 22] ; [48 75],[17.87349398 25.12650602] ; [51.12650602 71.87349398],0
a3,1,0.261059,1.263131,[21 22] ; [48 75],[17.87349398 25.12650602] ; [51.12650602 71.87349398],0
b5,1,0.26234,1.256368,[29 14] ; [71 52],[25.90361446 17.09638554] ; [74.09638554 48.90361446],0
p12,1,0.269513,1.219225,[ 2 41] ; [  2 120],[ 1.04242424 41.95757576] ; [  2.95757576 119.04242424],0
a1,1,0.465049,0.533716,[ 2 41] ; [  3 120],[ 1.29518072 41.70481928] ; [  3.70481928 119.29518072],0
r2,1,0.467986,0.526726,[37  6] ; [99 23],[35.44242424  7.55757576] ; [100.55757576  21.44242424],0
v3,1,0.475639,0.508845,[ 7 36] ; [25 92],[ 8.6 34.4] ; [23.4 93.6],0
p11,1,0.510189,0.433679,[30 13] ; [79 44],[28.23493976 14.76506024] ; [80.76506024 42.23493976],0
n3,1,0.581178,0.304335,[10  5] ; [24 17],[9.10714286 5.89285714] ; [24.89285714 16.10714286],0
u1,1,0.59886,0.276719,[ 1 42] ; [  5 118],[ 1.55421687 41.44578313] ; [  4.44578313 118.55421687],0
s4,1,0.598946,0.276589,[10 31] ; [25 97],[ 8.80368098 32.19631902] ; [26.19631902 95.80368098],0
r1,1,0.617677,0.249147,[24 19] ; [74 49],[25.38554217 17.61445783] ; [72.61445783 50.38554217],0
a6,1,0.727826,0.121117,[20 23] ; [61 62],[20.98192771 22.01807229] ; [60.01807229 62.98192771],0
p10,1,0.731802,0.117464,[24 19] ; [70 49],[24.95061728 18.04938272] ; [69.04938272 49.95061728],0
u3,1,0.737965,0.111924,[11 11] ; [34 40],[10.3125 11.6875] ; [34.6875 39.3125],0
v2,1,0.739886,0.110227,[11 30] ; [34 81],[11.82692308 29.17307692] ; [33.17307692 81.82692308],0
s1,1,0.77913,0.078654,[ 2 41] ; [  7 114],[ 2.3597561 40.6402439] ; [  6.6402439 114.3597561],0
d1,1,0.787872,0.072402,[12 31] ; [37 86],[12.69277108 30.30722892] ; [36.30722892 86.69277108],0
p9,1,0.837862,0.041873,[27 16] ; [72 46],[26.44099379 16.55900621] ; [72.55900621 45.44099379],0
d3,1,0.856722,0.032598,[22 19] ; [64 59],[21.5 19.5] ; [64.5 58.5],0
a7,1,0.888712,0.019582,[26 16] ; [77 45],[26.37804878 15.62195122] ; [76.62195122 45.37804878],0
d5,1,0.910644,0.012595,[25 17] ; [72 51],[24.69090909 17.30909091] ; [72.30909091 50.69090909],0
d4,1,0.925295,0.008792,[27 16] ; [75 46],[26.74390244 16.25609756] ; [75.25609756 45.74390244],0
n6,1,0.973369,0.001114,[31 12] ; [89 34],[31.08433735 11.91566265] ; [88.91566265 34.08433735],0
