Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.422531,[ 6 36] ; [25 12],[16.48101266 25.51898734] ; [14.51898734 22.48101266],1
s6,1,0.000229,13.577727,[11 31] ; [25 12],[19.13924051 22.86075949] ; [16.86075949 20.13924051],1
s7,1,0.001641,9.913552,[10 31] ; [21 14],[16.72368421 24.27631579] ; [14.27631579 20.72368421],0
a6,1,0.002159,9.409297,[15 27] ; [26 11],[21.79746835 20.20253165] ; [19.20253165 17.79746835],0
s8,1,0.019627,5.444749,[ 8 34] ; [16 21],[12.75949367 29.24050633] ; [11.24050633 25.75949367],0
p7,1,0.040425,4.199948,[14 26] ; [20 14],[18.37837838 21.62162162] ; [15.62162162 18.37837838],0
b1,1,0.097182,2.751193,[26 16] ; [16 21],[22.32911392 19.67088608] ; [19.67088608 17.32911392],0
s5,1,0.103373,2.652726,[ 5 37] ; [ 9 25],[ 7.73684211 34.26315789] ; [ 6.26315789 27.73684211],0
r3,1,0.112237,2.522439,[25 16] ; [28  8],[28.22077922 12.77922078] ; [24.77922078 11.22077922],0
d5,1,0.127375,2.324204,[25 17] ; [28  9],[28.17721519 13.82278481] ; [24.82278481 12.17721519],0
u2,1,0.141454,2.162075,[ 6 13] ; [7 5],[ 7.96774194 11.03225806] ; [5.03225806 6.96774194],0
d4,1,0.168865,1.892991,[27 15] ; [29  8],[29.7721519 12.2278481] ; [26.2278481 10.7721519],0
n5,1,0.170537,1.878213,[31 10] ; [22 14],[28.22077922 12.77922078] ; [24.77922078 11.22077922],0
p2,1,0.233103,1.421829,[28 11] ; [30  6],[30.16  8.84] ; [27.84  8.16],0
s4,1,0.24511,1.350961,[ 5 37] ; [ 8 29],[ 6.91139241 35.08860759] ; [ 6.08860759 30.91139241],0
r1,1,0.267637,1.228818,[ 8 34] ; [11 26],[10.10126582 31.89873418] ; [ 8.89873418 28.10126582],0
r2,1,0.269981,1.216843,[23 18] ; [22 10],[25.2739726 15.7260274] ; [19.7260274 12.2739726],0
