Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,25.14209,[10 29] ; [28  5],[20.58333333 18.41666667] ; [17.41666667 15.58333333],1
s6,1,0.001792,9.751768,[20 20] ; [28  5],[26.30136986 13.69863014] ; [21.69863014 11.30136986],0
b3,1,0.014688,5.9535,[11 14] ; [ 3 21],[ 7.14285714 17.85714286] ; [ 6.85714286 17.14285714],0
b2,1,0.014688,5.9535,[11 14] ; [ 3 21],[ 7.14285714 17.85714286] ; [ 6.85714286 17.14285714],0
s8,1,0.035716,4.410592,[11 29] ; [17 16],[15.34246575 24.65753425] ; [12.65753425 20.34246575],0
d2,1,0.048266,3.900684,[20 20] ; [ 9 24],[15.89041096 24.10958904] ; [13.10958904 19.89041096],0
u1,1,0.083869,2.988279,[ 6 34] ; [ 1 32],[ 3.83561644 36.16438356] ; [ 3.16438356 29.83561644],0
a3,1,0.105984,2.613112,[28 12] ; [17 16],[24.65753425 15.34246575] ; [20.34246575 12.65753425],0
p5,1,0.134234,2.242848,[ 5 34] ; [ 1 32],[ 3.25 35.75] ; [ 2.75 30.25],0
p10,1,0.15376,2.03455,[24 16] ; [25  8],[26.84931507 13.15068493] ; [22.15068493 10.84931507],0
p3,1,0.184059,1.764541,[18 22] ; [20 13],[20.82191781 19.17808219] ; [17.17808219 15.82191781],0
v4,1,0.240421,1.378125,[34  6] ; [30  2],[35.55555556  4.44444444] ; [28.44444444  3.55555556],0
r1,1,0.263626,1.249615,[31  9] ; [21 11],[28.88888889 11.11111111] ; [23.11111111  8.88888889],0
n4,1,0.284789,1.144092,[22 18] ; [14 19],[19.7260274 20.2739726] ; [16.2739726 16.7260274],0
n5,1,0.287144,1.132966,[15 25] ; [16 16],[17.22222222 22.77777778] ; [13.77777778 18.22222222],0
a4,1,0.310659,1.027874,[18 22] ; [11 22],[15.89041096 24.10958904] ; [13.10958904 19.89041096],0
s4,1,0.317515,0.999157,[ 5 35] ; [ 7 26],[ 6.57534247 33.42465753] ; [ 5.42465753 27.57534247],0
s7,1,0.418251,0.655224,[12 25] ; [13 18],[13.60294118 23.39705882] ; [11.39705882 19.60294118],0
s1,1,0.420639,0.648529,[ 3 37] ; [ 1 31],[ 2.22222222 37.77777778] ; [ 1.77777778 30.22222222],0
v1,1,0.422678,0.642857,[15 25] ; [15 17],[16.66666667 23.33333333] ; [13.33333333 18.66666667],0
a5,1,0.433739,0.61279,[30 10] ; [22 11],[28.49315068 11.50684932] ; [23.50684932  9.49315068],0
a1,1,0.445633,0.581735,[ 1 39] ; [ 2 31],[ 1.64383562 38.35616438] ; [ 1.35616438 31.64383562],0
n1,1,0.469064,0.524179,[8 7] ; [3 5],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
a7,1,0.516174,0.421532,[26 14] ; [19 14],[24.65753425 15.34246575] ; [20.34246575 12.65753425],0
d4,1,0.535029,0.384831,[29 11] ; [26  7],[30.1369863  9.8630137] ; [24.8630137  8.1369863],0
p1,1,0.541922,0.371989,[ 4 36] ; [ 2 31],[ 3.28767123 36.71232877] ; [ 2.71232877 30.28767123],0
d1,1,0.549009,0.359096,[19 21] ; [18 15],[20.2739726 19.7260274] ; [16.7260274 16.2739726],0
p2,1,0.555667,0.347262,[31  8] ; [28  5],[31.95833333  7.04166667] ; [27.04166667  5.95833333],0
b5,1,0.629606,0.232596,[22 18] ; [20 13],[23.01369863 16.98630137] ; [18.98630137 14.01369863],0
b4,1,0.664526,0.188072,[21 19] ; [19 14],[21.91780822 18.08219178] ; [18.08219178 14.91780822],0
b1,1,0.668709,0.183115,[25 15] ; [19 14],[24.10958904 15.89041096] ; [19.89041096 13.10958904],0
r4,1,0.688464,0.160754,[33  7] ; [26  7],[32.32876712  7.67123288] ; [26.67123288  6.32876712],0
u2,1,0.689995,0.159091,[9 3] ; [13  3],[9.42857143 2.57142857] ; [12.57142857  3.42857143],0
d3,1,0.711383,0.1369,[25 15] ; [22 11],[25.75342466 14.24657534] ; [21.24657534 11.75342466],0
p7,1,0.727943,0.121008,[29 11] ; [22 10],[28.33333333 11.66666667] ; [22.66666667  9.33333333],0
u3,1,0.756158,0.096429,[9 3] ; [12  3],[9.33333333 2.66666667] ; [11.66666667  3.33333333],0
p11,1,0.760271,0.093101,[28 12] ; [22 11],[27.39726027 12.60273973] ; [22.60273973 10.39726027],0
r2,1,0.760518,0.092903,[34  6] ; [28  4],[34.44444444  5.55555556] ; [27.55555556  4.44444444],0
a8,1,0.773885,0.08254,[ 3 32] ; [ 2 28],[ 2.69230769 32.30769231] ; [ 2.30769231 27.69230769],0
n2,1,0.807671,0.059259,[11  4] ; [7 2],[11.25  3.75] ; [6.75 2.25],0
n3,1,0.807671,0.059259,[11  4] ; [7 2],[11.25  3.75] ; [6.75 2.25],0
p8,1,0.843507,0.03897,[21 18] ; [17 16],[20.58333333 18.41666667] ; [17.41666667 15.58333333],0
a2,1,0.844313,0.038565,[ 8 32] ; [ 6 27],[ 7.67123288 32.32876712] ; [ 6.32876712 26.67123288],0
v3,1,0.854376,0.033686,[10 27] ; [ 9 22],[10.33823529 26.66176471] ; [ 8.66176471 22.33823529],0
s5,1,0.857486,0.032248,[ 9 29] ; [ 7 25],[ 8.68571429 29.31428571] ; [ 7.31428571 24.68571429],0
v2,1,0.873944,0.02517,[21 17] ; [16 14],[20.67647059 17.32352941] ; [16.32352941 13.67647059],0
p12,1,0.890128,0.019083,[ 1 39] ; [ 1 32],[ 1.09589041 38.90410959] ; [ 0.90410959 32.09589041],0
p6,1,0.89369,0.017859,[14 25] ; [11 21],[13.73239437 25.26760563] ; [11.26760563 20.73239437],0
d5,1,0.898492,0.016273,[32  8] ; [26  7],[31.78082192  8.21917808] ; [26.21917808  6.78082192],0
a6,1,0.93987,0.00569,[27 13] ; [22 11],[26.84931507 13.15068493] ; [22.15068493 10.84931507],0
p9,1,0.982712,0.00047,[29 11] ; [24  9],[29.04109589 10.95890411] ; [23.95890411  9.04109589],0
