Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,56.585577,[ 1 29] ; [58 11],[17.87878788 12.12121212] ; [41.12121212 27.87878788],1
v4,1,0.0,27.065057,[12 18] ; [61  7],[22.34693878  7.65306122] ; [50.65306122 17.34693878],1
p11,1,4e-06,21.293862,[ 4 26] ; [44 25],[14.54545455 15.45454545] ; [33.45454545 35.54545455],1
p2,1,2.5e-05,17.756053,[ 9 21] ; [51 17],[18.36734694 11.63265306] ; [41.63265306 26.36734694],1
r1,1,0.000446,12.329403,[10 20] ; [49 20],[17.87878788 12.12121212] ; [41.12121212 27.87878788],1
b5,1,0.000446,12.329403,[10 20] ; [49 20],[17.87878788 12.12121212] ; [41.12121212 27.87878788],1
s6,1,0.000726,11.42082,[ 4 26] ; [34 35],[11.51515152 18.48484848] ; [26.48484848 42.51515152],1
p4,1,0.001492,10.089054,[ 3 27] ; [29 39],[ 9.79591837 20.20408163] ; [22.20408163 45.79591837],0
s2,1,0.002223,9.355643,[ 3 27] ; [28 40],[ 9.48979592 20.51020408] ; [21.51020408 46.48979592],0
a1,1,0.003965,8.299653,[ 7 23] ; [ 3 66],[ 3.03030303 26.96969697] ; [ 6.96969697 62.03030303],0
p6,1,0.006952,7.285339,[ 1 29] ; [18 49],[ 5.87628866 24.12371134] ; [13.12371134 53.87628866],0
r2,1,0.007563,7.134236,[19 10] ; [61  8],[23.67346939  5.32653061] ; [56.32653061 12.67346939],0
p7,1,0.017754,5.620285,[ 7 21] ; [34 32],[12.21276596 15.78723404] ; [28.78723404 37.21276596],0
a6,1,0.023576,5.12556,[14 16] ; [48 20],[18.97959184 11.02040816] ; [43.02040816 24.97959184],0
b3,1,0.026089,4.950114,[ 9 10] ; [ 9 36],[ 5.34375 13.65625] ; [12.65625 32.34375],0
b2,1,0.026089,4.950114,[ 9 10] ; [ 9 36],[ 5.34375 13.65625] ; [12.65625 32.34375],0
p8,1,0.026329,4.934289,[ 4 25] ; [25 44],[ 8.58163265 20.41836735] ; [20.41836735 48.58163265],0
s3,1,0.028089,4.82258,[10 19] ; [40 28],[14.94845361 14.05154639] ; [35.05154639 32.94845361],0
p9,1,0.028333,4.807713,[12 18] ; [44 25],[16.96969697 13.03030303] ; [39.03030303 29.96969697],0
s8,1,0.029228,4.754152,[ 3 27] ; [21 48],[ 7.27272727 22.72727273] ; [16.72727273 52.27272727],0
u3,1,0.033335,4.52849,[4 8] ; [22 10],[7.09090909 4.90909091] ; [18.90909091 13.09090909],0
p10,1,0.046699,3.956202,[10 20] ; [38 31],[14.54545455 15.45454545] ; [33.45454545 35.54545455],0
n5,1,0.048068,3.907601,[17 13] ; [24 44],[12.55102041 17.44897959] ; [28.44897959 39.55102041],0
d4,1,0.069538,3.293889,[17 13] ; [51 17],[20.81632653  9.18367347] ; [47.18367347 20.81632653],0
n2,1,0.089346,2.88612,[6 9] ; [15  7],[8.51351351 6.48648649] ; [12.48648649  9.51351351],0
u2,1,0.149996,2.072293,[5 7] ; [21 11],[7.09090909 4.90909091] ; [18.90909091 13.09090909],0
s7,1,0.175515,1.835192,[ 4 23] ; [18 46],[ 6.52747253 20.47252747] ; [15.47252747 48.52747253],0
p3,1,0.180357,1.79468,[ 6 24] ; [23 46],[ 8.78787879 21.21212121] ; [20.21212121 48.78787879],0
p1,1,0.214391,1.541525,[ 4 26] ; [ 4 64],[ 2.44897959 27.55102041] ; [ 5.55102041 62.44897959],0
d5,1,0.219214,1.509508,[15 15] ; [43 25],[17.75510204 12.24489796] ; [40.24489796 27.75510204],0
d3,1,0.232313,1.426645,[14 16] ; [40 27],[16.70103093 13.29896907] ; [37.29896907 29.70103093],0
v3,1,0.235446,1.407657,[ 6 24] ; [ 7 57],[ 4.14893617 25.85106383] ; [ 8.85106383 55.14893617],0
n3,1,0.241374,1.372549,[6 9] ; [12  8],[7.71428571 7.28571429] ; [10.28571429  9.71428571],0
b1,1,0.304458,1.054565,[19 11] ; [36 33],[16.66666667 13.33333333] ; [38.33333333 30.66666667],0
a7,1,0.32881,0.953579,[16 14] ; [44 25],[18.18181818 11.81818182] ; [41.81818182 27.18181818],0
a4,1,0.32881,0.953579,[14 16] ; [25 44],[11.81818182 18.18181818] ; [27.18181818 41.81818182],0
a8,1,0.355902,0.852303,[ 2 27] ; [ 9 58],[ 3.32291667 25.67708333] ; [ 7.67708333 59.32291667],0
s5,1,0.359281,0.840404,[ 4 26] ; [14 52],[ 5.625 24.375] ; [12.375 53.625],0
n1,1,0.360533,0.836034,[7 8] ; [ 7 15],[5.67567568 9.32432432] ; [ 8.32432432 13.67567568],0
a5,1,0.441468,0.592464,[14 16] ; [38 31],[15.75757576 14.24242424] ; [36.24242424 32.75757576],0
a3,1,0.441857,0.591454,[18 11] ; [37 32],[16.2755102 12.7244898] ; [38.7244898 30.2755102],0
d1,1,0.462527,0.539773,[ 9 21] ; [26 43],[10.60606061 19.39393939] ; [24.39393939 44.60606061],0
n4,1,0.498871,0.457337,[17 13] ; [34 35],[15.45454545 14.54545455] ; [35.54545455 33.45454545],0
a2,1,0.504301,0.445874,[ 4 26] ; [13 56],[ 5.15151515 24.84848485] ; [11.84848485 57.15151515],0
s4,1,0.673975,0.176988,[ 5 25] ; [14 55],[ 5.75757576 24.24242424] ; [13.24242424 55.75757576],0
d2,1,0.736318,0.113389,[13 17] ; [27 41],[12.24489796 17.75510204] ; [27.75510204 40.24489796],0
b4,1,0.769212,0.086087,[16 14] ; [39 30],[16.66666667 13.33333333] ; [38.33333333 30.66666667],0
v1,1,0.845968,0.037739,[10 20] ; [21 46],[ 9.58762887 20.41237113] ; [21.41237113 45.58762887],0
s1,1,0.852552,0.034545,[ 3 27] ; [ 6 62],[ 2.75510204 27.24489796] ; [ 6.24489796 61.75510204],0
p5,1,0.885344,0.020793,[ 1 28] ; [ 2 67],[ 0.8877551 28.1122449] ; [ 2.1122449 66.8877551],0
