Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.5e-05,18.688063,[12 22] ; [33  6],[20.95890411 13.04109589] ; [24.04109589 14.95890411],1
u3,1,0.002916,8.859375,[ 3 13] ; [9 3],[6.85714286 9.14285714] ; [5.14285714 6.85714286],0
r4,1,0.003633,8.458498,[26  9] ; [38  1],[30.27027027  4.72972973] ; [33.72972973  5.27027027],0
p6,1,0.005454,7.72232,[ 9 26] ; [22 16],[14.8630137 20.1369863] ; [16.1369863 21.8630137],0
d1,1,0.005857,7.593851,[15 20] ; [29 10],[20.81081081 14.18918919] ; [23.18918919 15.81081081],0
d4,1,0.012177,6.284906,[23 12] ; [35  4],[27.43243243  7.56756757] ; [30.56756757  8.43243243],0
s6,1,0.012385,6.254841,[17 17] ; [29  8],[22.02816901 11.97183099] ; [23.97183099 13.02816901],0
d2,1,0.019191,5.484018,[12 23] ; [24 15],[17.02702703 17.97297297] ; [18.97297297 20.02702703],0
u1,1,0.020242,5.390933,[ 2 33] ; [10 29],[ 5.67567568 29.32432432] ; [ 6.32432432 32.67567568],0
p7,1,0.031519,4.624479,[17 17] ; [29 10],[21.42465753 12.57534247] ; [24.57534247 14.42465753],0
d5,1,0.032421,4.576102,[22 13] ; [33  6],[26.01351351  8.98648649] ; [28.98648649 10.01351351],0
n1,1,0.040491,4.197192,[6 8] ; [7 1],[8.27272727 5.72727273] ; [4.72727273 3.27272727],0
s8,1,0.05555,3.665512,[ 9 26] ; [18 20],[12.94520548 22.05479452] ; [14.05479452 23.94520548],0
p5,1,0.063008,3.456383,[ 2 33] ; [ 8 31],[ 4.72972973 30.27027027] ; [ 5.27027027 33.72972973],0
n2,1,0.063155,3.452522,[14  1] ; [5 3],[12.39130435  2.60869565] ; [6.60869565 1.39130435],0
d3,1,0.063416,3.445703,[22 13] ; [32  7],[25.54054054  9.45945946] ; [28.45945946 10.54054054],0
s5,1,0.081243,3.039852,[ 7 28] ; [14 22],[10.35211268 24.64788732] ; [10.64788732 25.35211268],0
a4,1,0.09266,2.827539,[10 24] ; [19 20],[13.50684932 20.49315068] ; [15.49315068 23.50684932],0
s4,1,0.106522,2.605083,[ 4 31] ; [10 28],[ 6.71232877 28.28767123] ; [ 7.28767123 30.71232877],0
a3,1,0.113022,2.511455,[18 16] ; [27 11],[21.25 12.75] ; [23.75 14.25],0
s7,1,0.117912,2.444844,[14 21] ; [20 14],[17.24637681 17.75362319] ; [16.75362319 17.24637681],0
a5,1,0.117976,2.443986,[20 15] ; [29 10],[23.17567568 11.82432432] ; [25.82432432 13.17567568],0
a2,1,0.188628,1.728304,[ 4 31] ; [ 9 30],[ 6.14864865 28.85135135] ; [ 6.85135135 32.14864865],0
n6,1,0.197696,1.659313,[24 11] ; [31  7],[26.36986301  8.63013699] ; [28.63013699  9.36986301],0
b1,1,0.209,1.578343,[12 23] ; [19 20],[14.66216216 20.33783784] ; [16.33783784 22.66216216],0
u2,1,0.21918,1.509733,[ 6 11] ; [7 5],[7.62068966 9.37931034] ; [5.37931034 6.62068966],0
r1,1,0.24226,1.367397,[25  9] ; [33  6],[27.01369863  6.98630137] ; [30.98630137  8.01369863],0
b4,1,0.269911,1.217198,[18 17] ; [25 14],[20.33783784 14.66216216] ; [22.66216216 16.33783784],0
b5,1,0.28083,1.163069,[20 15] ; [27 12],[22.22972973 12.77027027] ; [24.77027027 14.22972973],0
n5,1,0.28083,1.163069,[20 15] ; [27 12],[22.22972973 12.77027027] ; [24.77027027 14.22972973],0
v3,1,0.380021,0.770632,[16 18] ; [14 24],[14.16666667 19.83333333] ; [15.83333333 22.16666667],0
