Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000269,13.276086,[22  3] ; [3 8],[17.36111111  7.63888889] ; [7.63888889 3.36111111],1
d1,1,0.001129,10.603636,[17  8] ; [ 1 10],[12.5 12.5] ; [5.5 5.5],0
b5,1,0.022564,5.201776,[19  6] ; [4 7],[15.97222222  9.02777778] ; [7.02777778 3.97222222],0
p1,1,0.035422,4.424727,[ 2 23] ; [4 7],[ 4.16666667 20.83333333] ; [1.83333333 9.16666667],0
v3,1,0.060103,3.534545,[ 4 21] ; [5 6],[ 6.25 18.75] ; [2.75 8.25],0
v4,1,0.060103,3.534545,[21  4] ; [6 5],[18.75  6.25] ; [8.25 2.75],0
n5,1,0.063661,3.439339,[15 10] ; [10  1],[17.36111111  7.63888889] ; [7.63888889 3.36111111],0
p10,1,0.07044,3.272727,[15 10] ; [3 8],[12.5 12.5] ; [5.5 5.5],0
d3,1,0.073312,3.207273,[19  6] ; [5 6],[16.66666667  8.33333333] ; [7.33333333 3.66666667],0
s1,1,0.123496,2.372411,[ 2 23] ; [3 8],[ 3.47222222 21.52777778] ; [1.52777778 9.47222222],0
s8,1,0.124004,2.366,[ 9 16] ; [1 9],[ 7.14285714 17.85714286] ; [2.85714286 7.14285714],0
p9,1,0.12663,2.333333,[17  8] ; [4 6],[15. 10.] ; [6. 4.],0
p3,1,0.13738,2.207066,[11 14] ; [2 9],[ 9.02777778 15.97222222] ; [3.97222222 7.02777778],0
b2,1,0.142772,2.147821,[ 5 14] ; [4 3],[ 6.57692308 12.42307692] ; [2.42307692 4.57692308],0
b3,1,0.142772,2.147821,[ 5 14] ; [4 3],[ 6.57692308 12.42307692] ; [2.42307692 4.57692308],0
v2,1,0.143672,2.138182,[ 8 17] ; [ 1 10],[ 6.25 18.75] ; [2.75 8.25],0
a3,1,0.159969,1.974519,[16  9] ; [8 1],[17.64705882  7.35294118] ; [6.35294118 2.64705882],0
p2,1,0.169017,1.891636,[13 12] ; [3 8],[11.11111111 13.88888889] ; [4.88888889 6.11111111],0
s6,1,0.184346,1.762238,[11 14] ; [2 8],[ 9.28571429 15.71428571] ; [3.71428571 6.28571429],0
n3,1,0.210096,1.570767,[5 7] ; [5 2],[6.31578947 5.68421053] ; [3.68421053 3.31578947],0
n1,1,0.215508,1.534035,[7 5] ; [6 1],[8.21052632 3.78947368] ; [4.78947368 2.21052632],0
s3,1,0.248983,1.329003,[11 14] ; [2 7],[ 9.55882353 15.44117647] ; [3.44117647 5.55882353],0
a1,1,0.257359,1.282909,[ 3 22] ; [3 8],[ 4.16666667 20.83333333] ; [1.83333333 9.16666667],0
s4,1,0.297798,1.08403,[ 6 19] ; [ 1 10],[ 4.86111111 20.13888889] ; [2.13888889 8.86111111],0
p4,1,0.342953,0.899362,[11 14] ; [3 8],[ 9.72222222 15.27777778] ; [4.27777778 6.72222222],0
d2,1,0.386671,0.749384,[13 12] ; [4 7],[11.80555556 13.19444444] ; [5.19444444 5.80555556],0
s7,1,0.39269,0.730595,[11 13] ; [3 7],[ 9.88235294 14.11764706] ; [4.11764706 5.88235294],0
s2,1,0.393841,0.727049,[ 8 17] ; [2 9],[ 6.94444444 18.05555556] ; [3.05555556 7.94444444],0
a5,1,0.393841,0.727049,[17  8] ; [9 2],[18.05555556  6.94444444] ; [7.94444444 3.05555556],0
a6,1,0.438815,0.59938,[17  8] ; [6 5],[15.97222222  9.02777778] ; [7.02777778 3.97222222],0
b1,1,0.438815,0.59938,[17  8] ; [6 5],[15.97222222  9.02777778] ; [7.02777778 3.97222222],0
p11,1,0.463956,0.536333,[10 15] ; [3 8],[ 9.02777778 15.97222222] ; [3.97222222 7.02777778],0
n4,1,0.463956,0.536333,[15 10] ; [8 3],[15.97222222  9.02777778] ; [7.02777778 3.97222222],0
s5,1,0.490021,0.47648,[ 7 17] ; [2 9],[ 6.17142857 17.82857143] ; [2.82857143 8.17142857],0
r2,1,0.490021,0.47648,[17  7] ; [9 2],[17.82857143  6.17142857] ; [8.17142857 2.82857143],0
a2,1,0.530869,0.392727,[ 7 18] ; [2 9],[ 6.25 18.75] ; [2.75 8.25],0
a8,1,0.531725,0.391094,[ 1 22] ; [1 9],[ 1.39393939 21.60606061] ; [0.60606061 9.39393939],0
p8,1,0.551469,0.354691,[11 14] ; [5 4],[11.76470588 13.23529412] ; [4.23529412 4.76470588],0
v1,1,0.591943,0.28732,[ 9 16] ; [5 6],[ 9.72222222 15.27777778] ; [4.27777778 6.72222222],0
r4,1,0.615795,0.251821,[ 7 18] ; [4 7],[ 7.63888889 17.36111111] ; [3.36111111 7.63888889],0
n6,1,0.632124,0.229191,[13 11] ; [5 6],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
r1,1,0.717491,0.130909,[12 13] ; [6 5],[12.5 12.5] ; [5.5 5.5],0
b4,1,0.798074,0.065455,[17  8] ; [7 4],[16.66666667  8.33333333] ; [7.33333333 3.66666667],0
n2,1,0.829454,0.046398,[8 4] ; [5 2],[8.21052632 3.78947368] ; [4.78947368 2.21052632],0
p6,1,0.834532,0.043636,[ 6 19] ; [3 8],[ 6.25 18.75] ; [2.75 8.25],0
a4,1,0.91483,0.011438,[12 13] ; [5 5],[12.14285714 12.85714286] ; [4.85714286 5.14285714],0
p7,1,0.92809,0.008145,[ 8 15] ; [4 7],[ 8.11764706 14.88235294] ; [3.88235294 7.11764706],0
p5,1,1.0,0.0,[ 5 20] ; [2 8],[ 5. 20.] ; [2. 8.],0
