Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,25.959167,[ 12 108] ; [19 22],[23.10559006 96.89440994] ; [ 7.89440994 33.10559006],1
s6,1,1e-06,24.482266,[33 88] ; [29 12],[46.30864198 74.69135802] ; [15.69135802 25.30864198],1
s3,1,3e-06,21.611129,[26 93] ; [26 17],[38.19753086 80.80246914] ; [13.80246914 29.19753086],1
s4,1,0.002683,9.011255,[ 15 107] ; [14 29],[ 21.44242424 100.55757576] ; [ 7.55757576 35.44242424],0
b2,1,0.011238,6.427234,[30 39] ; [ 3 19],[25.02197802 43.97802198] ; [ 7.97802198 14.02197802],0
b3,1,0.011238,6.427234,[30 39] ; [ 3 19],[25.02197802 43.97802198] ; [ 7.97802198 14.02197802],0
d3,1,0.018115,5.584953,[58 63] ; [29 13],[64.58282209 56.41717791] ; [22.41717791 19.58282209],0
n2,1,0.024269,5.075308,[28 18] ; [13  1],[31.43333333 14.56666667] ; [9.56666667 4.43333333],0
n1,1,0.024269,5.075308,[18 28] ; [ 1 13],[14.56666667 31.43333333] ; [4.43333333 9.56666667],0
p10,1,0.02656,4.919208,[64 54] ; [31 11],[70.0625 47.9375] ; [24.9375 17.0625],0
u3,1,0.029096,4.761905,[14 40] ; [11 10],[18. 36.] ; [ 7. 14.],0
v1,1,0.032431,4.575556,[35 84] ; [20 22],[40.65217391 78.34782609] ; [14.34782609 27.65217391],0
d4,1,0.057427,3.610179,[74 48] ; [33 10],[79.11515152 42.88484848] ; [27.88484848 15.11515152],0
n5,1,0.075123,3.167388,[83 38] ; [23 20],[78.20731707 42.79268293] ; [27.79268293 15.20731707],0
d2,1,0.07519,3.165912,[49 71] ; [11 32],[44.17177914 75.82822086] ; [15.82822086 27.17177914],0
p8,1,0.078305,3.099736,[36 83] ; [19 23],[40.65217391 78.34782609] ; [14.34782609 27.65217391],0
a2,1,0.091871,2.841277,[ 13 109] ; [ 1 42],[ 10.35151515 111.64848485] ; [ 3.64848485 39.35151515],0
p4,1,0.109863,2.556194,[42 78] ; [21 22],[46.3803681 73.6196319] ; [16.6196319 26.3803681],0
