Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,111.99542,[175 238] ; [233  49],[242.45179856 170.54820144] ; [165.54820144 116.45179856],1
v1,1,0.0,35.701904,[194 221] ; [197  86],[232.4713467 182.5286533] ; [158.5286533 124.4713467],1
s8,1,1.6e-05,18.653684,[175 253] ; [163 121],[203.17977528 224.82022472] ; [134.82022472 149.17977528],1
p12,1,4.7e-05,16.584034,[ 24 401] ; [ 42 244],[ 39.45147679 385.54852321] ; [ 26.54852321 259.45147679],1
d1,1,0.000105,15.039441,[227 201] ; [194  93],[252.01118881 175.98881119] ; [168.98881119 118.01118881],1
s7,1,0.000115,14.874926,[188 226] ; [165 108],[212.72489083 201.27510917] ; [140.27510917 132.72489083],1
n5,1,0.00013,14.648269,[306 117] ; [242  44],[326.94499295  96.05500705] ; [221.05500705  64.94499295],1
p3,1,0.000199,13.837275,[199 229] ; [173 112],[223.30434783 204.69565217] ; [148.69565217 136.30434783],1
n4,1,0.00033,12.889179,[314 112] ; [244  43],[333.39130435  92.60869565] ; [224.60869565  62.39130435],1
p5,1,0.001056,10.726745,[ 39 387] ; [ 50 237],[ 53.17531557 372.82468443] ; [ 35.82468443 251.17531557],0
p7,1,0.001887,9.656322,[259 158] ; [207  75],[278. 139.] ; [188.  94.],0
p8,1,0.001984,9.56451,[214 209] ; [176 106],[234. 189.] ; [156. 126.],0
a1,1,0.004932,7.904317,[ 13 415] ; [ 22 265],[ 20.95104895 407.04895105] ; [ 14.04895105 272.95104895],0
a3,1,0.007158,7.232923,[295 132] ; [223  62],[310.65449438 116.34550562] ; [207.34550562  77.65449438],0
s4,1,0.009214,6.780878,[ 87 336] ; [ 37 248],[ 74.08474576 348.91525424] ; [ 49.91525424 235.08474576],0
p1,1,0.009634,6.701345,[ 26 401] ; [ 33 253],[ 35.33380084 391.66619916] ; [ 23.66619916 262.33380084],0
r1,1,0.00988,6.656386,[326  99] ; [242  44],[339.52180028  85.47819972] ; [228.47819972  57.52180028],0
n6,1,0.010988,6.467181,[359  67] ; [258  26],[370.2  55.8] ; [246.8  37.2],0
r4,1,0.012248,6.274639,[387  41] ; [274  13],[395.67552448  32.32447552] ; [265.32447552  21.67552448],0
v4,1,0.014009,6.036981,[403  23] ; [281   5],[409.24719101  16.75280899] ; [274.75280899  11.24719101],0
d2,1,0.014244,6.007705,[187 240] ; [152 134],[203.01963534 223.98036466] ; [135.98036466 150.01963534],0
a5,1,0.01472,5.949714,[307 121] ; [229  58],[320.85034965 107.14965035] ; [215.14965035  71.85034965],0
p10,1,0.024764,5.040283,[379  46] ; [269  17],[387.34177215  37.65822785] ; [260.65822785  25.34177215],0
d5,1,0.037372,4.333365,[336  91] ; [242  43],[346.63764045  80.36235955] ; [231.36235955  53.63764045],0
p4,1,0.037652,4.320668,[249 177] ; [188  96],[262.2 163.8] ; [174.8 109.2],0
d4,1,0.039684,4.231362,[344  84] ; [246  39],[354.1654979  73.8345021] ; [235.8345021  49.1654979],0
s2,1,0.050599,3.821509,[211 215] ; [163 123],[223.76966292 202.23033708] ; [150.23033708 135.76966292],0
