Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,48.338005,[26 97] ; [80 43],[53. 70.] ; [53. 70.],1
p8,1,0.0,28.144387,[39 83] ; [81 42],[59.75510204 62.24489796] ; [60.24489796 62.75510204],1
p7,1,0.0,26.631583,[51 69] ; [93 31],[70.81967213 49.18032787] ; [73.18032787 50.81967213],1
p6,1,1e-06,23.397744,[ 15 105] ; [49 74],[31.60493827 88.39506173] ; [32.39506173 90.60493827],1
v1,1,3.8e-05,16.95457,[42 79] ; [74 47],[58. 63.] ; [58. 63.],1
p10,1,0.000112,14.917698,[82 40] ; [108  15],[94.6122449 27.3877551] ; [95.3877551 27.6122449],1
p2,1,0.000376,12.647983,[90 32] ; [112  11],[100.5877551  21.4122449] ; [101.4122449  21.5877551],1
p9,1,0.003905,8.327339,[88 34] ; [107  16],[97.10204082 24.89795918] ; [97.89795918 25.10204082],0
n5,1,0.004944,7.899925,[72 50] ; [94 30],[82.32520325 39.67479675] ; [83.67479675 40.32520325],0
p5,1,0.005675,7.650687,[  3 119] ; [ 14 108],[  8.5 113.5] ; [  8.5 113.5],0
a5,1,0.005719,7.636795,[73 50] ; [94 30],[83.16194332 39.83805668] ; [83.83805668 40.16194332],0
n4,1,0.005816,7.606358,[80 43] ; [100  24],[89.63562753 33.36437247] ; [90.36437247 33.63562753],0
d5,1,0.010936,6.475698,[84 39] ; [102  22],[92.62348178 30.37651822] ; [93.37651822 30.62348178],0
a2,1,0.025032,5.021675,[ 13 110] ; [26 98],[ 19.42105263 103.57894737] ; [ 19.57894737 104.42105263],0
v3,1,0.026358,4.932376,[34 85] ; [50 68],[42.17721519 76.82278481] ; [41.82278481 76.17721519],0
p12,1,0.033857,4.501915,[  1 120] ; [  7 117],[  3.95102041 117.04897959] ; [  4.04897959 119.95102041],0
s8,1,0.033869,4.501302,[ 20 103] ; [34 90],[26.89068826 96.10931174] ; [27.10931174 96.89068826],0
s7,1,0.043539,4.074332,[22 95] ; [35 81],[28.6223176 88.3776824] ; [28.3776824 87.6223176],0
a4,1,0.043974,4.057546,[43 80] ; [59 65],[50.79352227 72.20647773] ; [51.20647773 72.79352227],0
d1,1,0.048623,3.888323,[57 66] ; [73 51],[64.73684211 58.26315789] ; [65.26315789 58.73684211],0
v4,1,0.084032,2.985138,[108  13] ; [118   6],[111.61632653   9.38367347] ; [114.38367347   9.61632653],0
a7,1,0.107843,2.585548,[79 43] ; [92 32],[84.80487805 37.19512195] ; [86.19512195 37.80487805],0
r3,1,0.167646,1.903869,[117   4] ; [115   9],[114.57959184   6.42040816] ; [117.42040816   6.57959184],0
a3,1,0.206132,1.598387,[78 45] ; [88 36],[82.66396761 40.33603239] ; [83.33603239 40.66396761],0
a6,1,0.208525,1.581637,[77 46] ; [87 37],[81.66801619 41.33198381] ; [82.33198381 41.66801619],0
d2,1,0.211942,1.558108,[48 73] ; [59 65],[52.84489796 68.15510204] ; [54.15510204 69.84489796],0
d3,1,0.216546,1.527112,[73 50] ; [83 41],[77.68421053 45.31578947] ; [78.31578947 45.68421053],0
p1,1,0.220024,1.504215,[  9 112] ; [ 15 109],[ 11.85306122 109.14693878] ; [ 12.14693878 111.85306122],0
r1,1,0.225967,1.466071,[88 35] ; [97 27],[92.12550607 30.87449393] ; [92.87449393 31.12550607],0
b3,1,0.247374,1.338074,[24 44] ; [37 46],[27.47019868 40.52980132] ; [33.52980132 49.47019868],0
b2,1,0.247374,1.338074,[24 44] ; [37 46],[27.47019868 40.52980132] ; [33.52980132 49.47019868],0
b1,1,0.25743,1.282525,[42 81] ; [51 73],[46.31174089 76.68825911] ; [46.68825911 77.31174089],0
n3,1,0.273821,1.197505,[27 10] ; [22  4],[28.77777778  8.22222222] ; [20.22222222  5.77777778],0
n1,1,0.317278,1.000136,[10 26] ; [10 15],[11.80327869 24.19672131] ; [ 8.19672131 16.80327869],0
u1,1,0.318616,0.994621,[ 11 112] ; [ 16 108],[ 13.44534413 109.55465587] ; [ 13.55465587 110.44534413],0
s5,1,0.327103,0.960333,[ 14 104] ; [ 20 103],[ 16.6473029 101.3526971] ; [ 17.3526971 105.6473029],0
v2,1,0.398881,0.711697,[64 54] ; [71 48],[67.21518987 50.78481013] ; [67.78481013 51.21518987],0
s3,1,0.507363,0.439503,[29 94] ; [33 88],[31.25409836 91.74590164] ; [30.74590164 90.25409836],0
r4,1,0.574391,0.31539,[103  20] ; [107  17],[104.57489879  18.42510121] ; [105.42510121  18.57489879],0
s4,1,0.593496,0.284917,[  9 114] ; [  7 117],[  7.96761134 115.03238866] ; [  8.03238866 115.96761134],0
n2,1,0.619823,0.246116,[26 11] ; [19  6],[26.85483871 10.14516129] ; [18.14516129  6.85483871],0
n6,1,0.620778,0.244776,[99 24] ; [102  21],[100.5  22.5] ; [100.5  22.5],0
a1,1,0.693355,0.155478,[  4 119] ; [  3 121],[  3.48582996 119.51417004] ; [  3.51417004 120.48582996],0
d4,1,0.70889,0.139388,[93 29] ; [97 27],[94.22764228 27.77235772] ; [95.77235772 28.22764228],0
u3,1,0.727946,0.121006,[22 23] ; [19 17],[22.77777778 22.22222222] ; [18.22222222 17.77777778],0
b5,1,0.753383,0.09871,[65 58] ; [68 56],[66.23076923 56.76923077] ; [66.76923077 57.23076923],0
u2,1,0.777889,0.079564,[23 22] ; [19 16],[23.625 21.375] ; [18.375 16.625],0
r2,1,0.804304,0.061396,[111  11] ; [113  10],[111.54285714  10.45714286] ; [112.45714286  10.54285714],0
b4,1,0.854464,0.033645,[70 53] ; [72 52],[70.71255061 52.28744939] ; [71.28744939 52.71255061],0
s2,1,0.873038,0.025536,[25 97] ; [24 98],[24.5 97.5] ; [24.5 97.5],0
a8,1,0.968118,0.001597,[ 14 104] ; [13 95],[ 14.09734513 103.90265487] ; [12.90265487 95.09734513],0
u4,1,0.995413,3.3e-05,[  1 122] ; [  1 123],[  0.99595142 122.00404858] ; [  1.00404858 122.99595142],0
