Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,84.150261,[271  60] ; [122 143],[218.26006711 112.73993289] ; [174.73993289  90.26006711],1
p4,1,0.0,41.948145,[246  88] ; [130 141],[207.5768595 126.4231405] ; [168.4231405 102.5768595],1
p3,1,0.0,41.898154,[214 120] ; [102 169],[174.45289256 159.54710744] ; [141.54710744 129.45289256],1
p6,1,0.0,26.589766,[150 184] ; [ 66 202],[119.84053156 214.15946844] ; [ 96.15946844 171.84053156],1
p5,1,2e-06,22.655207,[ 65 271] ; [ 16 250],[ 45.20930233 290.79069767] ; [ 35.79069767 230.20930233],1
p2,1,7e-06,20.310707,[308  27] ; [214  56],[289.04132231  45.95867769] ; [232.95867769  37.04132231],1
p11,1,3.1e-05,17.373989,[303  33] ; [212  60],[284.60526316  51.39473684] ; [230.39473684  41.60526316],1
r4,1,0.000198,13.854589,[316  20] ; [231  41],[302.28947368  33.71052632] ; [244.71052632  27.28947368],1
v4,1,0.000989,10.847623,[326   7] ; [249  21],[317.53731343  15.46268657] ; [257.46268657  12.53731343],1
v1,1,0.002236,9.345085,[204 124] ; [129 131],[185.75510204 142.24489796] ; [147.24489796 112.75510204],0
s5,1,0.003691,8.429805,[122 206] ; [ 68 194],[105.62711864 222.37288136] ; [ 84.37288136 177.62711864],0
p1,1,0.004259,8.170077,[ 41 293] ; [ 15 257],[ 30.86468647 303.13531353] ; [ 25.13531353 246.86468647],0
r1,1,0.005901,7.580239,[283  52] ; [204  66],[269.66115702  65.33884298] ; [217.33884298  52.66115702],0
a5,1,0.008362,6.954248,[266  70] ; [190  82],[252.  84.] ; [204.  68.],0
p12,1,0.016317,5.768339,[ 40 294] ; [ 17 255],[ 31.41584158 302.58415842] ; [ 25.58415842 246.41584158],0
v3,1,0.017428,5.652749,[155 172] ; [ 97 161],[140.86153846 186.13846154] ; [111.13846154 146.86153846],0
b5,1,0.043784,4.064887,[184 152] ; [171 101],[196.18421053 139.81578947] ; [158.81578947 113.18421053],0
s8,1,0.053958,3.713983,[164 168] ; [113 159],[152.25827815 179.74172185] ; [124.74172185 147.25827815],0
r2,1,0.089058,2.891312,[317  14] ; [248  20],[312.21202003  18.78797997] ; [252.78797997  15.21202003],0
n6,1,0.102398,2.667789,[293  40] ; [225  45],[286.05970149  46.94029851] ; [231.94029851  38.05970149],0
v2,1,0.108086,2.581989,[204 121] ; [145 113],[194.55403087 130.44596913] ; [154.44596913 103.55403087],0
n3,1,0.14218,2.154207,[32 17] ; [58 17],[35.56451613 13.43548387] ; [54.43548387 20.56451613],0
a2,1,0.149646,2.075859,[ 71 265] ; [ 71 201],[ 78.47368421 257.52631579] ; [ 63.52631579 208.47368421],0
p9,1,0.170105,1.882018,[319  17] ; [249  21],[314.93069307  21.06930693] ; [253.06930693  16.93069307],0
a7,1,0.176082,1.830387,[254  81] ; [193  79],[246.69686985  88.30313015] ; [200.30313015  71.69686985],0
n5,1,0.192617,1.697483,[272  63] ; [206  62],[265.55555556  69.44444444] ; [212.44444444  55.55555556],0
a6,1,0.199943,1.642787,[222 112] ; [194  78],[229.28052805 104.71947195] ; [186.71947195  85.28052805],0
s1,1,0.226164,1.464826,[  7 328] ; [ 10 258],[  9.44444444 325.55555556] ; [  7.55555556 260.44444444],0
u1,1,0.241257,1.373235,[ 51 285] ; [ 51 221],[ 56.36842105 279.63157895] ; [ 45.63157895 226.36842105],0
a4,1,0.249496,1.326125,[142 193] ; [128 144],[149.01153213 185.98846787] ; [120.98846787 151.01153213],0
n4,1,0.269574,1.218916,[274  62] ; [212  60],[268.57894737  67.42105263] ; [217.42105263  54.57894737],0
a1,1,0.287513,1.13123,[ 20 316] ; [ 11 261],[ 17.13157895 318.86842105] ; [ 13.86842105 258.13157895],0
a8,1,0.296136,1.091514,[ 51 257] ; [ 33 214],[ 46.61621622 261.38378378] ; [ 37.38378378 209.61621622],0
d4,1,0.306446,1.045932,[283  51] ; [222  50],[278.33333333  55.66666667] ; [226.66666667  45.33333333],0
s7,1,0.30854,1.036915,[163 153] ; [124 138],[156.90657439 159.09342561] ; [130.09342561 131.90657439],0
d1,1,0.315117,1.009106,[205 131] ; [155 117],[198.94736842 137.05263158] ; [161.05263158 110.94736842],0
s6,1,0.338749,0.91516,[220 108] ; [171  99],[214.46153846 113.53846154] ; [176.53846154  93.46153846],0
b4,1,0.342195,0.90219,[191 145] ; [165 107],[196.73684211 139.26315789] ; [159.26315789 112.73684211],0
d5,1,0.419688,0.651188,[269  65] ; [226  46],[272.82178218  61.17821782] ; [222.17821782  49.82178218],0
u4,1,0.422304,0.643894,[  8 328] ; [  4 268],[  6.63157895 329.36842105] ; [  5.36842105 266.63157895],0
b1,1,0.53876,0.377843,[124 212] ; [107 165],[127.65789474 208.34210526] ; [103.34210526 168.65789474],0
n2,1,0.553932,0.35032,[39 11] ; [55 20],[37.6 12.4] ; [56.4 18.6],0
s3,1,0.568586,0.325053,[177 153] ; [150 118],[180.45150502 149.54849498] ; [146.54849498 121.45150502],0
s2,1,0.584455,0.299087,[162 172] ; [137 133],[165.3410596 168.6589404] ; [133.6589404 136.3410596],0
d3,1,0.681504,0.168437,[229 106] ; [181  90],[226.65016502 108.34983498] ; [183.34983498  87.65016502],0
d2,1,0.685729,0.163749,[157 178] ; [131 139],[159.47107438 175.52892562] ; [128.52892562 141.47107438],0
a3,1,0.721795,0.12678,[245  89] ; [196  76],[243.05940594  90.94059406] ; [197.94059406  74.05940594],0
b2,1,0.729619,0.119462,[ 84 118] ; [72 94],[ 85.63043478 116.36956522] ; [70.36956522 95.63043478],0
b3,1,0.729619,0.119462,[ 84 118] ; [72 94],[ 85.63043478 116.36956522] ; [70.36956522 95.63043478],0
n1,1,0.776515,0.080578,[19 31] ; [30 44],[19.75806452 30.24193548] ; [29.24193548 44.75806452],0
u3,1,0.795767,0.066992,[51 39] ; [44 31],[51.81818182 38.18181818] ; [43.18181818 31.81818182],0
u2,1,0.810189,0.057687,[57 34] ; [45 29],[56.25454545 34.74545455] ; [45.74545455 28.25454545],0
r3,1,0.817782,0.053084,[319  16] ; [256  14],[318.38842975  16.61157025] ; [256.61157025  13.38842975],0
