Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.004309,8.148854,[24 16] ; [53 98],[16.12565445 23.87434555] ; [60.87434555 90.12565445],0
r3,1,0.00516,7.822328,[36  4] ; [149   2],[38.7434555  1.2565445] ; [146.2565445   4.7434555],0
p9,1,0.014408,5.98749,[30  9] ; [134  13],[34.38709677  4.61290323] ; [129.61290323  17.38709677],0
p10,1,0.015864,5.817853,[31  9] ; [136  13],[35.34391534  4.65608466] ; [131.65608466  17.34391534],0
p8,1,0.024416,5.06484,[18 22] ; [95 52],[24.17112299 15.82887701] ; [88.82887701 58.17112299],0
s8,1,0.042543,4.113486,[22 18] ; [107  42],[27.3015873 12.6984127] ; [101.6984127  47.3015873],0
r1,1,0.049161,3.869859,[31  9] ; [134  16],[34.73684211  5.26315789] ; [130.26315789  19.73684211],0
p2,1,0.056338,3.642028,[30 10] ; [130  19],[33.86243386  6.13756614] ; [126.13756614  22.86243386],0
d1,1,0.056793,3.628658,[22 18] ; [107  44],[27.01570681 12.98429319] ; [101.98429319  49.01570681],0
r4,1,0.068375,3.321616,[35  5] ; [144   7],[37.48691099  2.51308901] ; [141.51308901   9.48691099],0
s1,1,0.070508,3.271154,[ 4 35] ; [  5 145],[ 1.85714286 37.14285714] ; [  7.14285714 142.85714286],0
a8,1,0.072431,3.227046,[ 2 36] ; [ 23 114],[ 5.42857143 32.57142857] ; [ 19.57142857 117.42857143],0
p7,1,0.097346,2.748496,[23 16] ; [104  39],[27.21428571 11.78571429] ; [99.78571429 43.21428571],0
s4,1,0.116276,2.46678,[10 30] ; [ 22 129],[ 6.70157068 33.29842932] ; [ 25.29842932 125.70157068],0
n5,1,0.119021,2.430151,[31  9] ; [131  19],[34.10526316  5.89473684] ; [127.89473684  22.10526316],0
b4,1,0.137897,2.201274,[20 20] ; [95 56],[24.08376963 15.91623037] ; [90.91623037 60.08376963],0
v4,1,0.14934,2.078975,[37  3] ; [146   4],[38.52631579  1.47368421] ; [144.47368421   5.52631579],0
n1,1,0.153022,2.041863,[5 3] ; [10 19],[3.24324324 4.75675676] ; [11.75675676 17.24324324],0
v1,1,0.159184,1.981963,[25 15] ; [110  39],[28.57142857 11.42857143] ; [106.42857143  42.57142857],0
p12,1,0.161572,1.959455,[ 4 36] ; [ 29 120],[ 6.98412698 33.01587302] ; [ 26.01587302 122.98412698],0
d4,1,0.172825,1.858263,[32  7] ; [134  15],[34.43617021  4.56382979] ; [131.56382979  17.43617021],0
n3,1,0.207119,1.591453,[4 4] ; [22  8],[5.47368421 2.52631579] ; [20.52631579  9.47368421],0
p11,1,0.211477,1.561287,[29 11] ; [123  28],[31.83246073  8.16753927] ; [120.16753927  30.83246073],0
d2,1,0.217896,1.518172,[19 21] ; [87 62],[22.43386243 17.56613757] ; [83.56613757 65.43386243],0
a5,1,0.227043,1.459293,[30 10] ; [125  25],[32.63157895  7.36842105] ; [122.36842105  27.63157895],0
p5,1,0.234625,1.412599,[10 30] ; [ 25 124],[ 7.40740741 32.59259259] ; [ 27.59259259 121.40740741],0
s7,1,0.284231,1.146748,[25 11] ; [113  32],[27.44751381  8.55248619] ; [110.55248619  34.44751381],0
a7,1,0.292744,1.106957,[25 15] ; [106  43],[27.72486772 12.27513228] ; [103.27513228  45.72486772],0
a2,1,0.322667,0.978104,[ 9 31] ; [ 46 105],[11.51832461 28.48167539] ; [ 43.48167539 107.51832461],0
a1,1,0.329882,0.94936,[ 2 38] ; [ 15 136],[ 3.56020942 36.43979058] ; [ 13.43979058 137.56020942],0
s5,1,0.343453,0.897501,[19 21] ; [80 63],[21.63934426 18.36065574] ; [77.36065574 65.63934426],0
d5,1,0.373433,0.792209,[31  8] ; [128  22],[32.80952381  6.19047619] ; [126.19047619  23.80952381],0
u2,1,0.379926,0.77094,[4 4] ; [22 11],[5.07317073 2.92682927] ; [20.92682927 12.07317073],0
s3,1,0.421231,0.646878,[32  7] ; [128  19],[33.5483871  5.4516129] ; [126.4516129  20.5483871],0
u1,1,0.446734,0.578924,[ 8 32] ; [ 39 112],[ 9.84293194 30.15706806] ; [ 37.15706806 113.84293194],0
r2,1,0.448497,0.574447,[38  2] ; [147   4],[38.7434555  1.2565445] ; [146.2565445   4.7434555],0
b2,1,0.453283,0.56243,[ 9 15] ; [41 48],[10.61946903 13.38053097] ; [39.38053097 49.61946903],0
b3,1,0.453283,0.56243,[ 9 15] ; [41 48],[10.61946903 13.38053097] ; [39.38053097 49.61946903],0
n6,1,0.478493,0.502296,[35  5] ; [135  13],[36.17021277  3.82978723] ; [133.82978723  14.17021277],0
a6,1,0.516225,0.421428,[24 16] ; [97 51],[25.74468085 14.25531915] ; [95.25531915 52.74468085],0
p6,1,0.521094,0.411727,[15 25] ; [63 83],[16.77419355 23.22580645] ; [61.22580645 84.77419355],0
s6,1,0.527331,0.399532,[36  4] ; [125  20],[34.81081081  5.18918919] ; [126.18918919  18.81081081],0
p4,1,0.546881,0.362934,[25 15] ; [100  48],[26.59574468 13.40425532] ; [98.40425532 49.59574468],0
u3,1,0.56842,0.325333,[5 3] ; [24  9],[5.65853659 2.34146341] ; [23.34146341  9.65853659],0
n4,1,0.581948,0.303096,[36  4] ; [131  20],[34.97382199  5.02617801] ; [132.02617801  18.97382199],0
p3,1,0.611523,0.257963,[22 18] ; [88 60],[23.40425532 16.59574468] ; [86.59574468 61.40425532],0
n2,1,0.619864,0.246059,[6 2] ; [24  5],[6.48648649 1.51351351] ; [23.51351351  5.48648649],0
a4,1,0.836717,0.042475,[21 19] ; [76 74],[20.42105263 19.57894737] ; [76.57894737 73.42105263],0
d3,1,0.887828,0.019896,[28 12] ; [106  43],[28.35978836 11.64021164] ; [105.64021164  43.35978836],0
a3,1,0.911017,0.012489,[32  8] ; [118  31],[31.74603175  8.25396825] ; [118.25396825  30.74603175],0
p1,1,0.942563,0.005191,[ 5 35] ; [ 18 131],[ 4.86772487 35.13227513] ; [ 18.13227513 130.86772487],0
b5,1,0.997014,1.4e-05,[22 18] ; [83 68],[21.9895288 18.0104712] ; [83.0104712 67.9895288],0
