Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.019477,5.458215,[52 35] ; [44 12],[58.40559441 28.59440559] ; [37.59440559 18.40559441],0
s4,1,0.033305,4.530044,[15 72] ; [18 37],[20.21830986 66.78169014] ; [12.78169014 42.21830986],0
p5,1,0.042308,4.122841,[ 3 82] ; [ 7 49],[ 6.02836879 78.97163121] ; [ 3.97163121 52.02836879],0
s6,1,0.055001,3.682054,[70 16] ; [52  4],[73.88732394 12.11267606] ; [48.11267606  7.88732394],0
r3,1,0.080741,3.049917,[84  3] ; [50  6],[81.52447552  5.47552448] ; [52.47552448  3.52447552],0
n2,1,0.089258,2.887701,[18  9] ; [16  2],[20.4  6.6] ; [13.6  4.4],0
r1,1,0.121983,2.391672,[70 17] ; [38 17],[66.16901408 20.83098592] ; [41.83098592 13.16901408],0
b4,1,0.13051,2.286433,[53 34] ; [41 15],[57.18881119 29.81118881] ; [36.81118881 19.18881119],0
p12,1,0.13727,2.208303,[ 7 80] ; [ 9 47],[ 9.73426573 77.26573427] ; [ 6.26573427 49.73426573],0
v4,1,0.13789,2.201355,[78  9] ; [54  2],[80.30769231  6.69230769] ; [51.69230769  4.30769231],0
d4,1,0.160838,1.966331,[70 17] ; [50  6],[73.00699301 13.99300699] ; [46.99300699  9.00699301],0
r2,1,0.166789,1.911571,[81  6] ; [55  1],[82.74125874  4.25874126] ; [53.25874126  2.74125874],0
v1,1,0.168483,1.896387,[39 41] ; [34 22],[42.94117647 37.05882353] ; [30.05882353 25.94117647],0
p6,1,0.17194,1.865948,[14 73] ; [14 41],[17.15492958 69.84507042] ; [10.84507042 44.15492958],0
a4,1,0.174941,1.840088,[35 52] ; [29 27],[38.93706294 48.06293706] ; [25.06293706 30.93706294],0
n4,1,0.22641,1.463274,[67 20] ; [38 18],[63.88111888 23.11888112] ; [41.11888112 14.88111888],0
u4,1,0.248794,1.330061,[ 5 82] ; [ 1 55],[ 3.65034965 83.34965035] ; [ 2.34965035 53.65034965],0
s1,1,0.271183,1.210754,[ 5 81] ; [ 6 49],[ 6.70921986 79.29078014] ; [ 4.29078014 50.70921986],0
a8,1,0.279547,1.169292,[ 9 69] ; [ 3 48],[ 7.25581395 70.74418605] ; [ 4.74418605 46.25581395],0
s7,1,0.284399,1.145946,[46 35] ; [35 18],[48.96268657 32.03731343] ; [32.03731343 20.96268657],0
a3,1,0.288811,1.125155,[58 29] ; [42 14],[60.83916084 26.16083916] ; [39.16083916 16.83916084],0
p9,1,0.29841,1.081286,[69 17] ; [47  7],[71.25714286 14.74285714] ; [44.74285714  9.25714286],0
n5,1,0.30398,1.05665,[63 24] ; [36 20],[60.23076923 26.76923077] ; [38.76923077 17.23076923],0
p8,1,0.306856,1.044162,[24 63] ; [11 44],[21.44366197 65.55633803] ; [13.55633803 41.44366197],0
s3,1,0.320269,0.987849,[72 15] ; [48  6],[74.04255319 12.95744681] ; [45.95744681  8.04255319],0
p10,1,0.332487,0.939186,[63 23] ; [45 11],[65.4084507 20.5915493] ; [42.5915493 13.4084507],0
a2,1,0.343394,0.89772,[16 71] ; [14 42],[18.25174825 68.74825175] ; [11.74825175 44.25174825],0
r4,1,0.380318,0.769673,[75 12] ; [51  5],[76.65734266 10.34265734] ; [49.34265734  6.65734266],0
u2,1,0.380564,0.768879,[14 14] ; [9 5],[15.33333333 12.66666667] ; [7.66666667 6.33333333],0
d5,1,0.396224,0.719756,[68 19] ; [47  9],[69.96503497 17.03496503] ; [45.03496503 10.96503497],0
p11,1,0.424188,0.638683,[60 27] ; [35 21],[57.7972028 29.2027972] ; [37.2027972 18.7972028],0
b1,1,0.463856,0.536575,[38 49] ; [21 35],[35.8951049 51.1048951] ; [23.1048951 32.8951049],0
n6,1,0.470858,0.519962,[68 18] ; [47  9],[69.64788732 16.35211268] ; [45.35211268 10.64788732],0
d3,1,0.480613,0.497472,[54 33] ; [38 18],[55.97202797 31.02797203] ; [36.02797203 19.97202797],0
n3,1,0.591208,0.288462,[20  7] ; [12  6],[19.2  7.8] ; [12.8  5.2],0
v2,1,0.676004,0.174658,[44 38] ; [27 27],[42.80882353 39.19117647] ; [28.19117647 25.80882353],0
d1,1,0.713123,0.135178,[57 30] ; [35 21],[55.97202797 31.02797203] ; [36.02797203 19.97202797],0
n1,1,0.714393,0.133929,[12 15] ; [9 9],[12.6 14.4] ; [8.4 9.6],0
p3,1,0.747708,0.103467,[33 53] ; [23 33],[33.91549296 52.08450704] ; [22.08450704 33.91549296],0
v3,1,0.750308,0.101273,[31 49] ; [22 31],[31.87969925 48.12030075] ; [21.12030075 31.87969925],0
u1,1,0.752879,0.099128,[19 68] ; [11 45],[18.25174825 68.74825175] ; [11.74825175 44.25174825],0
b2,1,0.821235,0.051056,[15 32] ; [12 23],[15.47560976 31.52439024] ; [11.52439024 23.47560976],0
b3,1,0.821235,0.051056,[15 32] ; [12 23],[15.47560976 31.52439024] ; [11.52439024 23.47560976],0
p1,1,0.856066,0.0329,[10 77] ; [ 7 49],[10.34265734 76.65734266] ; [ 6.65734266 49.34265734],0
d2,1,0.870605,0.026533,[51 36] ; [33 22],[51.46478873 35.53521127] ; [32.53521127 22.46478873],0
p4,1,0.887552,0.019995,[44 43] ; [29 27],[44.41258741 42.58741259] ; [28.58741259 27.41258741],0
p2,1,0.898056,0.016414,[63 24] ; [40 16],[62.66433566 24.33566434] ; [40.33566434 15.66433566],0
a7,1,0.916445,0.011007,[63 24] ; [41 15],[63.27272727 23.72727273] ; [40.72727273 15.27272727],0
u3,1,0.946189,0.004555,[21  8] ; [10  4],[20.90697674  8.09302326] ; [10.09302326  3.90697674],0
s8,1,0.951459,0.003706,[47 40] ; [30 25],[47.17605634 39.82394366] ; [29.82394366 25.17605634],0
a1,1,0.968784,0.001531,[ 3 84] ; [ 2 54],[ 3.04195804 83.95804196] ; [ 1.95804196 54.04195804],0
a6,1,0.969083,0.001502,[50 37] ; [32 24],[49.88811189 37.11188811] ; [32.11188811 23.88811189],0
a5,1,0.969173,0.001493,[65 22] ; [42 14],[65.0979021 21.9020979] ; [41.9020979 14.0979021],0
