Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.412609,[28 59] ; [23  4],[38.92105263 48.07894737] ; [12.07894737 14.92105263],1
v1,1,0.000231,13.561398,[19 68] ; [16 11],[26.71052632 60.28947368] ; [ 8.28947368 18.71052632],1
a3,1,0.020505,5.36841,[50 38] ; [22  5],[55.09565217 32.90434783] ; [16.90434783 10.09565217],0
s8,1,0.038314,4.291033,[ 7 82] ; [ 6 21],[ 9.97413793 79.02586207] ; [ 3.02586207 23.97413793],0
r4,1,0.058875,3.568808,[59 30] ; [23  4],[62.9137931 26.0862069] ; [19.0862069  7.9137931],0
p5,1,0.064517,3.417294,[ 1 88] ; [ 2 24],[ 2.32173913 86.67826087] ; [ 0.67826087 25.32173913],0
d3,1,0.077716,3.11204,[52 36] ; [21  6],[55.86086957 32.13913043] ; [17.13913043  9.86086957],0
a8,1,0.078891,3.08761,[ 4 80] ; [ 4 23],[ 6.05405405 77.94594595] ; [ 1.94594595 25.05405405],0
n4,1,0.109817,2.556851,[34 55] ; [15 12],[37.59482759 51.40517241] ; [11.40517241 15.59482759],0
s4,1,0.11135,2.534951,[ 7 82] ; [ 5 22],[ 9.20689655 79.79310345] ; [ 2.79310345 24.20689655],0
a7,1,0.123969,2.366447,[58 30] ; [22  5],[61.2173913 26.7826087] ; [18.7826087  8.2173913],0
a5,1,0.124054,2.365377,[41 48] ; [17 10],[44.5 44.5] ; [13.5 13.5],0
d1,1,0.165987,1.918819,[36 53] ; [15 12],[39.12931034 49.87068966] ; [11.87068966 15.12931034],0
v4,1,0.177705,1.816716,[72 16] ; [25  2],[74.22608696 13.77391304] ; [22.77391304  4.22608696],0
d5,1,0.205719,1.601298,[57 31] ; [21  6],[59.68695652 28.31304348] ; [18.31304348  8.68695652],0
d4,1,0.234936,1.410724,[66 23] ; [23  4],[68.28448276 20.71551724] ; [20.71551724  6.28448276],0
r1,1,0.242472,1.366165,[55 34] ; [20  7],[57.54310345 31.45689655] ; [17.45689655  9.54310345],0
d2,1,0.25881,1.275113,[29 60] ; [12 15],[31.45689655 57.54310345] ; [ 9.54310345 17.45689655],0
b3,1,0.259648,1.27063,[14 35] ; [7 9],[15.83076923 33.16923077] ; [ 5.16923077 10.83076923],0
b2,1,0.259648,1.27063,[14 35] ; [7 9],[15.83076923 33.16923077] ; [ 5.16923077 10.83076923],0
r3,1,0.271962,1.206825,[75 14] ; [25  2],[76.72413793 12.27586207] ; [23.27586207  3.72413793],0
p1,1,0.332039,0.940929,[ 5 83] ; [ 3 24],[ 6.12173913 81.87826087] ; [ 1.87826087 25.12173913],0
p8,1,0.423548,0.640449,[28 61] ; [10 15],[29.66666667 59.33333333] ; [ 8.33333333 16.66666667],0
u1,1,0.454778,0.558715,[ 7 82] ; [ 1 26],[ 6.13793103 82.86206897] ; [ 1.86206897 25.13793103],0
s3,1,0.455197,0.557679,[23 64] ; [ 5 21],[21.55752212 65.44247788] ; [ 6.44247788 19.55752212],0
s7,1,0.457502,0.551998,[16 68] ; [ 3 21],[14.77777778 69.22222222] ; [ 4.22222222 19.77777778],0
p9,1,0.498408,0.458325,[47 40] ; [16 10],[48.50442478 38.49557522] ; [14.49557522 11.50442478],0
p11,1,0.503112,0.448366,[59 30] ; [16 11],[57.54310345 31.45689655] ; [17.45689655  9.54310345],0
a4,1,0.512931,0.428082,[27 62] ; [10 17],[28.38793103 60.61206897] ; [ 8.61206897 18.38793103],0
b4,1,0.531948,0.390669,[50 39] ; [17 10],[51.40517241 37.59482759] ; [15.59482759 11.40517241],0
p6,1,0.579924,0.306358,[19 68] ; [ 4 20],[18.02702703 68.97297297] ; [ 4.97297297 19.02702703],0
p10,1,0.583463,0.300669,[42 46] ; [14 12],[43.22807018 44.77192982] ; [12.77192982 13.22807018],0
s2,1,0.622907,0.241803,[13 76] ; [ 5 22],[13.81034483 75.18965517] ; [ 4.18965517 22.81034483],0
u2,1,0.634775,0.225641,[20 19] ; [2 3],[19.5 19.5] ; [2.5 2.5],0
a1,1,0.676198,0.174438,[ 2 87] ; [ 1 26],[ 2.30172414 86.69827586] ; [ 0.69827586 26.30172414],0
u3,1,0.713292,0.135011,[19 20] ; [2 3],[18.61363636 20.38636364] ; [2.38636364 2.61363636],0
p7,1,0.730345,0.118795,[44 44] ; [12 14],[43.22807018 44.77192982] ; [12.77192982 13.22807018],0
s1,1,0.732332,0.116981,[ 5 84] ; [ 2 25],[ 5.37068966 83.62931034] ; [ 1.62931034 25.37068966],0
a2,1,0.74162,0.108708,[ 8 81] ; [ 3 24],[ 8.43965517 80.56034483] ; [ 2.56034483 24.43965517],0
p4,1,0.748883,0.102472,[29 60] ; [ 9 16],[29.66666667 59.33333333] ; [ 8.33333333 16.66666667],0
n3,1,0.765875,0.08867,[19 10] ; [5 2],[19.33333333  9.66666667] ; [4.66666667 2.33333333],0
n1,1,0.771159,0.084599,[ 7 23] ; [2 5],[ 7.2972973 22.7027027] ; [1.7027027 5.2972973],0
n2,1,0.796602,0.066434,[15 14] ; [4 3],[15.30555556 13.69444444] ; [3.69444444 3.30555556],0
p3,1,0.815652,0.054355,[25 63] ; [ 8 18],[25.47368421 62.52631579] ; [ 7.52631579 18.47368421],0
p2,1,0.820321,0.051589,[63 26] ; [19  7],[63.46086957 25.53913043] ; [18.53913043  7.46086957],0
a6,1,0.882115,0.02199,[48 41] ; [15 12],[48.3362069 40.6637931] ; [14.6637931 12.3362069],0
b5,1,0.912965,0.011946,[55 34] ; [17 10],[55.24137931 33.75862069] ; [16.75862069 10.24137931],0
b1,1,0.954354,0.003276,[39 50] ; [12 15],[39.12931034 49.87068966] ; [11.87068966 15.12931034],0
n6,1,0.963547,0.002089,[49 40] ; [15 12],[49.10344828 39.89655172] ; [14.89655172 12.10344828],0
s5,1,0.995054,3.8e-05,[10 77] ; [ 3 23],[10.00884956 76.99115044] ; [ 2.99115044 23.00884956],0
