Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.005845,7.597403,[25 40] ; [ 8 44],[18.33333333 46.66666667] ; [14.66666667 37.33333333],0
r3,1,0.009264,6.771257,[61  4] ; [41 12],[56.18644068  8.81355932] ; [45.81355932  7.18644068],0
p2,1,0.020627,5.358062,[45 21] ; [25 28],[38.82352941 27.17647059] ; [31.17647059 21.82352941],0
b4,1,0.023443,5.135413,[47 19] ; [27 26],[41.04201681 24.95798319] ; [32.95798319 20.04201681],0
a6,1,0.029875,4.716487,[43 23] ; [24 29],[37.15966387 28.84033613] ; [29.84033613 23.15966387],0
r1,1,0.048263,3.90081,[53 13] ; [34 19],[48.25210084 17.74789916] ; [38.74789916 14.25210084],0
r4,1,0.048897,3.87887,[55 11] ; [36 17],[50.47058824 15.52941176] ; [40.52941176 12.47058824],0
b1,1,0.061339,3.500814,[31 35] ; [34 19],[36.05042017 29.94957983] ; [28.94957983 24.05042017],0
b5,1,0.089193,2.888877,[36 30] ; [37 16],[40.48739496 25.51260504] ; [32.51260504 20.48739496],0
n4,1,0.115301,2.480017,[51 15] ; [34 19],[47.14285714 18.85714286] ; [37.85714286 15.14285714],0
s4,1,0.130698,2.284199,[ 7 57] ; [11 41],[ 9.93103448 54.06896552] ; [ 8.06896552 43.93103448],0
a1,1,0.140065,2.177244,[ 2 64] ; [ 5 48],[ 3.88235294 62.11764706] ; [ 3.11764706 49.88235294],0
r2,1,0.178612,1.809138,[61  5] ; [44  8],[58.72881356  7.27118644] ; [46.27118644  5.72881356],0
u2,1,0.196005,1.671891,[14 14] ; [ 7 15],[11.76 16.24] ; [ 9.24 12.76],0
u3,1,0.250174,1.322334,[16 13] ; [ 9 14],[13.94230769 15.05769231] ; [11.05769231 11.94230769],0
s3,1,0.258505,1.276745,[30 35] ; [19 34],[26.99152542 38.00847458] ; [22.00847458 30.99152542],0
p5,1,0.263057,1.252598,[ 2 64] ; [ 4 49],[ 3.32773109 62.67226891] ; [ 2.67226891 50.32773109],0
n3,1,0.271807,1.207606,[13  5] ; [11  9],[11.36842105  6.63157895] ; [12.63157895  7.36842105],0
d2,1,0.281949,1.15767,[34 31] ; [22 30],[31.11111111 33.88888889] ; [24.88888889 27.11111111],0
s6,1,0.28841,1.127026,[31 35] ; [29 22],[33.84615385 32.15384615] ; [26.15384615 24.84615385],0
n1,1,0.298799,1.079545,[ 6 12] ; [10 10],[ 7.57894737 10.42105263] ; [ 8.42105263 11.57894737],0
n5,1,0.301348,1.068221,[47 19] ; [33 20],[44.3697479 21.6302521] ; [35.6302521 17.3697479],0
a8,1,0.30762,1.040867,[ 7 51] ; [ 3 45],[ 5.47169811 52.52830189] ; [ 4.52830189 43.47169811],0
p7,1,0.32083,0.985561,[33 31] ; [22 30],[30.34482759 33.65517241] ; [24.65517241 27.34482759],0
d1,1,0.378238,0.776421,[34 32] ; [23 30],[31.61344538 34.38655462] ; [25.38655462 27.61344538],0
v2,1,0.430997,0.620135,[30 34] ; [21 32],[27.8974359 36.1025641] ; [23.1025641 29.8974359],0
p3,1,0.44408,0.585718,[19 46] ; [19 34],[20.93220339 44.06779661] ; [17.06779661 35.93220339],0
v3,1,0.451794,0.566148,[21 45] ; [20 32],[22.93220339 43.06779661] ; [18.06779661 33.93220339],0
a5,1,0.47013,0.52167,[38 28] ; [27 26],[36.05042017 29.94957983] ; [28.94957983 24.05042017],0
v4,1,0.474308,0.511921,[60  6] ; [46  7],[58.78991597  7.21008403] ; [47.21008403  5.78991597],0
s2,1,0.47773,0.50404,[25 39] ; [17 35],[23.17241379 40.82758621] ; [18.82758621 33.17241379],0
s7,1,0.48198,0.494381,[24 41] ; [15 34],[22.23684211 42.76315789] ; [16.76315789 32.23684211],0
a4,1,0.485612,0.486234,[24 41] ; [16 36],[22.22222222 42.77777778] ; [17.77777778 34.22222222],0
d3,1,0.517712,0.418449,[40 26] ; [29 24],[38.26890756 27.73109244] ; [30.73109244 22.26890756],0
p4,1,0.531752,0.391043,[31 35] ; [21 30],[29.33333333 36.66666667] ; [22.66666667 28.33333333],0
a2,1,0.589985,0.290368,[10 56] ; [10 43],[11.09243697 54.90756303] ; [ 8.90756303 44.09243697],0
s8,1,0.645647,0.211433,[18 48] ; [12 39],[16.92307692 49.07692308] ; [13.07692308 37.92307692],0
p6,1,0.651976,0.203418,[15 50] ; [10 41],[14.00862069 50.99137931] ; [10.99137931 40.00862069],0
s5,1,0.651976,0.203418,[15 50] ; [10 41],[14.00862069 50.99137931] ; [10.99137931 40.00862069],0
v1,1,0.744523,0.106191,[23 43] ; [20 33],[23.8487395 42.1512605] ; [19.1512605 33.8487395],0
p1,1,0.762897,0.09101,[ 6 60] ; [ 4 49],[ 5.54621849 60.45378151] ; [ 4.45378151 48.54621849],0
s1,1,0.764585,0.089679,[ 4 61] ; [ 4 49],[ 4.40677966 60.59322034] ; [ 3.59322034 49.40677966],0
u1,1,0.786536,0.073339,[10 56] ; [ 9 44],[10.53781513 55.46218487] ; [ 8.46218487 44.53781513],0
