Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,4.1e-05,16.84701,[45 34] ; [25 70],[31.7816092 47.2183908] ; [38.2183908 56.7816092],1
v3,1,0.002221,9.35742,[30 46] ; [17 76],[21.13609467 54.86390533] ; [25.86390533 67.13609467],0
u3,1,0.006566,7.388091,[ 9 19] ; [28 15],[14.5915493 13.4084507] ; [22.4084507 20.5915493],0
d1,1,0.009072,6.808635,[48 33] ; [38 58],[39.3559322 41.6440678] ; [46.6440678 49.3559322],0
s1,1,0.019554,5.451306,[ 1 79] ; [ 9 86],[ 4.57142857 75.42857143] ; [ 5.42857143 89.57142857],0
n3,1,0.024624,5.050115,[23  5] ; [20 16],[18.8125  9.1875] ; [24.1875 11.8125],0
d4,1,0.030293,4.692586,[69 12] ; [68 27],[63.05113636 17.94886364] ; [73.94886364 21.05113636],0
p5,1,0.053286,3.734927,[ 1 80] ; [ 7 89],[ 3.66101695 77.33898305] ; [ 4.33898305 91.66101695],0
s8,1,0.059036,3.564275,[27 53] ; [20 75],[21.48571429 58.51428571] ; [25.51428571 69.48571429],0
a5,1,0.062628,3.466392,[55 26] ; [52 44],[48.96610169 32.03389831] ; [58.03389831 37.96610169],0
s5,1,0.076414,3.139575,[20 57] ; [14 79],[15.4 61.6] ; [18.6 74.4],0
s2,1,0.087312,2.923252,[34 45] ; [29 66],[28.60344828 50.39655172] ; [34.39655172 60.60344828],0
r4,1,0.126235,2.338199,[65 16] ; [85 11],[68.6440678 12.3559322] ; [81.3559322 14.6440678],0
p4,1,0.132893,2.258376,[39 41] ; [36 60],[34.09090909 45.90909091] ; [40.90909091 55.09090909],0
s6,1,0.133074,2.256268,[47 33] ; [45 50],[42.05714286 37.94285714] ; [49.94285714 45.05714286],0
d3,1,0.140698,2.170312,[54 27] ; [53 42],[49.24431818 31.75568182] ; [57.75568182 37.24431818],0
d5,1,0.15115,2.060606,[64 17] ; [66 29],[59.82954545 21.17045455] ; [70.17045455 24.82954545],0
p8,1,0.154832,2.023984,[32 47] ; [29 67],[27.53714286 51.46285714] ; [33.46285714 62.53714286],0
n5,1,0.177412,1.819174,[36 44] ; [53 43],[40.45454545 39.54545455] ; [48.54545455 47.45454545],0
a3,1,0.192667,1.697102,[53 28] ; [53 42],[48.78409091 32.21590909] ; [57.21590909 37.78409091],0
s7,1,0.206803,1.593664,[31 48] ; [27 63],[27.11242604 51.88757396] ; [30.88757396 59.11242604],0
a7,1,0.227423,1.456904,[56 25] ; [58 38],[52.16949153 28.83050847] ; [61.83050847 34.16949153],0
u4,1,0.295721,1.093391,[ 4 77] ; [ 2 94],[ 2.74576271 78.25423729] ; [ 3.25423729 92.74576271],0
a6,1,0.334677,0.930714,[51 30] ; [53 42],[47.86363636 33.13636364] ; [56.13636364 38.86363636],0
p2,1,0.336983,0.921875,[57 24] ; [61 35],[54. 27.] ; [64. 32.],0
n2,1,0.353721,0.860063,[20  7] ; [24 14],[18.27692308  8.72307692] ; [25.72307692 12.27692308],0
s4,1,0.369471,0.805444,[ 9 71] ; [15 79],[11.03448276 68.96551724] ; [12.96551724 81.03448276],0
v4,1,0.378919,0.774206,[71 10] ; [88  8],[72.76271186  8.23728814] ; [86.23728814  9.76271186],0
p9,1,0.398035,0.714254,[33 46] ; [33 60],[30.31395349 48.68604651] ; [35.68604651 57.31395349],0
b1,1,0.444811,0.583841,[35 46] ; [47 49],[37.52542373 43.47457627] ; [44.47457627 51.52542373],0
d2,1,0.449545,0.5718,[43 38] ; [45 50],[40.5 40.5] ; [47.5 47.5],0
p12,1,0.469315,0.523588,[ 2 79] ; [ 1 94],[ 1.38068182 79.61931818] ; [ 1.61931818 93.38068182],0
r2,1,0.502731,0.449167,[74  6] ; [86 10],[72.72727273  7.27272727] ; [87.27272727  8.72727273],0
u2,1,0.51333,0.427274,[10 16] ; [20 23],[11.30434783 14.69565217] ; [18.69565217 24.30434783],0
n4,1,0.531716,0.391111,[52 28] ; [58 38],[50. 30.] ; [60. 36.],0
p11,1,0.548818,0.359439,[45 36] ; [49 47],[43.01694915 37.98305085] ; [50.98305085 45.01694915],0
a2,1,0.567487,0.326906,[18 63] ; [18 78],[16.47457627 64.52542373] ; [19.52542373 76.47457627],0
b4,1,0.646145,0.210795,[50 31] ; [56 40],[48.50847458 32.49152542] ; [57.49152542 38.50847458],0
a8,1,0.649596,0.20641,[11 59] ; [12 79],[10. 60.] ; [13. 78.],0
p6,1,0.671076,0.180346,[22 54] ; [25 71],[20.76744186 55.23255814] ; [26.23255814 69.76744186],0
p1,1,0.681404,0.168549,[ 4 77] ; [ 6 88],[ 4.62857143 76.37142857] ; [ 5.37142857 88.62857143],0
r1,1,0.687041,0.162307,[61 20] ; [69 26],[59.82954545 21.17045455] ; [70.17045455 24.82954545],0
s3,1,0.70462,0.143711,[38 40] ; [44 52],[36.75862069 41.24137931] ; [45.24137931 50.75862069],0
n6,1,0.743971,0.106667,[56 24] ; [65 31],[55. 25.] ; [66. 30.],0
p7,1,0.787098,0.072944,[37 42] ; [43 53],[36.11428571 42.88571429] ; [43.88571429 52.11428571],0
a1,1,0.805535,0.06061,[ 4 77] ; [ 4 92],[ 3.66101695 77.33898305] ; [ 4.33898305 91.66101695],0
p3,1,0.816333,0.053946,[28 52] ; [32 64],[27.27272727 52.72727273] ; [32.72727273 63.27272727],0
b5,1,0.842787,0.039334,[52 29] ; [63 33],[52.62711864 28.37288136] ; [62.37288136 33.62711864],0
a4,1,0.855731,0.033055,[34 47] ; [39 57],[33.40677966 47.59322034] ; [39.59322034 56.40677966],0
n1,1,0.875556,0.024525,[10 17] ; [13 24],[ 9.703125 17.296875] ; [13.296875 23.703125],0
b3,1,0.936864,0.006274,[16 37] ; [18 43],[15.80701754 37.19298246] ; [18.19298246 42.80701754],0
b2,1,0.936864,0.006274,[16 37] ; [18 43],[15.80701754 37.19298246] ; [18.19298246 42.80701754],0
u1,1,0.965429,0.001879,[12 69] ; [14 82],[11.89830508 69.10169492] ; [14.10169492 81.89830508],0
