Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,46.444125,[253  38] ; [14 21],[238.33435583  52.66564417] ; [28.66564417  6.33435583],1
n4,1,1e-06,23.772134,[257  34] ; [20 15],[247.2607362  43.7392638] ; [29.7392638  5.2607362],1
p9,1,0.000899,11.024759,[252  33] ; [23 11],[245.68965517  39.31034483] ; [29.31034483  4.68965517],1
s7,1,0.000947,10.927877,[169 105] ; [10 22],[160.28104575 113.71895425] ; [18.71895425 13.28104575],1
p11,1,0.001873,9.669641,[246  46] ; [22 13],[239.31498471  52.68501529] ; [28.68501529  6.31498471],0
d2,1,0.003545,8.50353,[159 132] ; [10 25],[150.85582822 140.14417178] ; [18.14417178 16.85582822],0
s5,1,0.005794,7.613327,[118 162] ; [ 6 28],[110.57324841 169.42675159] ; [13.42675159 20.57324841],0
s6,1,0.006898,7.299462,[207  75] ; [18 17],[200.15772871  81.84227129] ; [24.84227129 10.15772871],0
p10,1,0.007946,7.045525,[251  36] ; [24 10],[245.87227414  41.12772586] ; [29.12772586  4.87227414],0
r2,1,0.013528,6.098706,[285   5] ; [32  3],[282.86153846   7.13846154] ; [34.13846154  0.86153846],0
a2,1,0.01418,6.015617,[ 81 211] ; [ 3 32],[ 75.00917431 216.99082569] ; [ 8.99082569 26.00917431],0
p7,1,0.020175,5.396684,[203  78] ; [18 16],[197.14603175  83.85396825] ; [23.85396825 10.14603175],0
a3,1,0.022709,5.190666,[224  65] ; [21 14],[218.53395062  70.46604938] ; [26.46604938  8.53395062],0
d1,1,0.025024,5.022233,[190 102] ; [16 19],[183.95107034 108.04892966] ; [22.04892966 12.95107034],0
v1,1,0.027089,4.885138,[202  87] ; [18 17],[196.2345679  92.7654321] ; [23.7654321 11.2345679],0
u1,1,0.059342,3.555688,[ 65 227] ; [ 3 32],[ 60.72171254 231.27828746] ; [ 7.27828746 27.72171254],0
s8,1,0.081297,3.038775,[160 128] ; [14 21],[155.14551084 132.85448916] ; [18.85448916 16.14551084],0
d5,1,0.088495,2.901544,[242  49] ; [25 10],[238.33435583  52.66564417] ; [28.66564417  6.33435583],0
