Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.9e-05,18.308652,[ 7 24] ; [62 31],[17.25 13.75] ; [51.75 41.25],1
u4,1,0.415456,0.663132,[ 1 30] ; [ 1 91],[ 0.50406504 30.49593496] ; [ 1.49593496 90.50406504],0
u3,1,0.458542,0.549451,[6 9] ; [18 17],[7.2 7.8] ; [16.8 18.2],0
b1,1,0.465062,0.533685,[12 19] ; [43 50],[13.75 17.25] ; [41.25 51.75],0
n2,1,0.495088,0.465449,[11  3] ; [8 4],[10.23076923  3.76923077] ; [8.76923077 3.23076923],0
p1,1,0.536153,0.382716,[ 3 28] ; [13 80],[ 4. 27.] ; [12. 81.],0
n1,1,0.568261,0.3256,[ 3 10] ; [4 8],[3.64 9.36] ; [3.36 8.64],0
a1,1,0.628925,0.233522,[ 2 29] ; [ 4 89],[ 1.5 29.5] ; [ 4.5 88.5],0
p7,1,0.641469,0.216826,[24  6] ; [77 15],[24.83606557  5.16393443] ; [76.16393443 15.83606557],0
n6,1,0.696256,0.152396,[25  6] ; [77 15],[25.70731707  5.29268293] ; [76.29268293 15.70731707],0
r4,1,0.703332,0.145029,[28  3] ; [86  7],[28.5  2.5] ; [85.5  7.5],0
v2,1,0.708999,0.139279,[15 15] ; [48 41],[15.88235294 14.11764706] ; [47.11764706 41.88235294],0
a8,1,0.714127,0.13419,[ 4 26] ; [ 9 74],[ 3.45132743 26.54867257] ; [ 9.54867257 73.45132743],0
s2,1,0.800648,0.06376,[10 20] ; [33 59],[10.57377049 19.42622951] ; [32.42622951 59.57377049],0
s3,1,0.950811,0.003805,[13 18] ; [38 54],[12.85365854 18.14634146] ; [38.14634146 53.85365854],0
r2,1,0.966851,0.001727,[29  2] ; [84  6],[28.95041322  2.04958678] ; [84.04958678  5.95041322],0
u2,1,0.971109,0.001312,[7 8] ; [17 19],[7.05882353 7.94117647] ; [16.94117647 19.05882353],0
a6,1,1.0,0.0,[20 11] ; [60 33],[20. 11.] ; [60. 33.],0
