Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000233,13.548251,[130  17] ; [4 5],[126.26923077  20.73076923] ; [7.73076923 1.26923077],1
r2,1,0.000296,13.094662,[134  11] ; [5 4],[130.87662338  14.12337662] ; [8.12337662 0.87662338],1
p11,1,0.0003,13.07253,[113  34] ; [2 7],[108.36538462  38.63461538] ; [6.63461538 2.36538462],1
s3,1,0.001964,9.583125,[109  36] ; [2 6],[105.19607843  39.80392157] ; [5.80392157 2.19607843],0
p10,1,0.003291,8.638871,[112  33] ; [3 6],[108.27922078  36.72077922] ; [6.72077922 2.27922078],0
p7,1,0.014125,6.022513,[90 52] ; [2 7],[86.51655629 55.48344371] ; [5.48344371 3.51655629],0
d3,1,0.016308,5.769361,[92 55] ; [2 7],[88.57692308 58.42307692] ; [5.42307692 3.57692308],0
s2,1,0.01802,5.594192,[90 55] ; [2 7],[86.62337662 58.37662338] ; [5.37662338 3.62337662],0
p4,1,0.054986,3.682496,[81 66] ; [2 7],[78.21153846 68.78846154] ; [4.78846154 4.21153846],0
d2,1,0.067008,3.354839,[ 28 119] ; [4 5],[ 30.15384615 116.84615385] ; [1.84615385 7.15384615],0
p2,1,0.077991,3.106284,[118  29] ; [5 4],[115.90384615  31.09615385] ; [7.09615385 1.90384615],0
a6,1,0.07897,3.085977,[77 70] ; [2 7],[74.44230769 72.55769231] ; [4.55769231 4.44230769],0
b1,1,0.080865,3.047427,[55 92] ; [6 3],[57.48076923 89.51923077] ; [3.51923077 5.48076923],0
p9,1,0.112308,2.521444,[113  31] ; [5 4],[111.05882353  32.94117647] ; [6.94117647 2.05882353],0
d5,1,0.119581,2.422796,[102  45] ; [4 5],[99.88461538 47.11538462] ; [6.11538462 2.88461538],0
p6,1,0.119981,2.417572,[52 90] ; [1 8],[49.8410596 92.1589404] ; [3.1589404 5.8410596],0
p8,1,0.133178,2.255065,[70 76] ; [2 7],[67.81935484 78.18064516] ; [4.18064516 4.81935484],0
s4,1,0.139523,2.18321,[ 33 112] ; [4 5],[ 34.83766234 110.16233766] ; [2.16233766 6.83766234],0
v3,1,0.164949,1.928264,[52 90] ; [1 7],[50.17333333 91.82666667] ; [2.82666667 5.17333333],0
a1,1,0.165388,1.92426,[  4 143] ; [1 8],[  4.71153846 142.28846154] ; [0.28846154 8.71153846],0
v2,1,0.187729,1.73535,[68 71] ; [2 6],[66.19047619 72.80952381] ; [3.80952381 4.19047619],0
p1,1,0.18966,1.720256,[ 13 133] ; [2 7],[ 14.12903226 131.87096774] ; [0.87096774 8.12903226],0
n2,1,0.215311,1.535354,[24  8] ; [3 3],[22.73684211  9.26315789] ; [4.26315789 1.73684211],0
r1,1,0.248854,1.329725,[107  39] ; [5 4],[105.49677419  40.50322581] ; [6.50322581 2.49677419],0
d4,1,0.264733,1.243838,[107  40] ; [5 4],[105.53846154  41.46153846] ; [6.46153846 2.53846154],0
n6,1,0.274099,1.196119,[119  27] ; [6 3],[117.74193548  28.25806452] ; [7.25806452 1.74193548],0
v1,1,0.312142,1.021591,[72 70] ; [3 6],[70.52980132 71.47019868] ; [4.47019868 4.52980132],0
b5,1,0.318006,0.997129,[90 57] ; [4 5],[88.57692308 58.42307692] ; [5.42307692 3.57692308],0
s7,1,0.353763,0.859912,[68 70] ; [3 6],[66.65306122 71.34693878] ; [4.34693878 4.65306122],0
u3,1,0.421795,0.645308,[51 26] ; [3 3],[50.09638554 26.90361446] ; [3.90361446 2.09638554],0
s8,1,0.426739,0.631681,[69 78] ; [3 6],[67.84615385 79.15384615] ; [4.15384615 4.84615385],0
v4,1,0.483218,0.491592,[138   8] ; [8 1],[137.52258065   8.47741935] ; [8.47741935 0.52258065],0
s1,1,0.491967,0.472222,[  8 136] ; [1 8],[  8.47058824 135.52941176] ; [0.52941176 8.47058824],0
d1,1,0.515102,0.423689,[48 99] ; [2 7],[47.11538462 99.88461538] ; [2.88461538 6.11538462],0
p3,1,0.522681,0.4086,[65 82] ; [3 6],[64.07692308 82.92307692] ; [3.92307692 5.07692308],0
n5,1,0.552003,0.353741,[111  36] ; [6 3],[110.25  36.75] ; [6.75 2.25],0
n1,1,0.565403,0.330435,[12 20] ; [3 3],[12.63157895 19.36842105] ; [2.36842105 3.63157895],0
n3,1,0.565403,0.330435,[20 12] ; [3 3],[19.36842105 12.63157895] ; [3.63157895 2.36842105],0
a3,1,0.602164,0.271744,[69 78] ; [3 5],[68.28387097 78.71612903] ; [3.71612903 4.28387097],0
p12,1,0.69173,0.157218,[ 11 136] ; [1 8],[ 11.30769231 135.69230769] ; [0.69230769 8.30769231],0
a4,1,0.70639,0.141909,[ 26 121] ; [1 7],[ 25.60645161 121.39354839] ; [1.39354839 6.60645161],0
b4,1,0.71483,0.1335,[89 58] ; [6 3],[89.51923077 57.48076923] ; [5.48076923 3.51923077],0
u2,1,0.845207,0.038118,[47 28] ; [4 2],[47.22222222 27.77777778] ; [3.77777778 2.22222222],0
n4,1,0.863679,0.029478,[102  45] ; [6 3],[101.76923077  45.23076923] ; [6.23076923 2.76923077],0
b2,1,0.907464,0.013511,[18 63] ; [1 4],[17.89534884 63.10465116] ; [1.10465116 3.89534884],0
b3,1,0.907464,0.013511,[18 63] ; [1 4],[17.89534884 63.10465116] ; [1.10465116 3.89534884],0
a7,1,0.908941,0.013081,[100  46] ; [6 3],[99.84516129 46.15483871] ; [6.15483871 2.84516129],0
s5,1,0.964917,0.001935,[46 95] ; [3 6],[46.06 94.94] ; [2.94 6.06],0
