Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,7.5e-05,15.676153,[228  45] ; [18 15],[219.47058824  53.52941176] ; [26.52941176  6.47058824],1
a5,1,0.233066,1.422052,[210  63] ; [23 11],[207.19543974  65.80456026] ; [25.80456026  8.19543974],0
n6,1,0.245092,1.351066,[247  24] ; [28  5],[245.14802632  25.85197368] ; [29.85197368  3.14802632],0
s3,1,0.255036,1.295507,[168 104] ; [17 16],[164.98360656 107.01639344] ; [20.01639344 12.98360656],0
n1,1,0.255945,1.290557,[22 30] ; [4 2],[23.31034483 28.68965517] ; [2.68965517 3.31034483],0
b1,1,0.260169,1.267859,[109 164] ; [17 17],[112.04560261 160.95439739] ; [13.95439739 20.04560261],0
u3,1,0.283084,1.152223,[42 24] ; [11  3],[43.725 22.275] ; [9.275 4.725],0
b4,1,0.3111,1.026001,[160 113] ; [23 11],[162.73289902 110.26710098] ; [20.26710098 13.73289902],0
s5,1,0.36172,0.831912,[116 144] ; [17 15],[118.42465753 141.57534247] ; [14.57534247 17.42465753],0
v2,1,0.416253,0.660871,[157 113] ; [21 11],[159.13907285 110.86092715] ; [18.86092715 13.13907285],0
n2,1,0.488211,0.480467,[37 16] ; [5 1],[37.72881356 15.27118644] ; [4.27118644 1.72881356],0
b5,1,0.494951,0.465745,[160 113] ; [22 12],[161.84364821 111.15635179] ; [20.15635179 13.84364821],0
a6,1,0.49679,0.461787,[181  91] ; [20 13],[179.25245902  92.74754098] ; [21.74754098 11.25245902],0
d2,1,0.507106,0.440034,[149 124] ; [16 17],[147.20588235 125.79411765] ; [17.79411765 15.20588235],0
s4,1,0.577355,0.31053,[ 52 215] ; [ 8 26],[ 53.22259136 213.77740864] ; [ 6.77740864 27.22259136],0
p1,1,0.607526,0.263793,[ 39 233] ; [ 6 28],[ 40. 232.] ; [ 5. 29.],0
b3,1,0.609321,0.261164,[82 90] ; [11 15],[80.78787879 91.21212121] ; [12.21212121 13.78787879],0
b2,1,0.609321,0.261164,[82 90] ; [11 15],[80.78787879 91.21212121] ; [12.21212121 13.78787879],0
u2,1,0.643201,0.21458,[38 28] ; [9 5],[38.775 27.225] ; [8.225 5.775],0
n3,1,0.651508,0.204004,[39 13] ; [5 1],[39.44827586 12.55172414] ; [4.55172414 1.44827586],0
a4,1,0.656546,0.197746,[139 133] ; [16 18],[137.77777778 134.22222222] ; [17.22222222 16.77777778],0
p12,1,0.722236,0.126361,[ 34 237] ; [ 5 29],[ 34.65245902 236.34754098] ; [ 4.34754098 29.65245902],0
a1,1,0.758261,0.094719,[ 20 253] ; [ 2 32],[ 19.56351792 253.43648208] ; [ 2.43648208 31.56351792],0
s8,1,0.778759,0.078926,[155 118] ; [19 13],[155.7442623 117.2557377] ; [18.2557377 13.7442623],0
v4,1,0.784212,0.074985,[267   6] ; [33  1],[266.7752443   6.2247557] ; [33.2247557  0.7752443],0
r2,1,0.789549,0.071234,[265   6] ; [33  1],[264.78032787   6.21967213] ; [33.21967213  0.78032787],0
p5,1,0.805241,0.060797,[ 53 220] ; [ 6 28],[ 52.46579805 220.53420195] ; [ 6.53420195 27.46579805],0
v3,1,0.822732,0.050191,[114 153] ; [13 19],[113.40802676 153.59197324] ; [13.59197324 18.40802676],0
s2,1,0.836483,0.042598,[163 109] ; [21 13],[163.55555556 108.44444444] ; [20.44444444 13.55555556],0
v1,1,0.89162,0.018565,[170 100] ; [21 13],[169.63815789 100.36184211] ; [21.36184211 12.63815789],0
s7,1,0.912203,0.012157,[162 101] ; [20 13],[161.70945946 101.29054054] ; [20.29054054 12.70945946],0
u4,1,0.912311,0.012127,[  9 264] ; [ 1 33],[  8.89250814 264.10749186] ; [ 1.10749186 32.89250814],0
a8,1,0.986544,0.000284,[ 38 207] ; [ 5 27],[ 38.03249097 206.96750903] ; [ 4.96750903 27.03249097],0
