Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,7.5e-05,15.676153,[228  45] ; [18 15],[219.47058824  53.52941176] ; [26.52941176  6.47058824],1
p10,1,0.000605,11.760317,[241  30] ; [23 11],[234.5704918  36.4295082] ; [29.4295082  4.5704918],1
d3,1,0.001401,10.20505,[210  62] ; [17 16],[202.43934426  69.56065574] ; [24.56065574  8.43934426],0
n4,1,0.00262,9.055117,[238  35] ; [23 11],[232.09446254  40.90553746] ; [28.90553746  5.09446254],0
p7,1,0.003063,8.769526,[234  35] ; [23 11],[228.16171617  40.83828383] ; [28.83828383  5.16171617],0
d4,1,0.005982,7.555746,[238  34] ; [23 10],[232.76065574  39.23934426] ; [28.23934426  4.76065574],0
p11,1,0.009575,6.712387,[227  46] ; [22 12],[221.42345277  51.57654723] ; [27.57654723  6.42345277],0
d5,1,0.010783,6.50073,[229  42] ; [22 11],[223.75328947  47.24671053] ; [27.24671053  5.75328947],0
s6,1,0.013564,6.094068,[198  67] ; [31  2],[203.6409396  61.3590604] ; [25.3590604  7.6409396],0
p9,1,0.018968,5.504419,[250  22] ; [27  7],[246.22222222  25.77777778] ; [30.77777778  3.22222222],0
a3,1,0.026946,4.894273,[207  64] ; [20 14],[201.69508197  69.30491803] ; [25.30491803  8.69508197],0
a7,1,0.03102,4.651858,[206  65] ; [20 14],[200.80655738  70.19344262] ; [25.19344262  8.80655738],0
a2,1,0.036735,4.362643,[ 78 195] ; [ 4 30],[ 72.91856678 200.08143322] ; [ 9.08143322 24.91856678],0
r1,1,0.046583,3.96038,[236  37] ; [25  9],[232.09446254  40.90553746] ; [28.90553746  5.09446254],0
n5,1,0.047106,3.941616,[223  49] ; [23 11],[218.66666667  53.33333333] ; [27.33333333  6.66666667],0
p8,1,0.053499,3.728263,[195  76] ; [19 15],[190.1442623  80.8557377] ; [23.8557377 10.1442623],0
r3,1,0.080242,3.06,[268   4] ; [32  2],[266.66666667   5.33333333] ; [33.33333333  0.66666667],0
d1,1,0.103167,2.655892,[183  90] ; [18 16],[178.73941368  94.26058632] ; [22.26058632 11.73941368],0
u1,1,0.103825,2.64579,[ 66 207] ; [ 4 30],[ 62.247557 210.752443] ; [ 7.752443 26.247557],0
s1,1,0.121285,2.400645,[  9 261] ; [ 3 31],[ 10.65789474 259.34210526] ; [ 1.34210526 32.65789474],0
p3,1,0.153525,2.036876,[183  90] ; [18 15],[179.32352941  93.67647059] ; [21.67647059 11.32352941],0
