Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,32.367981,[104  17] ; [69 62],[83.06746032 37.93253968] ; [89.93253968 41.06746032],1
p4,1,1e-06,23.944658,[102  20] ; [74 60],[83.875 38.125] ; [92.125 41.875],1
p8,1,2e-06,23.045344,[88 35] ; [56 78],[68.91828794 54.08171206] ; [75.08171206 58.91828794],1
p3,1,1.4e-05,18.895398,[87 35] ; [60 75],[69.78210117 52.21789883] ; [77.21789883 57.78210117],1
d1,1,0.001508,10.068293,[94 29] ; [78 57],[82. 41.] ; [90. 45.],0
p5,1,0.002248,9.335251,[31 92] ; [ 14 118],[ 21.70588235 101.29411765] ; [ 23.29411765 108.70588235],0
s7,1,0.002868,8.889802,[98 22] ; [83 45],[87.58064516 32.41935484] ; [93.41935484 34.58064516],0
s8,1,0.003917,8.32198,[95 27] ; [82 52],[84.3515625 37.6484375] ; [92.6484375 41.3515625],0
d3,1,0.006708,7.349556,[98 24] ; [88 47],[88.29571984 33.70428016] ; [97.70428016 37.29571984],0
s5,1,0.00851,6.922881,[76 40] ; [63 66],[65.8122449 50.1877551] ; [73.1877551 55.8122449],0
p10,1,0.01049,6.549658,[114   9] ; [109  24],[107.14453125  15.85546875] ; [115.85546875  17.14453125],0
p9,1,0.011952,6.317999,[117   6] ; [115  19],[111.03501946  11.96498054] ; [120.96498054  13.03501946],0
a7,1,0.014181,6.015446,[94 28] ; [85 50],[84.97276265 37.02723735] ; [94.02723735 40.97276265],0
d5,1,0.017259,5.66985,[109  12] ; [107  28],[102.09375  18.90625] ; [113.90625  21.09375],0
a5,1,0.022065,5.240637,[106  17] ; [101  34],[98.68604651 24.31395349] ; [108.31395349  26.68604651],0
p2,1,0.034017,4.493836,[108  15] ; [105  30],[101.54651163  21.45348837] ; [111.45348837  23.54651163],0
n4,1,0.046803,3.952466,[107  16] ; [103  30],[100.8984375  22.1015625] ; [109.1015625  23.8984375],0
p12,1,0.056003,3.651961,[ 22 101] ; [ 13 121],[ 16.75097276 106.24902724] ; [ 18.24902724 115.75097276],0
u1,1,0.059164,3.560674,[35 88] ; [ 25 110],[28.60465116 94.39534884] ; [ 31.39534884 103.60465116],0
n5,1,0.062075,3.481068,[107  15] ; [105  28],[101.42745098  20.57254902] ; [110.57254902  22.42745098],0
d2,1,0.062624,3.466499,[72 50] ; [64 71],[64.56031128 57.43968872] ; [71.43968872 63.56031128],0
n6,1,0.063966,3.431452,[111  10] ; [111  21],[106.17391304  14.82608696] ; [115.82608696  16.17391304],0
n1,1,0.074414,3.18287,[13  7] ; [14 21],[ 9.81818182 10.18181818] ; [17.18181818 17.81818182],0
a4,1,0.077907,3.108036,[70 53] ; [62 73],[62.93023256 60.06976744] ; [69.06976744 65.93023256],0
b3,1,0.081371,3.037297,[40 43] ; [32 59],[34.34482759 48.65517241] ; [37.65517241 53.34482759],0
b2,1,0.081371,3.037297,[40 43] ; [32 59],[34.34482759 48.65517241] ; [37.65517241 53.34482759],0
v2,1,0.110498,2.547078,[87 33] ; [80 47],[81.13360324 38.86639676] ; [85.86639676 41.13360324],0
n3,1,0.12465,2.357895,[11  9] ; [27  9],[13.57142857  6.42857143] ; [24.42857143 11.57142857],0
p1,1,0.137101,2.210201,[ 17 105] ; [ 11 124],[ 13.29182879 108.70817121] ; [ 14.70817121 120.29182879],0
s6,1,0.142278,2.153149,[109  11] ; [111  20],[105.17928287  14.82071713] ; [114.82071713  16.17928287],0
a2,1,0.193222,1.692879,[40 83] ; [ 34 101],[35.27906977 87.72093023] ; [38.72093023 96.27906977],0
p11,1,0.19891,1.650357,[101  22] ; [102  33],[96.77906977 26.22093023] ; [106.22093023  28.77906977],0
r4,1,0.206569,1.595312,[117   6] ; [123  12],[114.41860465   8.58139535] ; [125.58139535   9.41860465],0
d4,1,0.215875,1.531581,[110  11] ; [116  19],[106.8203125  14.1796875] ; [119.1796875  15.8203125],0
a1,1,0.236649,1.400446,[ 11 112] ; [  7 128],[  8.58139535 114.41860465] ; [  9.41860465 125.58139535],0
a6,1,0.249976,1.323439,[81 40] ; [81 54],[76.5703125 44.4296875] ; [85.4296875 49.5703125],0
a3,1,0.265129,1.241777,[100  22] ; [103  32],[96.36575875 25.63424125] ; [106.63424125  28.36575875],0
u4,1,0.278681,1.173512,[  7 116] ; [  4 131],[  5.24418605 117.75581395] ; [  5.75581395 129.24418605],0
r2,1,0.374496,0.788692,[120   3] ; [128   6],[118.692607   4.307393] ; [129.307393   4.692607],0
s3,1,0.398016,0.714312,[103  19] ; [118  16],[105.3203125  16.6796875] ; [115.6796875  18.3203125],0
v3,1,0.443157,0.588095,[60 57] ; [73 57],[63. 54.] ; [70. 60.],0
