Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,46.74461,[58 28] ; [ 38 126],[33.024 52.976] ; [ 62.976 101.024],1
p7,1,3e-06,21.74378,[59 26] ; [61 99],[41.63265306 43.36734694] ; [78.36734694 81.63265306],1
p8,1,0.00015,14.36922,[47 39] ; [ 49 114],[33.15662651 52.84337349] ; [ 62.84337349 100.15662651],1
p6,1,0.000453,12.300463,[28 57] ; [ 23 141],[17.40963855 67.59036145] ; [ 33.59036145 130.40963855],1
r4,1,0.000632,11.6793,[76 10] ; [115  52],[64.92490119 21.07509881] ; [126.07509881  40.92490119],1
n4,1,0.009025,6.817776,[62 24] ; [91 74],[52.42231076 33.57768924] ; [100.57768924  64.42231076],0
n6,1,0.013939,6.04579,[70 16] ; [110  55],[61.67330677 24.32669323] ; [118.32669323  46.67330677],0
v2,1,0.029945,4.712441,[41 43] ; [ 53 101],[33.17647059 50.82352941] ; [60.82352941 93.17647059],0
p11,1,0.04965,3.853252,[66 20] ; [108  59],[59.14624506 26.85375494] ; [114.85375494  52.14624506],0
s8,1,0.050746,3.816649,[15 71] ; [ 15 151],[10.23809524 75.76190476] ; [ 19.76190476 146.23809524],0
a5,1,0.0543,3.703465,[47 39] ; [70 97],[39.77075099 46.22924901] ; [77.22924901 89.77075099],0
v3,1,0.058194,3.588133,[27 57] ; [ 34 127],[20.91428571 63.08571429] ; [ 40.08571429 120.91428571],0
r2,1,0.067305,3.347556,[77  8] ; [135  30],[72.08 12.92] ; [139.92  25.08],0
s6,1,0.068142,3.327209,[45 39] ; [67 95],[38.24390244 45.75609756] ; [73.75609756 88.24390244],0
v4,1,0.068167,3.326605,[79  7] ; [137  27],[74.304 11.696] ; [141.696  22.304],0
r1,1,0.0729,3.216488,[60 25] ; [98 68],[53.5059761 31.4940239] ; [104.4940239  61.5059761],0
u3,1,0.073051,3.213093,[25 21] ; [34 55],[20.1037037 25.8962963] ; [38.8962963 50.1037037],0
d5,1,0.077744,3.111454,[51 35] ; [79 87],[44.36507937 41.63492063] ; [85.63492063 80.36507937],0
p1,1,0.079293,3.079342,[10 76] ; [  9 156],[ 6.50996016 79.49003984] ; [ 12.49003984 152.50996016],0
r3,1,0.100018,2.705255,[78  8] ; [137  28],[73.66533865 12.33466135] ; [141.33466135  23.66533865],0
d3,1,0.106302,2.608356,[26 60] ; [67 98],[31.86454183 54.13545817] ; [ 61.13545817 103.86454183],0
p5,1,0.129545,2.297948,[ 7 79] ; [  6 158],[ 4.472 81.528] ; [  8.528 155.472],0
a7,1,0.144887,2.125267,[58 27] ; [97 68],[52.7 32.3] ; [102.3  62.7],0
b2,1,0.168434,1.896824,[11 42] ; [25 54],[14.45454545 38.54545455] ; [21.54545455 57.45454545],0
b3,1,0.168434,1.896824,[11 42] ; [25 54],[14.45454545 38.54545455] ; [21.54545455 57.45454545],0
b1,1,0.1778,1.815916,[40 46] ; [ 63 104],[35.01185771 50.98814229] ; [67.98814229 99.01185771],0
n3,1,0.179554,1.801314,[13  2] ; [36 16],[10.97014925  4.02985075] ; [38.02985075 13.97014925],0
s5,1,0.223438,1.482156,[17 66] ; [ 23 137],[13.66255144 69.33744856] ; [ 26.33744856 133.66255144],0
n1,1,0.229516,1.443858,[ 3 12] ; [19 33],[ 4.92537313 10.07462687] ; [17.07462687 34.92537313],0
v1,1,0.259949,1.269029,[37 47] ; [ 59 102],[32.91428571 51.08571429] ; [63.08571429 97.91428571],0
p10,1,0.279194,1.171008,[58 27] ; [98 62],[54.12244898 30.87755102] ; [101.87755102  58.12244898],0
a6,1,0.319291,0.991848,[53 33] ; [92 75],[49.28853755 36.71146245] ; [95.71146245 71.28853755],0
s1,1,0.319503,0.990978,[ 2 84] ; [  8 154],[ 3.46774194 82.53225806] ; [  6.53225806 155.46774194],0
n5,1,0.345671,0.889285,[57 28] ; [100  64],[53.59437751 31.40562249] ; [103.40562249  60.59437751],0
u1,1,0.364542,0.822184,[ 1 85] ; [  5 162],[ 2.03952569 83.96047431] ; [  3.96047431 163.03952569],0
d4,1,0.389992,0.738967,[43 43] ; [93 74],[46.22924901 39.77075099] ; [89.77075099 77.22924901],0
a2,1,0.411866,0.673409,[ 5 81] ; [  6 161],[ 3.73913043 82.26086957] ; [  7.26086957 159.73913043],0
p9,1,0.4201,0.650034,[63 23] ; [110  51],[60.23481781 25.76518219] ; [112.76518219  48.23481781],0
a1,1,0.432718,0.615517,[ 4 82] ; [ 12 155],[ 5.43873518 80.56126482] ; [ 10.56126482 156.43873518],0
p2,1,0.451633,0.56655,[62 24] ; [112  54],[59.38095238 26.61904762] ; [114.61904762  51.38095238],0
a8,1,0.558121,0.342968,[ 8 71] ; [ 20 137],[ 9.37288136 69.62711864] ; [ 18.62711864 138.37288136],0
d2,1,0.577382,0.310486,[11 74] ; [ 26 141],[12.48015873 72.51984127] ; [ 24.51984127 142.48015873],0
p12,1,0.579709,0.306706,[ 5 81] ; [  7 158],[ 4.11155378 81.88844622] ; [  7.88844622 157.11155378],0
n2,1,0.745591,0.105273,[11  4] ; [41 12],[11.47058824  3.52941176] ; [40.52941176 12.47058824],0
b5,1,0.784377,0.074868,[51 35] ; [102  65],[52.00790514 33.99209486] ; [100.99209486  66.00790514],0
a4,1,0.805551,0.0606,[21 65] ; [ 38 127],[20.21513944 65.78486056] ; [ 38.78486056 126.21513944],0
b4,1,0.861191,0.030576,[50 36] ; [99 68],[50.64822134 35.35177866] ; [98.35177866 68.64822134],0
s2,1,0.876376,0.0242,[21 64] ; [ 42 122],[21.5060241 63.4939759] ; [ 41.4939759 122.5060241],0
a3,1,0.881086,0.022378,[39 47] ; [76 88],[39.56 46.44] ; [75.44 88.56],0
u2,1,0.914503,0.011526,[20 26] ; [40 50],[20.29411765 25.70588235] ; [39.70588235 50.29411765],0
s4,1,0.927281,0.00833,[12 73] ; [ 24 141],[12.24 72.76] ; [ 23.76 141.24],0
s3,1,0.983742,0.000415,[31 53] ; [ 60 102],[31.07317073 52.92682927] ; [ 59.92682927 102.07317073],0
