Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,24.927083,[18 67] ; [22  9],[29.31034483 55.68965517] ; [10.68965517 20.31034483],1
s6,1,1e-06,23.266305,[18 70] ; [21 10],[28.84033613 59.15966387] ; [10.15966387 20.84033613],1
s8,1,3.7e-05,17.021311,[ 9 79] ; [14 18],[16.86666667 71.13333333] ; [ 6.13333333 25.86666667],1
r3,1,7.3e-05,15.733418,[39 46] ; [27  4],[48.36206897 36.63793103] ; [17.63793103 13.36206897],1
s7,1,0.002145,9.421487,[16 66] ; [15 16],[22.49557522 59.50442478] ; [ 8.50442478 22.49557522],0
p7,1,0.002657,9.029432,[23 60] ; [18 13],[29.85087719 53.14912281] ; [11.14912281 19.85087719],0
v2,1,0.004988,7.883963,[26 58] ; [19 13],[32.5862069 51.4137931] ; [12.4137931 19.5862069],0
p4,1,0.007116,7.243563,[23 63] ; [17 15],[29.15254237 56.84745763] ; [10.84745763 21.15254237],0
s5,1,0.010605,6.530372,[10 77] ; [10 22],[14.62184874 72.37815126] ; [ 5.37815126 26.62184874],0
p10,1,0.014245,6.007483,[38 46] ; [22  9],[43.82608696 40.17391304] ; [16.17391304 14.82608696],0
p3,1,0.014909,5.927147,[16 69] ; [13 19],[21.06837607 63.93162393] ; [ 7.93162393 24.06837607],0
p2,1,0.01733,5.662656,[42 43] ; [23  8],[47.62931034 37.37068966] ; [17.37068966 13.62931034],0
u3,1,0.030356,4.688995,[ 8 30] ; [6 5],[10.85714286 27.14285714] ; [3.14285714 7.85714286],0
p9,1,0.035625,4.41496,[45 39] ; [24  8],[49.96551724 34.03448276] ; [19.03448276 12.96551724],0
p11,1,0.038989,4.261364,[39 49] ; [21 11],[44. 44.] ; [16. 16.],0
p6,1,0.059346,3.555579,[11 72] ; [ 9 23],[14.43478261 68.56521739] ; [ 5.56521739 26.43478261],0
n2,1,0.062043,3.481912,[23 20] ; [10  2],[25.8 17.2] ; [7.2 4.8],0
v3,1,0.100428,2.698726,[18 69] ; [11 20],[21.38135593 65.61864407] ; [ 7.61864407 23.38135593],0
n1,1,0.108676,2.573367,[18 25] ; [ 2 10],[15.63636364 27.36363636] ; [4.36363636 7.63636364],0
v1,1,0.123856,2.367864,[29 56] ; [15 15],[32.52173913 52.47826087] ; [11.47826087 18.52173913],0
