Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,165.182735,[237  87] ; [ 64 233],[157.04347826 166.95652174] ; [143.95652174 153.04347826],1
s2,1,0.0,117.405623,[246  79] ; [ 95 199],[179.03877221 145.96122779] ; [161.96122779 132.03877221],1
s3,1,0.0,84.127531,[247  76] ; [117 175],[191.17398374 131.82601626] ; [172.82601626 119.17398374],1
s6,1,0.0,68.199464,[272  49] ; [157 133],[225.38297872  95.61702128] ; [203.61702128  86.38297872],1
a3,1,0.0,39.811769,[281  43] ; [193 103],[247.70322581  76.29677419] ; [226.29677419  69.70322581],1
s5,1,0.0,27.466035,[148 161] ; [ 77 208],[117.04545455 191.95454545] ; [107.95454545 177.04545455],1
p3,1,1e-06,24.796658,[200 126] ; [122 173],[169.03703704 156.96296296] ; [152.96296296 142.03703704],1
n4,1,2e-06,22.833246,[279  46] ; [208  89],[254.46141479  70.53858521] ; [232.53858521  64.46141479],1
p6,1,2e-06,22.458802,[157 164] ; [ 88 204],[128.29526917 192.70473083] ; [116.70473083 175.29526917],1
p4,1,1.2e-05,19.133365,[230  95] ; [158 136],[203.71567044 121.28432956] ; [184.28432956 109.71567044],1
n5,1,3.4e-05,17.170497,[267  56] ; [201  93],[244.99837925  78.00162075] ; [223.00162075  70.99837925],1
u1,1,0.000113,14.898255,[ 87 239] ; [ 42 255],[ 67.5024077 258.4975923] ; [ 61.4975923 235.5024077],1
v3,1,0.000262,13.32677,[148 163] ; [ 93 190],[126.18013468 184.81986532] ; [114.81986532 168.18013468],1
d2,1,0.000291,13.127691,[196 130] ; [135 161],[173.48231511 152.51768489] ; [157.51768489 138.48231511],1
p5,1,0.000392,12.571521,[ 57 264] ; [ 24 272],[ 42.14100486 278.85899514] ; [ 38.85899514 257.14100486],1
p7,1,0.001276,10.3771,[227  88] ; [173 117],[208.26446281 106.73553719] ; [191.73553719  98.26446281],0
a2,1,0.003202,8.688621,[102 224] ; [ 62 235],[ 85.81701445 240.18298555] ; [ 78.18298555 218.81701445],0
u3,1,0.010128,6.612215,[35 10] ; [56 45],[28.04794521 16.95205479] ; [62.95205479 38.04794521],0
a5,1,0.010433,6.559388,[269  57] ; [220  77],[255.8812199  70.1187801] ; [233.1187801  63.8812199],0
p12,1,0.010749,6.506359,[ 39 285] ; [ 18 277],[ 29.83521809 294.16478191] ; [ 27.16478191 267.83521809],0
n6,1,0.012442,6.246841,[287  34] ; [244  52],[276.25769854  44.74230146] ; [254.74230146  41.25769854],0
r1,1,0.014912,5.926796,[276  49] ; [228  67],[264.19354839  60.80645161] ; [239.80645161  55.19354839],0
s4,1,0.0265,4.923095,[ 68 257] ; [ 41 250],[ 57.50811688 267.49188312] ; [ 51.49188312 239.50811688],0
u4,1,0.028759,4.781986,[ 14 312] ; [  4 292],[  9.4340836 316.5659164] ; [  8.5659164 287.4340836],0
s1,1,0.02888,4.774738,[ 14 309] ; [  4 289],[  9.43831169 313.56168831] ; [  8.56168831 284.43831169],0
a8,1,0.032591,4.567146,[ 53 241] ; [ 32 243],[ 43.91915641 250.08084359] ; [ 41.08084359 233.91915641],0
