Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,49.337494,[33 51] ; [211  54],[58.7277937 25.2722063] ; [185.2722063  79.7277937],1
p9,1,0.0,36.832046,[40 41] ; [217  45],[60.6909621 20.3090379] ; [196.3090379  65.6909621],1
p7,1,0.0,31.067758,[24 59] ; [166  94],[45.97667638 37.02332362] ; [144.02332362 115.97667638],1
r3,1,0.0,29.133845,[65 19] ; [251  10],[76.93913043  7.06086957] ; [239.06086957  21.93913043],1
p10,1,0.0,28.17374,[42 41] ; [211  52],[60.69075145 22.30924855] ; [192.30924855  70.69075145],1
p8,1,0.0,26.061762,[16 68] ; [132 128],[36.13953488 47.86046512] ; [111.86046512 148.13953488],1
r4,1,0.0,25.736054,[56 28] ; [238  27],[70.76217765 13.23782235] ; [223.23782235  41.76217765],1
p4,1,2e-06,23.108546,[23 60] ; [153 111],[42.09798271 40.90201729] ; [133.90201729 130.09798271],1
v4,1,4e-06,21.267946,[66 18] ; [250  13],[76.49567723  7.50432277] ; [239.50432277  23.49567723],1
s6,1,3e-05,17.425109,[34 50] ; [172  88],[50.30232558 33.69767442] ; [155.69767442 104.30232558],1
s3,1,5.1e-05,16.398784,[27 56] ; [152 110],[43.06376812 39.93623188] ; [135.93623188 126.06376812],1
p6,1,9.8e-05,15.177012,[ 9 75] ; [ 85 177],[22.82080925 61.17919075] ; [ 71.17919075 190.82080925],1
s2,1,0.000234,13.534561,[22 62] ; [129 134],[36.55331412 47.44668588] ; [114.44668588 148.55331412],1
n6,1,0.000589,11.811053,[55 28] ; [221  43],[66.01729107 16.98270893] ; [209.98270893  54.01729107],1
b1,1,0.00106,10.720076,[46 38] ; [ 92 173],[33.21489971 50.78510029] ; [104.78510029 160.21489971],0
r1,1,0.001267,10.38936,[53 31] ; [212  52],[63.96551724 20.03448276] ; [201.03448276  62.96551724],0
p3,1,0.003131,8.729453,[22 62] ; [117 147],[33.55172414 50.44827586] ; [105.44827586 158.55172414],0
d3,1,0.005405,7.738689,[52 32] ; [204  60],[61.79310345 22.20689655] ; [194.20689655  69.79310345],0
n4,1,0.006973,7.279977,[51 33] ; [201  64],[60.65329513 23.34670487] ; [191.34670487  73.65329513],0
a1,1,0.023004,5.168232,[ 8 76] ; [  9 256],[ 4.09169054 79.90830946] ; [ 12.90830946 252.09169054],0
s7,1,0.027569,4.854812,[25 52] ; [119 136],[33.39759036 43.60240964] ; [110.60240964 144.39759036],0
a6,1,0.050197,3.834877,[50 34] ; [188  77],[57.28366762 26.71633238] ; [180.71633238  84.28366762],0
n2,1,0.074325,3.184822,[19 16] ; [53 21],[23.11926606 11.88073394] ; [48.88073394 25.11926606],0
s8,1,0.079598,3.073083,[23 61] ; [100 164],[29.68965517 54.31034483] ; [ 93.31034483 170.68965517],0
n5,1,0.080456,3.055663,[49 35] ; [180  82],[55.59537572 28.40462428] ; [173.40462428  88.59537572],0
r2,1,0.089037,2.891695,[71 10] ; [244  17],[74.60526316  6.39473684] ; [240.39473684  20.60526316],0
s5,1,0.102404,2.667692,[16 64] ; [ 75 181],[21.66666667 58.33333333] ; [ 69.33333333 186.66666667],0
a8,1,0.125707,2.344739,[ 5 75] ; [ 30 212],[ 8.69565217 71.30434783] ; [ 26.30434783 215.69565217],0
n3,1,0.140117,2.176677,[19 14] ; [54 21],[22.30555556 10.69444444] ; [50.69444444 24.30555556],0
p5,1,0.167335,1.906656,[ 3 81] ; [ 21 243],[ 5.79310345 78.20689655] ; [ 18.20689655 245.79310345],0
d2,1,0.191264,1.707853,[49 33] ; [136 128],[43.84393064 38.15606936] ; [141.15606936 122.84393064],0
a7,1,0.281267,1.160957,[58 26] ; [198  66],[61.79310345 22.20689655] ; [194.20689655  69.79310345],0
s1,1,0.308258,1.038123,[ 5 79] ; [  9 253],[ 3.39884393 80.60115607] ; [ 10.60115607 251.39884393],0
a4,1,0.363702,0.825068,[42 41] ; [119 146],[38.39942529 44.60057471] ; [122.60057471 142.39942529],0
p1,1,0.371363,0.799098,[ 4 80] ; [ 20 243],[ 5.80979827 78.19020173] ; [ 18.19020173 244.80979827],0
v3,1,0.454804,0.55865,[24 56] ; [ 67 193],[21.41176471 58.58823529] ; [ 69.58823529 190.41176471],0
a5,1,0.458324,0.549984,[58 26] ; [194  71],[60.65329513 23.34670487] ; [191.34670487  73.65329513],0
n1,1,0.49281,0.470386,[13 21] ; [23 50],[11.43925234 22.56074766] ; [24.56074766 48.43925234],0
v2,1,0.515235,0.423422,[38 42] ; [111 145],[35.47619048 44.52380952] ; [113.52380952 142.47619048],0
d4,1,0.541271,0.373188,[75  9] ; [229  35],[73.37931034 10.62068966] ; [230.62068966  33.37931034],0
b5,1,0.696777,0.151847,[48 36] ; [145 120],[46.45272206 37.54727794] ; [146.54727794 118.45272206],0
d1,1,0.700955,0.147481,[58 26] ; [177  88],[56.56160458 27.43839542] ; [178.43839542  86.56160458],0
a3,1,0.706612,0.141685,[62 22] ; [190  75],[60.65329513 23.34670487] ; [191.34670487  73.65329513],0
u1,1,0.74679,0.104248,[13 71] ; [ 45 220],[13.95988539 70.04011461] ; [ 44.04011461 220.95988539],0
u2,1,0.801828,0.062992,[12  9] ; [40 34],[11.49473684  9.50526316] ; [40.50526316 33.49473684],0
b2,1,0.822478,0.050337,[18 37] ; [ 46 102],[17.33990148 37.66009852] ; [ 46.66009852 101.33990148],0
b3,1,0.822478,0.050337,[18 37] ; [ 46 102],[17.33990148 37.66009852] ; [ 46.66009852 101.33990148],0
a2,1,0.881102,0.022372,[20 64] ; [ 61 204],[19.49570201 64.50429799] ; [ 61.50429799 203.49570201],0
u3,1,0.893379,0.017964,[12 10] ; [41 32],[12.27368421  9.72631579] ; [40.72631579 32.27368421],0
p12,1,0.922726,0.009409,[ 3 81] ; [ 10 253],[ 3.14697406 80.85302594] ; [  9.85302594 253.14697406],0
b4,1,0.97157,0.00127,[49 35] ; [154 111],[48.85959885 35.14040115] ; [154.14040115 110.85959885],0
s4,1,0.975069,0.000977,[15 69] ; [ 47 214],[15.09565217 68.90434783] ; [ 46.90434783 214.09565217],0
