Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000229,13.574616,[120  20] ; [23 16],[111.84357542  28.15642458] ; [31.15642458  7.84357542],1
p7,1,0.001478,10.106436,[82 54] ; [14 29],[72.93854749 63.06145251] ; [23.06145251 19.93854749],0
p11,1,0.002628,9.048986,[108  32] ; [23 20],[100.21857923  39.78142077] ; [30.78142077 12.21857923],0
p4,1,0.003924,8.318662,[77 62] ; [13 30],[68.73626374 70.26373626] ; [21.26373626 21.73626374],0
p3,1,0.015928,5.810794,[66 74] ; [11 31],[59.23076923 80.76923077] ; [17.76923077 24.23076923],0
p10,1,0.017052,5.691004,[105  33] ; [24 18],[98.9 39.1] ; [30.1 11.9],0
p8,1,0.017156,5.680361,[67 71] ; [12 31],[60.2320442 77.7679558] ; [18.7679558 24.2320442],0
n3,1,0.018342,5.563192,[37 12] ; [7 9],[33.16923077 15.83076923] ; [10.83076923  5.16923077],0
n4,1,0.029801,4.72075,[94 46] ; [21 22],[87.97814208 52.02185792] ; [27.02185792 15.97814208],0
b1,1,0.056618,3.63379,[52 88] ; [23 20],[57.37704918 82.62295082] ; [17.62295082 25.37704918],0
s7,1,0.065642,3.388765,[55 79] ; [10 30],[50.05747126 83.94252874] ; [14.94252874 25.05747126],0
s6,1,0.110386,2.548682,[79 57] ; [19 24],[74.45810056 61.54189944] ; [23.54189944 19.45810056],0
p1,1,0.115638,2.475429,[  9 131] ; [ 6 37],[ 11.47540984 128.52459016] ; [ 3.52459016 39.47540984],0
v1,1,0.120845,2.406339,[60 75] ; [13 29],[55.6779661 79.3220339] ; [17.3220339 24.6779661],0
s1,1,0.12198,2.391714,[  3 136] ; [ 3 40],[  4.58241758 134.41758242] ; [ 1.41758242 41.58241758],0
a3,1,0.138676,2.192589,[76 63] ; [29 14],[80.19230769 58.80769231] ; [24.80769231 18.19230769],0
d2,1,0.167791,1.902569,[47 93] ; [19 23],[50.76923077 89.23076923] ; [15.23076923 26.76923077],0
p5,1,0.170052,1.882488,[ 17 123] ; [ 2 40],[ 14.61538462 125.38461538] ; [ 4.38461538 37.61538462],0
s3,1,0.192489,1.698467,[67 71] ; [16 27],[63.28176796 74.71823204] ; [19.71823204 23.28176796],0
b3,1,0.207227,1.590694,[26 54] ; [12 14],[28.67924528 51.32075472] ; [ 9.32075472 16.67924528],0
b2,1,0.207227,1.590694,[26 54] ; [12 14],[28.67924528 51.32075472] ; [ 9.32075472 16.67924528],0
p6,1,0.238375,1.39018,[49 87] ; [11 31],[45.84269663 90.15730337] ; [14.15730337 27.84269663],0
a4,1,0.241983,1.369004,[42 98] ; [17 26],[45.13661202 94.86338798] ; [13.86338798 29.13661202],0
a1,1,0.261894,1.258718,[  9 131] ; [ 5 38],[ 10.71038251 129.28961749] ; [ 3.28961749 39.71038251],0
a7,1,0.286121,1.137786,[87 52] ; [23 20],[84.01098901 54.98901099] ; [25.98901099 17.01098901],0
a5,1,0.298707,1.079959,[72 68] ; [26 17],[74.9726776 65.0273224] ; [23.0273224 19.9726776],0
n6,1,0.316795,1.002132,[114  26] ; [32 11],[111.69398907  28.30601093] ; [34.30601093  8.69398907],0
s8,1,0.324661,0.970078,[47 93] ; [11 32],[44.3715847 95.6284153] ; [13.6284153 29.3715847],0
v3,1,0.343196,0.898457,[41 98] ; [ 9 32],[ 38.61111111 100.38888889] ; [11.38888889 29.61111111],0
u4,1,0.374066,0.790114,[  1 139] ; [ 1 42],[  1.53005464 138.46994536] ; [ 0.46994536 42.53005464],0
n5,1,0.437802,0.602035,[93 46] ; [26 17],[90.88461538 48.11538462] ; [28.11538462 14.88461538],0
p12,1,0.448639,0.574089,[  7 132] ; [ 1 42],[  6.10989011 132.89010989] ; [ 1.89010989 41.10989011],0
