Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,53.36444,[ 9 38] ; [55  7],[27.59633028 19.40366972] ; [36.40366972 25.59633028],1
s6,1,3.9e-05,16.916427,[23 24] ; [53  9],[32.7706422 14.2293578] ; [43.2293578 18.7706422],1
s8,1,0.000108,14.99666,[12 35] ; [39 23],[21.99082569 25.00917431] ; [29.00917431 32.99082569],1
s7,1,0.000827,11.17901,[12 32] ; [33 21],[20.20408163 23.79591837] ; [24.79591837 29.20408163],1
d4,1,0.001443,10.150479,[32 15] ; [57  5],[38.37614679  8.62385321] ; [50.62385321 11.37614679],0
d1,1,0.00618,7.49709,[22 25] ; [45 17],[28.88990826 18.11009174] ; [38.11009174 23.88990826],0
u3,1,0.00799,7.035817,[ 7 10] ; [13  2],[10.625  6.375] ; [9.375 5.625],0
s4,1,0.013526,6.098973,[ 2 44] ; [13 49],[ 6.38888889 39.61111111] ; [ 8.61111111 53.38888889],0
d2,1,0.026016,4.954932,[19 27] ; [39 23],[24.7037037 21.2962963] ; [33.2962963 28.7037037],0
s5,1,0.044703,4.029816,[10 35] ; [23 33],[14.7029703 30.2970297] ; [18.2970297 37.7029703],0
v3,1,0.066949,3.356284,[10 35] ; [22 34],[14.25742574 30.74257426] ; [17.74257426 38.25742574],0
b1,1,0.076767,3.132043,[17 30] ; [33 29],[21.55963303 25.44036697] ; [28.44036697 33.55963303],0
p12,1,0.07819,3.102134,[ 2 45] ; [ 9 53],[ 4.74311927 42.25688073] ; [ 6.25688073 55.74311927],0
b3,1,0.08481,2.970217,[14 13] ; [12 27],[10.63636364 16.36363636] ; [15.36363636 23.63636364],0
b2,1,0.08481,2.970217,[14 13] ; [12 27],[10.63636364 16.36363636] ; [15.36363636 23.63636364],0
u2,1,0.092111,2.837088,[ 7 10] ; [10  4],[9.32258065 7.67741935] ; [7.67741935 6.32258065],0
n1,1,0.12663,2.333333,[4 8] ; [10  6],[6. 6.] ; [8. 8.],0
a6,1,0.141884,2.157411,[33 14] ; [35 27],[29.32110092 17.67889908] ; [38.67889908 23.32110092],0
a3,1,0.173895,1.849043,[30 17] ; [47 15],[33.20183486 13.79816514] ; [43.79816514 18.20183486],0
u1,1,0.189836,1.718894,[ 6 41] ; [14 48],[ 8.62385321 38.37614679] ; [11.37614679 50.62385321],0
a5,1,0.195148,1.678322,[32 15] ; [49 13],[34.9266055 12.0733945] ; [46.0733945 15.9266055],0
b5,1,0.215169,1.536303,[24 23] ; [39 23],[27.16513761 19.83486239] ; [35.83486239 26.16513761],0
d5,1,0.243611,1.359574,[37 10] ; [54  8],[39.23853211  7.76146789] ; [51.76146789 10.23853211],0
b4,1,0.255795,1.291371,[33 14] ; [37 25],[30.18348624 16.81651376] ; [39.81651376 22.18348624],0
n2,1,0.350045,0.873294,[7 5] ; [12  4],[8.14285714 3.85714286] ; [10.85714286  5.14285714],0
p9,1,0.377448,0.778997,[37 10] ; [52  9],[38.73148148  8.26851852] ; [50.26851852 10.73148148],0
r4,1,0.389705,0.739862,[39  8] ; [55  7],[40.53211009  6.46788991] ; [53.46788991  8.53211009],0
v1,1,0.400925,0.70555,[22 24] ; [32 25],[24.11650485 21.88349515] ; [29.88349515 27.11650485],0
s1,1,0.409466,0.680352,[ 2 45] ; [ 5 56],[ 3.0462963 43.9537037] ; [ 3.9537037 57.0462963],0
r3,1,0.431566,0.618606,[42  5] ; [58  4],[43.11926606  3.88073394] ; [56.88073394  5.11926606],0
p11,1,0.445066,0.583188,[35 12] ; [42 20],[33.20183486 13.79816514] ; [43.79816514 18.20183486],0
p4,1,0.574579,0.31508,[35 12] ; [49 13],[36.22018349 10.77981651] ; [47.77981651 14.22018349],0
p8,1,0.576039,0.312682,[16 31] ; [18 44],[14.66055046 32.33944954] ; [19.33944954 42.66055046],0
a4,1,0.581886,0.303195,[21 26] ; [31 31],[22.42201835 24.57798165] ; [29.57798165 32.42201835],0
d3,1,0.597878,0.278208,[28 19] ; [40 22],[29.32110092 17.67889908] ; [38.67889908 23.32110092],0
n5,1,0.681678,0.168243,[34 13] ; [47 15],[34.9266055 12.0733945] ; [46.0733945 15.9266055],0
